episode,seed,method,scenario,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
62,2,TD3,C,20.332,48.78,49.046,0.2973,3.744
63,2,TD3,C,21.599,47.954,47.798,0.2983,3.8628
64,2,TD3,C,19.909,44.645,48.028,0.3099,3.9392
65,2,TD3,C,21.843,46.245,46.994,0.2931,3.9582
66,2,TD3,C,20.468,46.448,45.785,0.2765,3.9248
67,2,TD3,C,20.363,47.884,47.563,0.2687,3.9527
68,2,TD3,C,19.185,47.245,48.813,0.2501,4.0635
69,2,TD3,C,17.273,46.032,47.633,0.2606,3.968
70,2,TD3,C,16.904,46.336,47.339,0.2654,3.8858
71,2,TD3,C,15.223,47.304,47.738,0.2541,3.8525
72,2,TD3,C,14.601,46.67,50.49,0.2553,3.9056
73,2,TD3,C,13.058,44.887,49.331,0.2491,3.9326
74,2,TD3,C,13.274,46.572,48.632,0.2546,3.9302
75,2,TD3,C,14.064,46.184,48.171,0.274,3.9095
76,2,TD3,C,14.784,46.172,48.804,0.2936,3.9463
77,2,TD3,C,18.254,45.036,49.371,0.2963,3.9458
78,2,TD3,C,17.13,46.294,49.738,0.2858,3.855
79,2,TD3,C,19.373,49.695,49.144,0.2785,3.763
80,2,TD3,C,19.886,51.296,48.695,0.2834,3.7654
81,2,TD3,C,17.569,51.228,47.392,0.2807,3.7902
82,2,TD3,C,15.622,52.403,47.957,0.2862,3.7938
83,2,TD3,C,14.672,51.781,45.22,0.2847,3.778
84,2,TD3,C,14.554,51.832,47.342,0.2765,3.7627
85,2,TD3,C,14.692,50.847,48.374,0.2743,3.7345
86,2,TD3,C,15.381,49.803,50.654,0.2784,3.7746
87,2,TD3,C,14.454,48.824,48.678,0.2781,3.8112
88,2,TD3,C,13.178,51.813,49.484,0.2773,3.783
89,2,TD3,C,14.197,53.678,48.225,0.2624,3.8154
90,2,TD3,C,13.401,50.802,50.205,0.2613,3.7229
91,2,TD3,C,15.762,49.693,51.242,0.2658,3.7124
92,2,TD3,C,12.369,46.875,49.926,0.2571,3.6251
93,2,TD3,C,12.832,47.631,49.503,0.2459,3.5973
94,2,TD3,C,13.127,49.321,48.996,0.2586,3.5219
95,2,TD3,C,16.688,48.319,47.948,0.2779,3.549
96,2,TD3,C,17.053,47.135,48.298,0.2549,3.5963
97,2,TD3,C,15.367,47.161,46.83,0.2643,3.5721
98,2,TD3,C,14.526,46.048,45.501,0.249,3.7474
99,2,TD3,C,13.994,45.927,46.174,0.253,3.7465
100,2,TD3,C,14.238,47.139,46.119,0.2667,3.8372
101,2,TD3,C,13.965,45.934,46.362,0.2843,3.8328
102,2,TD3,C,15.67,47.359,45.971,0.2683,3.8103
103,2,TD3,C,18.49,48.191,45.346,0.2679,3.7668
104,2,TD3,C,17.809,47.2,45.565,0.2605,3.7332
105,2,TD3,C,17.002,48.126,44.917,0.2598,3.7686
106,2,TD3,C,16.121,48.344,44.575,0.2428,3.8003
107,2,TD3,C,14.623,48.711,44.363,0.2496,3.8282
108,2,TD3,C,14.236,48.737,44.145,0.25,3.7595
109,2,TD3,C,14.805,50.012,43.301,0.2538,3.7954
110,2,TD3,C,14.58,50.39,43.656,0.2621,3.7339
111,2,TD3,C,14.614,50.561,41.618,0.2598,3.7115
112,2,TD3,C,16.565,51.957,43.538,0.2717,3.6904
113,2,TD3,C,18.905,51.415,45.809,0.2811,3.771
114,2,TD3,C,19.371,50.103,47.181,0.2713,3.7483
115,2,TD3,C,17.25,49.555,46.565,0.2806,3.6417
116,2,TD3,C,17.75,49.421,45.144,0.2924,3.6827
117,2,TD3,C,18.977,48.773,44.618,0.3003,3.7667
118,2,TD3,C,20.416,49.692,43.611,0.2905,3.7113
119,2,TD3,C,19.257,49.277,42.476,0.3023,3.6514
120,2,TD3,C,21.087,48.485,43.552,0.3131,3.6294
121,2,TD3,C,18.466,48.979,45.375,0.3155,3.7296
122,2,TD3,C,18.668,48.573,46.131,0.3096,3.7898
123,2,TD3,C,14.755,49.198,44.947,0.3085,3.8463
124,2,TD3,C,14.341,49.474,43.793,0.3027,3.7743
125,2,TD3,C,16.749,50.108,42.956,0.2945,3.7649
126,2,TD3,C,14.759,51.59,43.096,0.2764,3.7214
127,2,TD3,C,15.938,50.804,44.322,0.2714,3.7143
128,2,TD3,C,14.576,49.614,44.734,0.2808,3.7628
129,2,TD3,C,17.313,49.461,46.638,0.2853,3.8203
130,2,TD3,C,19.417,48.567,48.624,0.2875,3.8581
131,2,TD3,C,19.361,49.018,49.982,0.3054,3.868
132,2,TD3,C,17.07,49.206,48.608,0.293,3.8489
133,2,TD3,C,18.676,50.31,46.253,0.291,3.8948
134,2,TD3,C,17.656,49.372,47.335,0.2879,3.8914
135,2,TD3,C,18.173,47.584,45.611,0.2913,3.8219
136,2,TD3,C,17.186,47.272,45.302,0.2936,3.8468
137,2,TD3,C,18.476,46.358,44.839,0.3107,3.7792
138,2,TD3,C,20.253,45.425,45.039,0.3081,3.8409
139,2,TD3,C,18.748,45.217,47.544,0.3087,3.824
140,2,TD3,C,20.101,44.1,47.909,0.3132,3.8126
141,2,TD3,C,18.153,45.844,48.736,0.3218,3.6711
142,2,TD3,C,18.629,44.822,48.699,0.3077,3.6334
143,2,TD3,C,19.017,47.148,46.38,0.3137,3.5965
144,2,TD3,C,23.725,45.726,45.928,0.3131,3.5238
145,2,TD3,C,22.197,45.227,45.666,0.2936,3.5277
146,2,TD3,C,20.81,45.85,47.376,0.3139,3.6387
147,2,TD3,C,21.14,42.874,46.726,0.3239,3.6251
148,2,TD3,C,20.211,43.045,46.397,0.3275,3.5206
149,2,TD3,C,20.897,44.327,45.16,0.3093,3.5368
150,2,TD3,C,21.559,44.934,46.088,0.2903,3.5338
151,2,TD3,C,20.1,43.757,45.268,0.3023,3.5214
152,2,TD3,C,19.481,44.08,43.464,0.3017,3.5566
153,2,TD3,C,16.969,43.387,42.03,0.3205,3.5284
154,2,TD3,C,19.424,45.169,43.768,0.3332,3.6305
155,2,TD3,C,18.149,46.323,42.965,0.3086,3.6013
156,2,TD3,C,19.973,46.453,43.572,0.2953,3.6668
157,2,TD3,C,21.015,44.44,45.078,0.2845,3.761
158,2,TD3,C,19.388,45.677,45.691,0.2579,3.7126
159,2,TD3,C,18.904,48.0,43.45,0.2713,3.7882
160,2,TD3,C,18.747,46.2,44.641,0.2853,3.8109
161,2,TD3,C,17.119,46.903,44.292,0.294,3.7053
162,2,TD3,C,17.404,47.109,43.255,0.3152,3.6589
163,2,TD3,C,17.684,49.276,42.897,0.3185,3.5851
164,2,TD3,C,18.489,48.485,44.505,0.3063,3.6069
165,2,TD3,C,18.968,47.729,43.309,0.2857,3.5642
166,2,TD3,C,18.859,49.402,44.304,0.2884,3.7132
167,2,TD3,C,20.123,48.436,44.788,0.2749,3.7647
168,2,TD3,C,21.392,49.939,44.578,0.2777,3.7231
169,2,TD3,C,21.652,50.92,43.586,0.2847,3.7173
170,2,TD3,C,18.047,49.742,43.24,0.2796,3.6894
171,2,TD3,C,19.628,50.351,43.897,0.2823,3.7995
172,2,TD3,C,19.881,49.275,43.832,0.2916,3.8091
173,2,TD3,C,16.86,49.254,43.687,0.3005,3.7332
174,2,TD3,C,16.338,50.024,44.874,0.2886,3.7154
175,2,TD3,C,16.057,49.885,44.479,0.2915,3.7404
176,2,TD3,C,16.762,49.536,45.474,0.2962,3.6857
177,2,TD3,C,17.831,48.366,46.46,0.302,3.6026
178,2,TD3,C,19.072,48.453,47.157,0.3079,3.6713
179,2,TD3,C,21.918,47.11,47.847,0.3104,3.7196
180,2,TD3,C,21.427,45.921,45.898,0.3249,3.7339
181,2,TD3,C,20.963,43.672,46.527,0.3356,3.7991
182,2,TD3,C,21.338,43.041,47.433,0.3142,3.7868
183,2,TD3,C,21.638,41.972,45.334,0.3019,3.7071
184,2,TD3,C,17.605,44.975,44.436,0.3125,3.6518
185,2,TD3,C,17.944,44.911,43.457,0.3051,3.6975
186,2,TD3,C,17.668,45.927,44.083,0.302,3.8069
187,2,TD3,C,18.675,44.583,44.584,0.3003,3.7717
188,2,TD3,C,20.269,46.206,46.386,0.3062,3.8055
189,2,TD3,C,19.319,46.458,47.779,0.3063,3.7412
190,2,TD3,C,17.192,45.213,46.845,0.2809,3.6987
191,2,TD3,C,20.826,43.374,47.882,0.2764,3.7344
192,2,TD3,C,17.417,44.67,46.477,0.2714,3.8075
193,2,TD3,C,14.934,45.438,47.598,0.3024,3.8114
194,2,TD3,C,17.596,47.583,46.04,0.3048,3.8006
195,2,TD3,C,19.829,46.504,48.961,0.2924,3.8319
196,2,TD3,C,20.074,45.047,45.636,0.3045,3.8301
197,2,TD3,C,19.481,46.331,46.733,0.3043,3.8388
198,2,TD3,C,15.891,44.572,48.072,0.3231,3.7446
199,2,TD3,C,16.92,45.133,47.183,0.3229,3.7092
200,2,TD3,C,17.439,45.814,48.475,0.3282,3.6322
201,2,TD3,C,19.78,46.068,47.297,0.3367,3.6911
202,2,TD3,C,20.961,44.841,48.273,0.3274,3.7585
203,2,TD3,C,18.523,45.327,46.685,0.3273,3.7324
204,2,TD3,C,18.189,45.778,47.563,0.3164,3.6972
205,2,TD3,C,18.548,45.854,47.898,0.3085,3.716
206,2,TD3,C,17.526,45.269,46.543,0.3135,3.7248
207,2,TD3,C,19.383,44.506,47.802,0.3259,3.804
208,2,TD3,C,18.444,42.437,47.298,0.3145,3.8503
209,2,TD3,C,19.193,41.015,46.241,0.3172,3.7303
210,2,TD3,C,19.313,41.644,45.67,0.3115,3.7717
211,2,TD3,C,19.752,42.374,45.043,0.3139,3.7866
212,2,TD3,C,19.115,43.19,45.714,0.3337,3.8651
213,2,TD3,C,18.933,43.294,45.174,0.3235,3.8821
214,2,TD3,C,20.755,43.314,45.833,0.3134,3.8395
215,2,TD3,C,21.071,44.242,46.099,0.3072,3.8132
216,2,TD3,C,16.953,45.972,47.478,0.2989,3.7363
217,2,TD3,C,17.586,46.746,46.671,0.3246,3.6877
218,2,TD3,C,17.297,47.412,45.725,0.3322,3.6824
219,2,TD3,C,15.431,46.789,43.519,0.3248,3.6481
220,2,TD3,C,16.387,47.398,44.079,0.2913,3.6732
221,2,TD3,C,17.663,47.573,44.24,0.3066,3.7586
222,2,TD3,C,18.564,47.745,45.621,0.3019,3.7141
223,2,TD3,C,18.48,48.221,44.618,0.284,3.6732
224,2,TD3,C,18.067,49.797,45.242,0.2932,3.6775
225,2,TD3,C,19.967,47.839,47.33,0.2988,3.5866
226,2,TD3,C,20.961,45.84,46.437,0.2998,3.5428
227,2,TD3,C,20.228,46.933,47.939,0.2906,3.5464
228,2,TD3,C,22.022,45.568,49.565,0.3009,3.6193
229,2,TD3,C,19.306,42.953,46.77,0.3082,3.5619
230,2,TD3,C,18.711,42.593,47.952,0.3209,3.5406
231,2,TD3,C,19.838,42.441,49.449,0.3102,3.5421
232,2,TD3,C,17.906,43.951,50.372,0.3138,3.5146
233,2,TD3,C,17.588,44.212,50.16,0.3087,3.5233
234,2,TD3,C,19.27,46.6,50.763,0.3097,3.5626
235,2,TD3,C,19.207,45.939,49.718,0.3191,3.6488
236,2,TD3,C,20.655,47.162,51.231,0.3097,3.6463
237,2,TD3,C,22.748,47.339,50.751,0.3011,3.6633
238,2,TD3,C,23.039,48.668,51.711,0.3039,3.6932
239,2,TD3,C,23.036,47.112,53.075,0.3164,3.597
240,2,TD3,C,22.928,46.774,52.649,0.3174,3.5488
241,2,TD3,C,22.153,47.602,53.538,0.3046,3.6088
242,2,TD3,C,23.303,45.676,52.603,0.316,3.5679
243,2,TD3,C,23.917,44.62,50.225,0.3286,3.5593
244,2,TD3,C,22.546,44.585,50.571,0.3369,3.5469
245,2,TD3,C,23.015,44.274,48.58,0.3301,3.5832
246,2,TD3,C,21.455,43.697,49.311,0.3279,3.5457
247,2,TD3,C,21.686,43.928,48.161,0.3352,3.4833
248,2,TD3,C,20.664,44.671,47.552,0.3325,3.4731
249,2,TD3,C,17.482,44.664,48.702,0.3188,3.5774
250,2,TD3,C,17.021,45.21,47.398,0.3198,3.6636
251,2,TD3,C,18.55,45.86,46.358,0.3125,3.6602
252,2,TD3,C,16.065,45.774,46.467,0.3084,3.6422
253,2,TD3,C,16.378,44.64,45.6,0.3,3.6707
254,2,TD3,C,15.413,44.228,45.905,0.2925,3.6374
255,2,TD3,C,13.999,42.995,44.581,0.297,3.5762
256,2,TD3,C,14.481,42.87,44.939,0.3074,3.6024
257,2,TD3,C,16.56,42.489,43.215,0.3057,3.5156
258,2,TD3,C,16.418,44.685,43.557,0.308,3.6189
259,2,TD3,C,17.902,43.663,42.443,0.3067,3.6204
260,2,TD3,C,19.831,41.697,42.878,0.3063,3.7221
261,2,TD3,C,17.832,42.39,43.133,0.3109,3.7713
262,2,TD3,C,16.823,40.802,43.117,0.318,3.7327
263,2,TD3,C,17.409,41.737,42.282,0.3293,3.7765
264,2,TD3,C,18.001,42.893,42.588,0.3503,3.7664
265,2,TD3,C,18.304,44.285,40.703,0.3358,3.7505
266,2,TD3,C,21.169,43.677,41.57,0.3436,3.7923
267,2,TD3,C,21.122,44.496,40.602,0.3235,3.7463
268,2,TD3,C,21.027,43.825,42.068,0.3142,3.6569
269,2,TD3,C,20.781,45.403,42.568,0.3034,3.6873
270,2,TD3,C,22.366,45.053,43.857,0.3095,3.7489
271,2,TD3,C,23.562,45.54,41.702,0.3006,3.7512
272,2,TD3,C,23.239,45.728,42.014,0.2991,3.6917
273,2,TD3,C,23.533,47.891,40.271,0.2955,3.697
274,2,TD3,C,23.11,47.592,41.198,0.2986,3.6994
275,2,TD3,C,22.834,48.646,43.22,0.3048,3.7135
276,2,TD3,C,23.859,46.705,42.495,0.3089,3.7013
277,2,TD3,C,22.539,48.292,42.388,0.3149,3.7385
278,2,TD3,C,21.037,47.216,42.172,0.3265,3.7372
279,2,TD3,C,22.746,45.786,42.218,0.3367,3.6467
280,2,TD3,C,22.002,46.57,41.711,0.3387,3.6463
281,2,TD3,C,22.757,46.613,43.293,0.3344,3.702
282,2,TD3,C,23.291,46.028,41.878,0.3301,3.6758
283,2,TD3,C,24.404,46.503,43.019,0.3328,3.6859
284,2,TD3,C,22.718,45.758,43.878,0.3258,3.7063
285,2,TD3,C,24.578,45.726,43.663,0.3183,3.7338
286,2,TD3,C,23.63,45.635,43.148,0.3284,3.7111
287,2,TD3,C,20.313,44.857,44.843,0.3409,3.6519
288,2,TD3,C,20.633,46.204,44.813,0.342,3.681
289,2,TD3,C,20.628,45.732,44.747,0.3279,3.5616
290,2,TD3,C,19.324,46.827,44.916,0.3497,3.5264
291,2,TD3,C,20.44,45.73,45.181,0.3622,3.5642
292,2,TD3,C,21.243,46.049,44.632,0.344,3.6441
293,2,TD3,C,19.793,47.028,44.883,0.3664,3.63
294,2,TD3,C,20.848,48.23,46.592,0.3546,3.7212
295,2,TD3,C,19.999,49.392,47.502,0.3461,3.7534
296,2,TD3,C,20.546,47.197,48.87,0.3357,3.7898
297,2,TD3,C,19.414,44.803,48.748,0.3334,3.7382
298,2,TD3,C,21.593,45.186,50.471,0.3358,3.6874
299,2,TD3,C,18.975,43.387,50.244,0.3581,3.8169
300,2,TD3,C,17.984,41.755,50.048,0.3507,3.8256
301,2,TD3,C,18.61,42.245,48.873,0.3519,3.7702
302,2,TD3,C,21.895,43.642,46.281,0.3432,3.796
303,2,TD3,C,23.862,41.74,46.81,0.3469,3.7291
304,2,TD3,C,23.227,41.618,46.554,0.3615,3.6278
305,2,TD3,C,21.688,43.342,46.626,0.3526,3.5724
306,2,TD3,C,21.994,41.354,46.519,0.343,3.6177
307,2,TD3,C,21.253,42.833,45.328,0.3462,3.5785
308,2,TD3,C,24.6,45.37,47.769,0.3209,3.6241
309,2,TD3,C,25.801,46.723,47.617,0.3052,3.6109
310,2,TD3,C,27.247,47.939,43.666,0.297,3.6254
311,2,TD3,C,26.172,47.47,45.527,0.289,3.6092
312,2,TD3,C,26.173,47.908,45.841,0.2983,3.6569
313,2,TD3,C,22.896,47.736,46.235,0.3014,3.6049
314,2,TD3,C,21.229,47.272,45.035,0.2949,3.6186
315,2,TD3,C,20.414,47.73,43.185,0.3,3.6004
316,2,TD3,C,17.733,47.982,44.108,0.3108,3.5682
317,2,TD3,C,21.146,48.16,46.76,0.3074,3.5927
318,2,TD3,C,24.228,49.295,46.745,0.3089,3.5396
319,2,TD3,C,26.556,47.716,46.633,0.3087,3.5296
320,2,TD3,C,23.266,46.917,45.13,0.3057,3.4854
321,2,TD3,C,22.5,45.839,43.384,0.31,3.539
322,2,TD3,C,23.695,45.77,45.717,0.3113,3.5006
323,2,TD3,C,22.733,45.087,46.71,0.3309,3.4784
324,2,TD3,C,21.081,43.605,46.085,0.3339,3.5509
325,2,TD3,C,22.683,43.075,46.659,0.3228,3.5187
326,2,TD3,C,21.645,45.553,46.761,0.3223,3.5679
327,2,TD3,C,20.267,47.877,47.995,0.3119,3.6065
328,2,TD3,C,21.482,47.502,47.317,0.332,3.6117
329,2,TD3,C,22.325,47.285,45.205,0.3207,3.5879
330,2,TD3,C,19.71,47.838,46.639,0.3277,3.5599
331,2,TD3,C,20.606,46.771,47.243,0.3379,3.4978
332,2,TD3,C,16.789,47.118,47.646,0.3481,3.5185
333,2,TD3,C,20.812,46.059,46.179,0.3538,3.461
334,2,TD3,C,20.111,46.312,46.243,0.3468,3.5192
335,2,TD3,C,19.209,42.858,46.359,0.3423,3.5802
336,2,TD3,C,18.093,42.704,45.509,0.356,3.5693
337,2,TD3,C,17.601,42.704,44.983,0.3635,3.5809
338,2,TD3,C,20.107,44.107,45.83,0.3607,3.5184
339,2,TD3,C,21.7,42.728,45.154,0.3505,3.5256
340,2,TD3,C,23.13,42.912,45.446,0.3502,3.4744
341,2,TD3,C,22.604,43.709,46.572,0.3464,3.5241
342,2,TD3,C,22.332,45.13,48.025,0.3238,3.4936
343,2,TD3,C,21.499,44.033,48.568,0.3227,3.5335
344,2,TD3,C,20.567,44.154,50.186,0.3233,3.6229
345,2,TD3,C,23.043,42.761,51.378,0.3255,3.6771
346,2,TD3,C,24.909,45.838,51.683,0.3096,3.6745
347,2,TD3,C,25.097,45.399,52.359,0.3284,3.7129
348,2,TD3,C,25.818,47.171,51.461,0.3307,3.709
349,2,TD3,C,22.496,48.785,50.145,0.3253,3.5793
350,2,TD3,C,20.973,47.45,48.746,0.3327,3.5412
351,2,TD3,C,20.895,45.47,47.139,0.342,3.5896
352,2,TD3,C,21.279,47.514,46.627,0.3245,3.6167
353,2,TD3,C,19.27,47.666,47.629,0.3354,3.7199
354,2,TD3,C,19.685,45.368,47.286,0.3349,3.6385
355,2,TD3,C,19.554,47.073,45.55,0.3305,3.6534
356,2,TD3,C,21.494,48.409,45.672,0.3331,3.6178
357,2,TD3,C,24.243,48.771,46.031,0.3349,3.593
358,2,TD3,C,24.253,49.649,47.517,0.3498,3.6502
359,2,TD3,C,24.416,49.259,46.689,0.3509,3.7172
360,2,TD3,C,24.886,49.116,47.127,0.3419,3.6855
361,2,TD3,C,25.651,48.1,48.495,0.3339,3.7662
362,2,TD3,C,23.053,46.521,49.16,0.3454,3.6121
363,2,TD3,C,24.006,47.024,49.552,0.3597,3.601
364,2,TD3,C,22.118,44.889,48.349,0.3636,3.586
365,2,TD3,C,21.694,44.183,47.498,0.3614,3.577
366,2,TD3,C,23.224,43.398,46.663,0.3525,3.6301
367,2,TD3,C,25.007,45.341,46.466,0.3411,3.5598
368,2,TD3,C,25.446,45.749,46.393,0.3374,3.535
369,2,TD3,C,24.213,46.077,45.587,0.328,3.5298
370,2,TD3,C,24.51,46.155,45.434,0.3254,3.5538
371,2,TD3,C,25.811,47.392,44.467,0.3162,3.5224
372,2,TD3,C,25.813,45.637,43.929,0.3124,3.527
373,2,TD3,C,23.944,42.884,40.707,0.3162,3.5738
374,2,TD3,C,23.489,43.961,42.485,0.3039,3.5058
375,2,TD3,C,23.238,43.157,41.282,0.2961,3.4912
376,2,TD3,C,23.376,42.914,43.674,0.2925,3.4927
377,2,TD3,C,22.894,43.981,43.247,0.3151,3.4845
378,2,TD3,C,22.767,43.423,45.111,0.3222,3.4814
379,2,TD3,C,22.663,43.567,43.74,0.3299,3.4488
380,2,TD3,C,22.321,45.687,42.988,0.34,3.4418
381,2,TD3,C,23.414,46.305,44.416,0.3109,3.544
382,2,TD3,C,23.264,45.29,43.415,0.3261,3.5721
383,2,TD3,C,22.792,44.739,43.923,0.3508,3.6459
384,2,TD3,C,23.886,44.213,43.326,0.3416,3.665
385,2,TD3,C,24.184,45.821,41.685,0.3552,3.7257
386,2,TD3,C,23.425,44.719,40.344,0.3535,3.667
387,2,TD3,C,23.923,43.989,41.241,0.3539,3.7251
388,2,TD3,C,24.815,46.554,39.616,0.3425,3.7232
389,2,TD3,C,27.427,46.817,41.959,0.3501,3.6633
390,2,TD3,C,27.553,47.06,40.852,0.3429,3.6659
391,2,TD3,C,25.241,47.71,42.411,0.3402,3.6952
392,2,TD3,C,27.195,45.839,41.365,0.3344,3.6237
393,2,TD3,C,25.259,43.561,40.244,0.3114,3.6572
394,2,TD3,C,23.435,44.921,44.023,0.3235,3.5863
395,2,TD3,C,22.789,45.792,45.905,0.322,3.6017
396,2,TD3,C,21.814,44.155,45.35,0.3263,3.6443
397,2,TD3,C,22.532,44.103,44.795,0.3301,3.7417
398,2,TD3,C,24.673,44.009,45.33,0.3351,3.6943
399,2,TD3,C,23.683,42.799,43.839,0.3387,3.599
400,2,TD3,C,23.265,42.617,45.246,0.3356,3.6764
401,2,TD3,C,22.019,42.275,44.739,0.3452,3.7104
402,2,TD3,C,20.721,40.657,44.374,0.3465,3.6696
403,2,TD3,C,22.816,41.16,43.439,0.3505,3.6286
404,2,TD3,C,21.61,43.313,44.939,0.3571,3.6408
405,2,TD3,C,21.139,43.241,44.513,0.3542,3.6775
406,2,TD3,C,22.343,44.163,43.786,0.357,3.7042
407,2,TD3,C,23.024,46.925,45.977,0.3609,3.671
408,2,TD3,C,20.494,46.65,45.976,0.3686,3.6023
409,2,TD3,C,20.216,46.282,45.921,0.3614,3.5849
410,2,TD3,C,22.087,45.215,43.741,0.3571,3.5333
411,2,TD3,C,22.282,44.792,42.847,0.3649,3.5455
412,2,TD3,C,20.204,44.422,41.015,0.3697,3.6263
413,2,TD3,C,20.942,42.492,40.382,0.3829,3.6175
414,2,TD3,C,21.614,43.551,41.543,0.3919,3.6273
415,2,TD3,C,22.712,44.812,42.368,0.4013,3.6574
416,2,TD3,C,21.589,45.776,41.726,0.3848,3.6392
417,2,TD3,C,21.242,44.144,41.899,0.3689,3.6046
418,2,TD3,C,22.943,43.374,39.912,0.3753,3.571
419,2,TD3,C,20.337,43.401,39.449,0.3846,3.4922
420,2,TD3,C,20.809,43.524,38.854,0.384,3.6139
421,2,TD3,C,22.605,43.525,41.511,0.3929,3.5778
422,2,TD3,C,23.907,45.99,40.018,0.3768,3.5397
423,2,TD3,C,25.393,48.376,41.248,0.3535,3.6312
424,2,TD3,C,23.804,46.463,41.13,0.3456,3.6196
425,2,TD3,C,21.289,45.954,40.112,0.3189,3.6378
426,2,TD3,C,19.407,46.182,40.038,0.3487,3.5894
427,2,TD3,C,21.739,47.325,40.741,0.3444,3.5255
428,2,TD3,C,23.554,47.199,42.26,0.3435,3.4754
429,2,TD3,C,20.761,46.261,44.944,0.3363,3.4458
430,2,TD3,C,18.33,43.568,45.288,0.3476,3.5182
431,2,TD3,C,17.963,42.361,45.928,0.3513,3.5347
432,2,TD3,C,17.931,42.274,45.772,0.3527,3.5041
433,2,TD3,C,17.03,43.85,44.898,0.3585,3.5021
434,2,TD3,C,16.763,43.932,44.985,0.3629,3.3849
435,2,TD3,C,16.443,41.675,45.873,0.3724,3.3824
436,2,TD3,C,20.018,43.675,46.186,0.3679,3.4423
437,2,TD3,C,21.625,41.918,45.746,0.3642,3.5145
