episode,seed,method,scenario,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
366,1,NavRL,C,29.871,48.123,39.866,0.3299,3.28
367,1,NavRL,C,30.729,48.418,40.905,0.3347,3.2651
368,1,NavRL,C,28.803,46.494,41.103,0.3329,3.2862
369,1,NavRL,C,27.518,48.42,40.266,0.346,3.2983
370,1,NavRL,C,27.061,47.581,38.255,0.3359,3.2487
371,1,NavRL,C,26.141,46.914,39.232,0.3294,3.2833
372,1,NavRL,C,27.45,44.944,38.375,0.3208,3.2316
373,1,NavRL,C,26.244,45.275,38.569,0.3284,3.2148
374,1,NavRL,C,28.099,45.691,40.526,0.3254,3.1949
375,1,NavRL,C,28.912,44.242,40.255,0.3201,3.0973
376,1,NavRL,C,28.345,46.906,41.617,0.3281,3.0792
377,1,NavRL,C,28.369,48.104,41.076,0.3218,3.1491
378,1,NavRL,C,29.68,47.704,38.107,0.3172,3.1335
379,1,NavRL,C,28.331,48.453,39.516,0.3244,3.1164
380,1,NavRL,C,29.172,45.63,40.432,0.3163,3.1063
381,1,NavRL,C,27.601,45.656,40.838,0.3234,3.1739
382,1,NavRL,C,28.116,46.499,40.642,0.3294,3.1976
383,1,NavRL,C,26.581,46.087,39.543,0.3326,3.2235
384,1,NavRL,C,25.059,43.228,40.383,0.3282,3.3216
385,1,NavRL,C,26.892,41.794,39.857,0.3411,3.2908
386,1,NavRL,C,26.493,41.031,40.558,0.3259,3.3038
387,1,NavRL,C,27.553,42.734,38.526,0.3334,3.2243
388,1,NavRL,C,28.312,44.991,38.015,0.3371,3.2108
389,1,NavRL,C,28.452,44.705,39.166,0.334,3.1325
390,1,NavRL,C,29.386,44.69,39.455,0.3513,3.1235
391,1,NavRL,C,30.404,46.279,41.12,0.3587,3.1365
392,1,NavRL,C,29.015,47.34,41.313,0.3715,3.1109
393,1,NavRL,C,30.6,45.57,43.339,0.3633,3.067
394,1,NavRL,C,30.615,45.021,41.497,0.3447,2.9851
395,1,NavRL,C,30.074,45.777,40.9,0.3417,3.0612
396,1,NavRL,C,32.545,46.464,43.976,0.3429,3.0891
397,1,NavRL,C,32.027,46.808,41.617,0.3559,3.0821
398,1,NavRL,C,32.973,48.716,40.806,0.3334,3.1328
399,1,NavRL,C,33.034,48.596,40.064,0.3559,3.1237
400,1,NavRL,C,32.554,46.896,39.536,0.3666,3.138
401,1,NavRL,C,33.498,48.555,39.328,0.3437,3.16
402,1,NavRL,C,31.974,49.142,42.027,0.333,3.1504
403,1,NavRL,C,32.538,47.358,43.317,0.3181,3.0948
404,1,NavRL,C,33.594,46.717,41.744,0.3267,2.9842
405,1,NavRL,C,31.859,46.736,41.493,0.325,3.0316
406,1,NavRL,C,32.025,45.595,39.375,0.3422,3.0913
407,1,NavRL,C,31.339,44.42,39.528,0.343,3.099
408,1,NavRL,C,29.096,42.949,37.901,0.3487,3.0466
409,1,NavRL,C,31.724,41.728,38.639,0.3499,3.0659
410,1,NavRL,C,32.327,42.571,37.584,0.3519,3.0969
411,1,NavRL,C,29.033,42.704,38.384,0.3479,3.1806
412,1,NavRL,C,26.666,41.216,38.087,0.3532,3.1744
413,1,NavRL,C,25.708,41.123,39.857,0.3434,3.1316
414,1,NavRL,C,27.305,41.559,38.861,0.3568,3.0909
415,1,NavRL,C,28.265,41.458,39.305,0.346,3.0319
416,1,NavRL,C,31.038,40.766,38.609,0.3277,3.0782
417,1,NavRL,C,30.837,42.652,38.285,0.3235,3.0018
418,1,NavRL,C,29.626,43.14,38.46,0.3418,2.9214
419,1,NavRL,C,32.022,44.175,38.318,0.3378,2.9357
420,1,NavRL,C,33.466,45.629,37.196,0.3446,3.0409
421,1,NavRL,C,34.252,47.528,38.024,0.3114,3.1652
422,1,NavRL,C,31.796,46.095,36.874,0.3153,3.056
423,1,NavRL,C,31.362,45.518,36.378,0.3198,3.0676
424,1,NavRL,C,31.06,44.011,37.188,0.3362,3.0286
