episode,seed,method,scenario,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
52,4,PPO,C,16.904,50.243,40.884,0.2716,3.7842
53,4,PPO,C,17.817,50.473,41.482,0.2751,3.7507
54,4,PPO,C,16.618,49.673,40.61,0.2881,3.7625
55,4,PPO,C,14.188,48.073,38.468,0.3063,3.6721
56,4,PPO,C,12.327,47.842,40.094,0.2941,3.6131
57,4,PPO,C,10.017,46.691,39.546,0.3157,3.6136
58,4,PPO,C,10.519,44.74,39.729,0.3148,3.6473
59,4,PPO,C,8.835,44.348,38.705,0.2985,3.6708
60,4,PPO,C,11.297,44.28,40.897,0.2926,3.5643
61,4,PPO,C,11.518,46.387,37.56,0.2855,3.5437
62,4,PPO,C,10.723,45.57,38.088,0.2835,3.6004
63,4,PPO,C,10.663,46.122,37.06,0.2777,3.6294
64,4,PPO,C,10.828,47.698,37.672,0.2822,3.6576
65,4,PPO,C,8.469,48.599,41.775,0.2862,3.7234
66,4,PPO,C,6.537,50.614,44.171,0.2897,3.6954
67,4,PPO,C,7.252,47.717,43.22,0.2916,3.6697
68,4,PPO,C,9.023,47.492,43.653,0.2806,3.7433
69,4,PPO,C,10.635,45.548,41.412,0.3009,3.7689
70,4,PPO,C,11.943,46.072,40.827,0.2939,3.7759
71,4,PPO,C,12.659,46.814,41.945,0.2871,3.7801
72,4,PPO,C,14.33,45.92,40.938,0.283,3.7666
73,4,PPO,C,11.566,46.905,39.729,0.3009,3.8134
74,4,PPO,C,9.408,48.146,40.605,0.3096,3.8302
75,4,PPO,C,10.837,47.687,40.744,0.3135,3.8185
76,4,PPO,C,9.788,49.942,39.031,0.3103,3.7581
77,4,PPO,C,12.719,49.794,41.093,0.3047,3.7832
78,4,PPO,C,12.059,48.801,40.266,0.3179,3.7212
79,4,PPO,C,14.951,48.607,40.951,0.32,3.772
80,4,PPO,C,15.433,47.609,40.209,0.3247,3.8148
81,4,PPO,C,14.636,47.143,38.14,0.3059,3.7753
82,4,PPO,C,14.757,47.969,38.102,0.3138,3.6433
83,4,PPO,C,14.443,46.098,39.44,0.3135,3.6557
84,4,PPO,C,13.955,46.378,39.204,0.3063,3.6407
85,4,PPO,C,15.203,45.714,39.926,0.3003,3.6029
86,4,PPO,C,16.68,45.341,38.496,0.2953,3.7263
87,4,PPO,C,14.515,46.167,39.231,0.3046,3.627
88,4,PPO,C,14.111,47.001,38.661,0.3038,3.6162
89,4,PPO,C,13.691,46.22,39.2,0.2982,3.5649
90,4,PPO,C,12.836,46.906,38.883,0.3206,3.5599
91,4,PPO,C,12.316,44.865,40.332,0.3168,3.7446
92,4,PPO,C,13.931,44.244,41.117,0.3153,3.6926
93,4,PPO,C,14.922,46.17,42.367,0.3026,3.5945
94,4,PPO,C,14.559,47.505,41.734,0.2791,3.6256
95,4,PPO,C,14.885,47.238,41.887,0.2707,3.6529
96,4,PPO,C,11.885,47.843,42.415,0.2814,3.7668
97,4,PPO,C,12.587,49.59,43.256,0.2813,3.7594
98,4,PPO,C,12.702,46.888,44.71,0.2758,3.7168
99,4,PPO,C,13.201,49.124,43.898,0.2762,3.7073
100,4,PPO,C,13.592,48.254,45.631,0.2909,3.7463
101,4,PPO,C,14.13,45.671,42.978,0.3098,3.7417
102,4,PPO,C,12.728,45.872,41.964,0.3079,3.7571
103,4,PPO,C,12.651,45.09,41.238,0.2927,3.7824
104,4,PPO,C,15.239,46.207,41.693,0.3057,3.7248
105,4,PPO,C,15.753,45.471,40.493,0.3118,3.7665
106,4,PPO,C,13.482,48.41,40.771,0.3002,3.7401
107,4,PPO,C,12.883,49.599,38.927,0.2946,3.7475
108,4,PPO,C,13.857,48.675,36.998,0.2886,3.7214
109,4,PPO,C,12.542,47.152,37.069,0.3094,3.7878
110,4,PPO,C,12.774,48.158,37.701,0.2948,3.7292
111,4,PPO,C,10.598,47.715,36.827,0.3246,3.6476
112,4,PPO,C,11.421,45.783,36.535,0.345,3.6678
113,4,PPO,C,11.91,44.845,34.977,0.3411,3.6688
114,4,PPO,C,13.523,44.238,34.064,0.3324,3.7359
115,4,PPO,C,13.415,46.829,33.654,0.3233,3.7064
116,4,PPO,C,13.273,45.389,35.709,0.3137,3.6737
117,4,PPO,C,14.465,44.1,38.129,0.3307,3.7335
118,4,PPO,C,15.368,43.547,37.757,0.3264,3.7925
119,4,PPO,C,15.433,42.936,39.096,0.3225,3.8308
120,4,PPO,C,14.785,42.316,38.481,0.3153,3.7305
121,4,PPO,C,13.701,42.367,38.112,0.316,3.7189
122,4,PPO,C,12.28,41.259,39.519,0.3031,3.7375
123,4,PPO,C,11.425,42.95,37.691,0.309,3.6496
124,4,PPO,C,8.595,44.591,37.77,0.3282,3.6456
125,4,PPO,C,8.447,44.452,38.97,0.3114,3.5491
126,4,PPO,C,8.386,44.196,37.196,0.3291,3.4928
127,4,PPO,C,7.764,43.169,38.616,0.3385,3.5602
128,4,PPO,C,6.5,43.915,38.204,0.3284,3.4829
129,4,PPO,C,7.633,41.335,37.77,0.3297,3.5944
130,4,PPO,C,7.622,41.199,38.147,0.308,3.6085
131,4,PPO,C,7.995,41.784,37.714,0.3292,3.5877
132,4,PPO,C,6.819,41.148,40.802,0.3269,3.5502
133,4,PPO,C,8.02,42.175,41.399,0.3291,3.6061
134,4,PPO,C,8.635,43.189,43.617,0.3161,3.6138
135,4,PPO,C,10.106,43.242,43.054,0.3055,3.5713
136,4,PPO,C,9.616,42.733,41.694,0.2969,3.5912
137,4,PPO,C,8.937,42.119,42.092,0.2875,3.5511
138,4,PPO,C,8.436,43.103,40.232,0.2961,3.5582
139,4,PPO,C,9.655,45.658,40.365,0.3039,3.5454
140,4,PPO,C,9.84,48.254,40.707,0.2869,3.6344
141,4,PPO,C,11.576,48.82,39.007,0.2941,3.6091
142,4,PPO,C,10.441,49.142,38.184,0.2915,3.6001
143,4,PPO,C,11.446,50.194,37.123,0.2994,3.6067
144,4,PPO,C,10.208,50.627,36.672,0.2808,3.6516
145,4,PPO,C,9.689,50.716,37.333,0.2935,3.6971
146,4,PPO,C,11.033,50.462,38.544,0.2946,3.636
147,4,PPO,C,11.293,50.797,38.907,0.3106,3.6374
148,4,PPO,C,9.548,51.916,39.116,0.34,3.6384
149,4,PPO,C,9.982,51.228,38.984,0.3285,3.7275
150,4,PPO,C,12.265,50.731,39.072,0.3126,3.6622
151,4,PPO,C,12.294,48.906,38.384,0.2999,3.7605
152,4,PPO,C,12.686,49.491,38.668,0.292,3.7382
153,4,PPO,C,12.281,49.298,37.432,0.296,3.7
154,4,PPO,C,12.341,49.454,36.51,0.3002,3.7028
155,4,PPO,C,12.94,50.58,36.463,0.2908,3.7265
156,4,PPO,C,12.484,47.733,37.337,0.2953,3.7674
157,4,PPO,C,12.135,46.787,36.32,0.3125,3.7789
158,4,PPO,C,12.116,47.171,35.89,0.3073,3.8042
159,4,PPO,C,12.828,47.034,38.076,0.3066,3.7194
160,4,PPO,C,14.469,45.674,38.798,0.3021,3.6907
161,4,PPO,C,15.466,45.367,37.792,0.2984,3.6343
162,4,PPO,C,16.265,46.522,38.0,0.3126,3.6248
163,4,PPO,C,15.591,48.527,37.765,0.3263,3.5903
164,4,PPO,C,16.214,47.087,37.181,0.3304,3.6002
165,4,PPO,C,15.164,47.266,39.847,0.316,3.6215
166,4,PPO,C,14.417,46.703,38.379,0.3354,3.6332
167,4,PPO,C,15.808,45.561,37.57,0.3389,3.729
168,4,PPO,C,16.027,46.709,37.681,0.3328,3.6982
169,4,PPO,C,16.152,46.878,37.623,0.3245,3.6958
170,4,PPO,C,17.147,47.331,37.323,0.3278,3.6376
171,4,PPO,C,17.116,44.671,37.76,0.3367,3.5584
172,4,PPO,C,12.585,44.573,38.269,0.3292,3.596
173,4,PPO,C,10.227,45.267,38.608,0.3302,3.6918
174,4,PPO,C,10.971,45.73,37.889,0.3291,3.7012
175,4,PPO,C,10.289,45.575,36.448,0.3344,3.6799
176,4,PPO,C,10.382,45.905,37.455,0.3303,3.735
177,4,PPO,C,8.658,46.709,38.243,0.3358,3.8087
178,4,PPO,C,5.667,47.813,37.156,0.328,3.7756
179,4,PPO,C,7.517,46.525,35.862,0.326,3.7411
180,4,PPO,C,9.058,46.234,37.248,0.3052,3.7527
181,4,PPO,C,10.053,45.018,37.464,0.3121,3.7712
182,4,PPO,C,10.668,47.018,36.942,0.288,3.7885
183,4,PPO,C,12.606,46.632,37.945,0.2931,3.7417
184,4,PPO,C,13.164,45.215,37.665,0.3049,3.7543
185,4,PPO,C,11.839,45.906,39.232,0.3101,3.6659
186,4,PPO,C,13.063,45.391,41.062,0.3016,3.6383
187,4,PPO,C,14.96,44.524,38.926,0.3039,3.6608
188,4,PPO,C,14.274,45.899,39.309,0.2974,3.6522
189,4,PPO,C,14.178,46.157,40.892,0.3174,3.7486
190,4,PPO,C,13.61,43.938,39.112,0.3199,3.6836
191,4,PPO,C,15.512,46.577,37.633,0.3197,3.5894
192,4,PPO,C,17.427,45.891,39.212,0.3172,3.5483
193,4,PPO,C,15.623,46.82,38.507,0.323,3.7315
194,4,PPO,C,13.724,47.406,37.68,0.3175,3.6392
195,4,PPO,C,15.352,46.861,37.206,0.3125,3.5677
196,4,PPO,C,11.619,48.908,37.908,0.3036,3.6674
197,4,PPO,C,8.628,46.455,36.917,0.2922,3.6608
198,4,PPO,C,9.672,46.137,36.838,0.3045,3.7019
199,4,PPO,C,11.255,47.706,36.929,0.3163,3.7062
200,4,PPO,C,10.966,48.64,38.754,0.3278,3.7162
201,4,PPO,C,13.414,46.92,38.657,0.3268,3.7043
202,4,PPO,C,13.167,46.899,39.117,0.3297,3.6487
203,4,PPO,C,11.353,45.83,40.009,0.3404,3.5819
204,4,PPO,C,13.146,43.612,38.851,0.3405,3.6297
205,4,PPO,C,13.935,44.379,39.246,0.3423,3.6883
206,4,PPO,C,12.619,45.9,40.664,0.3292,3.6679
207,4,PPO,C,10.106,44.951,39.526,0.3245,3.5771
208,4,PPO,C,11.036,44.469,39.157,0.327,3.6112
209,4,PPO,C,10.185,44.098,41.51,0.3432,3.6491
210,4,PPO,C,10.797,44.017,40.379,0.3313,3.5786
211,4,PPO,C,11.696,43.796,40.515,0.3339,3.6464
212,4,PPO,C,12.512,44.627,42.976,0.3314,3.6438
213,4,PPO,C,11.735,46.566,41.949,0.3222,3.5902
214,4,PPO,C,11.746,47.202,41.005,0.3231,3.6059
215,4,PPO,C,10.677,47.675,41.687,0.3304,3.5855
216,4,PPO,C,12.38,48.165,39.554,0.334,3.6237
217,4,PPO,C,12.112,48.376,39.025,0.3427,3.6061
218,4,PPO,C,14.604,49.575,38.62,0.3395,3.6099
219,4,PPO,C,13.531,50.724,38.266,0.3302,3.6163
220,4,PPO,C,11.102,50.185,38.924,0.3403,3.6091
221,4,PPO,C,12.094,49.958,38.76,0.3358,3.6426
222,4,PPO,C,14.195,47.972,38.267,0.3256,3.6819
223,4,PPO,C,13.748,47.29,38.852,0.3354,3.5687
224,4,PPO,C,15.145,47.648,38.013,0.3281,3.6077
225,4,PPO,C,16.255,49.871,39.034,0.3228,3.5049
226,4,PPO,C,15.758,48.559,37.162,0.3105,3.5629
227,4,PPO,C,17.293,49.396,36.139,0.3047,3.5533
228,4,PPO,C,17.725,49.314,36.679,0.3265,3.5413
229,4,PPO,C,16.651,49.313,35.704,0.3332,3.567
230,4,PPO,C,15.986,49.58,34.94,0.3438,3.5945
231,4,PPO,C,17.385,49.087,34.882,0.3423,3.5789
232,4,PPO,C,13.892,48.29,36.962,0.3427,3.6118
233,4,PPO,C,13.998,48.301,38.25,0.3344,3.6245
234,4,PPO,C,16.612,49.682,38.472,0.3325,3.6136
235,4,PPO,C,19.201,48.793,37.253,0.3401,3.6309
236,4,PPO,C,18.866,47.692,39.748,0.3288,3.6815
237,4,PPO,C,18.821,48.244,36.789,0.3217,3.6135
238,4,PPO,C,17.288,48.341,35.739,0.3042,3.6945
239,4,PPO,C,17.928,47.401,36.62,0.3133,3.7245
240,4,PPO,C,18.266,46.048,38.137,0.318,3.7156
241,4,PPO,C,17.332,45.035,38.57,0.3207,3.6905
242,4,PPO,C,15.192,45.678,39.351,0.3318,3.6609
243,4,PPO,C,16.012,45.03,37.872,0.3423,3.7154
244,4,PPO,C,13.542,48.288,37.811,0.3356,3.7265
245,4,PPO,C,12.69,48.461,38.071,0.3389,3.7455
246,4,PPO,C,13.953,46.055,37.43,0.3296,3.7992
247,4,PPO,C,14.592,46.358,38.426,0.3229,3.6647
248,4,PPO,C,16.053,46.747,38.682,0.3185,3.6193
249,4,PPO,C,14.921,48.58,37.304,0.316,3.6522
250,4,PPO,C,15.711,47.553,37.563,0.3213,3.6632
251,4,PPO,C,15.999,47.849,37.03,0.337,3.7471
252,4,PPO,C,17.198,48.418,37.792,0.3594,3.789
253,4,PPO,C,14.79,48.298,39.614,0.3421,3.8053
254,4,PPO,C,14.78,48.097,39.955,0.3205,3.8077
255,4,PPO,C,15.081,47.349,40.197,0.3093,3.8024
256,4,PPO,C,15.605,46.095,39.029,0.3109,3.812
257,4,PPO,C,14.774,45.259,39.196,0.3194,3.7952
258,4,PPO,C,12.975,48.387,39.192,0.3003,3.7357
259,4,PPO,C,13.497,46.552,39.355,0.3057,3.7161
260,4,PPO,C,13.727,46.112,38.399,0.3162,3.7413
261,4,PPO,C,13.645,46.442,40.191,0.3402,3.7208
262,4,PPO,C,12.863,46.367,40.242,0.3478,3.6716
263,4,PPO,C,11.975,46.915,39.807,0.3298,3.7365
264,4,PPO,C,14.002,45.701,40.466,0.3362,3.6731
265,4,PPO,C,13.782,46.48,41.878,0.3416,3.6173
266,4,PPO,C,14.582,46.426,41.033,0.3319,3.5694
267,4,PPO,C,14.427,46.376,40.886,0.3331,3.6281
268,4,PPO,C,15.637,48.055,39.998,0.3215,3.5502
269,4,PPO,C,16.311,48.097,41.149,0.3109,3.5482
270,4,PPO,C,15.82,48.857,39.215,0.2899,3.5982
271,4,PPO,C,16.438,48.349,39.403,0.2853,3.5909
272,4,PPO,C,16.886,48.757,39.272,0.2859,3.5249
273,4,PPO,C,14.064,49.942,37.391,0.2854,3.5747
274,4,PPO,C,11.583,48.392,37.619,0.3078,3.477
275,4,PPO,C,12.734,48.373,38.31,0.3149,3.4764
276,4,PPO,C,13.499,45.675,38.807,0.3226,3.5539
277,4,PPO,C,14.963,45.933,39.448,0.3241,3.5908
278,4,PPO,C,15.881,45.365,38.741,0.3387,3.5546
279,4,PPO,C,15.057,46.824,37.977,0.3309,3.5134
280,4,PPO,C,13.344,44.819,37.088,0.3415,3.5079
281,4,PPO,C,11.962,44.826,37.947,0.3086,3.5711
282,4,PPO,C,14.066,43.418,35.56,0.32,3.6174
283,4,PPO,C,14.445,43.087,34.255,0.2973,3.6329
284,4,PPO,C,16.684,43.643,34.07,0.3018,3.688
285,4,PPO,C,15.997,42.649,33.924,0.3209,3.6487
286,4,PPO,C,14.177,43.721,35.208,0.3294,3.6878
287,4,PPO,C,14.657,43.718,35.768,0.3212,3.6272
288,4,PPO,C,13.266,42.8,36.06,0.3045,3.6563
289,4,PPO,C,13.502,43.813,35.103,0.3128,3.6845
290,4,PPO,C,14.523,46.461,33.983,0.3235,3.693
291,4,PPO,C,14.731,47.785,32.665,0.3282,3.731
292,4,PPO,C,16.212,48.313,32.993,0.3333,3.666
293,4,PPO,C,16.871,49.372,34.023,0.3471,3.5749
294,4,PPO,C,15.359,49.755,33.04,0.3257,3.5367
295,4,PPO,C,16.743,47.995,32.79,0.323,3.5384
296,4,PPO,C,16.786,48.363,33.708,0.3125,3.5269
297,4,PPO,C,18.798,45.926,34.572,0.3278,3.6738
298,4,PPO,C,20.121,44.586,35.592,0.336,3.6916
299,4,PPO,C,21.196,45.635,34.457,0.3217,3.6341
300,4,PPO,C,20.921,46.361,36.501,0.3122,3.613
301,4,PPO,C,19.572,45.874,37.18,0.3397,3.5953
302,4,PPO,C,19.603,46.379,37.522,0.3325,3.6626
303,4,PPO,C,19.684,48.833,40.133,0.3631,3.6296
304,4,PPO,C,20.068,48.105,40.931,0.3666,3.5666
305,4,PPO,C,20.645,47.994,40.8,0.3639,3.5198
306,4,PPO,C,19.902,48.107,40.846,0.3676,3.4481
307,4,PPO,C,19.048,47.965,39.287,0.375,3.48
308,4,PPO,C,19.989,47.581,40.244,0.3809,3.5739
309,4,PPO,C,20.505,47.161,38.74,0.3786,3.6597
310,4,PPO,C,20.439,47.194,37.483,0.3792,3.6555
311,4,PPO,C,21.08,44.75,38.435,0.3743,3.7345
312,4,PPO,C,22.272,44.992,40.589,0.3752,3.6594
313,4,PPO,C,22.282,46.619,40.858,0.3642,3.7291
314,4,PPO,C,19.313,46.61,40.037,0.3605,3.7124
315,4,PPO,C,19.905,48.433,39.356,0.3668,3.6355
316,4,PPO,C,20.622,48.751,39.454,0.3682,3.6212
317,4,PPO,C,17.649,47.081,40.011,0.3529,3.5986
318,4,PPO,C,17.032,47.524,40.929,0.3605,3.5249
319,4,PPO,C,14.379,48.002,38.971,0.3597,3.588
320,4,PPO,C,13.675,47.633,38.975,0.3476,3.7043
321,4,PPO,C,13.156,49.137,37.918,0.3484,3.6919
322,4,PPO,C,12.816,48.913,40.136,0.3613,3.6388
323,4,PPO,C,15.267,46.358,41.343,0.3703,3.6424
324,4,PPO,C,13.784,45.056,39.69,0.3748,3.6332
325,4,PPO,C,15.409,45.05,38.345,0.3938,3.7038
326,4,PPO,C,16.266,44.366,37.757,0.3842,3.7414
327,4,PPO,C,14.086,44.899,37.27,0.3575,3.7965
328,4,PPO,C,13.55,45.505,36.458,0.3337,3.7115
329,4,PPO,C,14.033,45.332,35.018,0.3215,3.7329
330,4,PPO,C,13.0,44.579,37.2,0.3102,3.7168
331,4,PPO,C,13.297,46.147,37.28,0.3125,3.6602
332,4,PPO,C,14.645,48.003,37.388,0.3184,3.7235
333,4,PPO,C,16.399,48.067,36.823,0.3062,3.6699
334,4,PPO,C,18.105,46.955,36.055,0.3048,3.7012
335,4,PPO,C,12.425,47.237,37.058,0.303,3.6588
336,4,PPO,C,15.457,44.953,38.805,0.3167,3.6469
337,4,PPO,C,16.47,44.453,37.476,0.3248,3.7187
338,4,PPO,C,15.061,44.175,38.651,0.329,3.7145
339,4,PPO,C,15.857,45.96,38.127,0.3286,3.7472
340,4,PPO,C,18.667,44.223,38.245,0.3203,3.6664
341,4,PPO,C,18.498,45.041,40.235,0.3282,3.6739
342,4,PPO,C,16.88,44.685,42.216,0.325,3.6727
343,4,PPO,C,19.964,44.641,42.485,0.3129,3.6647
344,4,PPO,C,18.554,46.046,41.206,0.3084,3.694
345,4,PPO,C,18.217,44.247,42.306,0.3086,3.586
346,4,PPO,C,16.568,44.18,44.026,0.3385,3.6881
347,4,PPO,C,16.224,45.371,43.233,0.3406,3.6397
348,4,PPO,C,14.587,44.873,42.207,0.3242,3.7202
349,4,PPO,C,15.34,45.734,42.085,0.3092,3.6345
350,4,PPO,C,15.427,44.65,42.811,0.3116,3.536
351,4,PPO,C,14.755,46.077,40.038,0.3288,3.4573
352,4,PPO,C,15.562,45.323,41.967,0.3336,3.3887
353,4,PPO,C,16.259,45.219,41.569,0.3364,3.355
354,4,PPO,C,18.6,44.585,40.467,0.3455,3.3761
355,4,PPO,C,17.563,43.281,37.518,0.357,3.3908
356,4,PPO,C,17.699,45.442,39.408,0.3718,3.4754
357,4,PPO,C,18.599,44.804,38.753,0.3685,3.5071
358,4,PPO,C,17.705,45.18,38.752,0.363,3.4771
359,4,PPO,C,18.22,45.097,38.793,0.3545,3.4688
360,4,PPO,C,16.979,44.338,38.738,0.3662,3.4354
361,4,PPO,C,16.786,43.443,38.327,0.3444,3.4589
362,4,PPO,C,15.916,43.895,38.158,0.3559,3.5151
363,4,PPO,C,14.266,43.919,36.663,0.3508,3.5349
364,4,PPO,C,14.094,45.018,37.142,0.3455,3.479
365,4,PPO,C,14.207,44.572,38.722,0.3525,3.5427
366,4,PPO,C,15.573,43.895,39.82,0.3468,3.6151
367,4,PPO,C,13.398,44.307,40.766,0.3553,3.642
368,4,PPO,C,13.955,43.571,42.184,0.3667,3.6656
369,4,PPO,C,12.698,41.549,40.964,0.3616,3.7165
370,4,PPO,C,14.513,43.643,41.075,0.3525,3.6033
371,4,PPO,C,15.737,45.333,42.49,0.3582,3.5653
372,4,PPO,C,14.189,47.639,43.967,0.3603,3.5118
373,4,PPO,C,14.526,48.925,43.946,0.3535,3.5125
374,4,PPO,C,13.44,48.091,44.124,0.3469,3.4446
375,4,PPO,C,12.15,48.921,43.377,0.3454,3.4782
376,4,PPO,C,12.908,49.022,42.659,0.3432,3.4488
377,4,PPO,C,16.072,48.757,40.169,0.3357,3.5273
378,4,PPO,C,16.035,48.181,37.347,0.326,3.5614
379,4,PPO,C,18.435,47.032,37.935,0.328,3.5054
380,4,PPO,C,18.048,45.095,36.491,0.3257,3.4045
381,4,PPO,C,17.53,44.566,35.215,0.334,3.4813
382,4,PPO,C,17.539,45.858,36.747,0.3325,3.4334
383,4,PPO,C,15.877,45.02,37.674,0.3381,3.466
384,4,PPO,C,13.884,44.497,39.036,0.323,3.5446
385,4,PPO,C,10.347,45.719,39.736,0.3108,3.5587
386,4,PPO,C,12.429,46.318,40.102,0.3154,3.571
387,4,PPO,C,15.058,47.504,39.282,0.3173,3.6354
388,4,PPO,C,15.815,46.244,38.437,0.3162,3.7292
389,4,PPO,C,16.29,46.306,36.798,0.3358,3.7473
390,4,PPO,C,16.007,47.087,35.217,0.3288,3.6024
391,4,PPO,C,13.85,46.648,35.018,0.3516,3.5506
392,4,PPO,C,12.635,46.318,36.512,0.3727,3.4941
393,4,PPO,C,8.272,46.661,37.602,0.3618,3.5166
394,4,PPO,C,11.337,47.23,37.776,0.3617,3.4783
395,4,PPO,C,12.632,47.947,37.603,0.356,3.5898
396,4,PPO,C,11.266,46.858,36.211,0.3702,3.5549
397,4,PPO,C,9.855,44.83,37.095,0.3571,3.5773
398,4,PPO,C,11.136,45.565,36.86,0.3389,3.6167
399,4,PPO,C,12.308,44.27,36.799,0.3459,3.5915
400,4,PPO,C,12.858,44.56,39.506,0.3397,3.6014
401,4,PPO,C,13.868,45.283,40.982,0.3269,3.6068
402,4,PPO,C,16.099,42.359,39.465,0.3335,3.6967
403,4,PPO,C,15.935,42.452,39.149,0.3347,3.6404
404,4,PPO,C,14.688,41.944,40.155,0.3569,3.615
405,4,PPO,C,15.692,42.709,41.124,0.3504,3.625
406,4,PPO,C,14.929,42.824,40.015,0.3421,3.5473
407,4,PPO,C,18.09,43.977,40.913,0.3475,3.5539
408,4,PPO,C,18.265,44.317,41.326,0.3556,3.5074
409,4,PPO,C,18.177,46.04,40.094,0.346,3.5515
410,4,PPO,C,17.346,45.374,39.94,0.3544,3.5062
411,4,PPO,C,21.53,41.992,38.883,0.3451,3.4618
412,4,PPO,C,20.046,43.607,37.922,0.3485,3.5703
413,4,PPO,C,19.363,44.066,37.462,0.3603,3.6409
414,4,PPO,C,20.374,44.655,35.751,0.3699,3.6325
415,4,PPO,C,19.989,44.912,35.687,0.3753,3.562
416,4,PPO,C,22.107,43.484,35.401,0.3685,3.6029
417,4,PPO,C,17.765,45.548,36.1,0.379,3.5799
418,4,PPO,C,16.433,46.78,37.052,0.3689,3.5813
419,4,PPO,C,15.494,46.494,35.122,0.3523,3.4556
420,4,PPO,C,16.534,45.755,36.002,0.3323,3.5153
421,4,PPO,C,19.633,47.862,37.206,0.3376,3.558
422,4,PPO,C,20.965,46.414,35.838,0.3362,3.5397
423,4,PPO,C,23.176,44.82,36.312,0.3354,3.5785
424,4,PPO,C,22.943,45.763,37.841,0.3374,3.6334
425,4,PPO,C,23.073,46.013,39.174,0.356,3.5707
426,4,PPO,C,23.878,48.2,38.298,0.3461,3.5151
427,4,PPO,C,23.477,47.904,36.723,0.3429,3.5567
428,4,PPO,C,20.836,48.085,36.6,0.3368,3.6635
429,4,PPO,C,22.088,45.704,35.428,0.3482,3.6605
430,4,PPO,C,21.487,45.831,35.469,0.3423,3.6111
431,4,PPO,C,20.747,44.57,36.308,0.3308,3.627
432,4,PPO,C,19.964,46.197,35.416,0.343,3.6014
433,4,PPO,C,19.015,44.594,36.651,0.3434,3.5666
434,4,PPO,C,18.651,46.232,37.591,0.3457,3.5627
435,4,PPO,C,16.626,45.329,36.892,0.3527,3.5328
436,4,PPO,C,18.517,44.75,36.272,0.3425,3.5515
437,4,PPO,C,17.228,46.087,37.348,0.3464,3.6076
