episode,seed,method,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
55,6,NavRL,41.884,40.814,25.23,0.6427,3.9222
56,6,NavRL,41.099,40.359,26.365,0.6566,3.8723
57,6,NavRL,40.736,38.028,27.679,0.6402,3.8709
58,6,NavRL,42.165,37.477,24.17,0.6307,3.8739
59,6,NavRL,43.887,36.113,27.886,0.627,3.8989
60,6,NavRL,42.858,39.541,26.638,0.6388,3.8746
61,6,NavRL,40.674,39.744,28.261,0.6173,3.8848
62,6,NavRL,37.788,42.46,26.945,0.6216,3.9819
63,6,NavRL,38.264,44.643,27.903,0.6304,3.9592
64,6,NavRL,39.84,44.058,24.737,0.6262,3.9892
65,6,NavRL,42.405,44.398,25.819,0.6142,3.9123
66,6,NavRL,41.304,44.899,25.321,0.6201,4.0419
67,6,NavRL,40.338,46.028,24.815,0.6061,4.073
68,6,NavRL,41.97,43.436,24.416,0.6188,4.0005
69,6,NavRL,42.239,43.467,23.576,0.6076,3.9731
70,6,NavRL,40.907,42.17,22.822,0.6183,3.9107
71,6,NavRL,41.765,41.67,24.762,0.6216,3.9142
72,6,NavRL,43.286,41.947,24.07,0.6352,3.8995
73,6,NavRL,41.856,43.874,23.8,0.6103,3.9733
74,6,NavRL,42.595,44.181,23.396,0.624,3.861
75,6,NavRL,42.723,42.918,23.912,0.6412,3.8514
76,6,NavRL,42.869,42.736,22.845,0.6357,3.8983
77,6,NavRL,45.892,37.578,21.934,0.6534,3.7921
78,6,NavRL,45.4,39.305,23.393,0.655,3.8037
79,6,NavRL,43.617,39.348,23.851,0.6318,3.9742
80,6,NavRL,43.999,38.522,25.376,0.6404,3.804
81,6,NavRL,43.743,37.249,26.411,0.6707,3.7961
82,6,NavRL,42.625,37.6,24.615,0.6807,3.8077
83,6,NavRL,43.817,36.716,24.522,0.6779,3.8118
84,6,NavRL,46.053,37.504,23.008,0.6583,3.7636
85,6,NavRL,44.702,37.545,23.429,0.6744,3.7844
86,6,NavRL,45.05,37.178,22.133,0.6487,3.8371
87,6,NavRL,43.245,37.845,22.257,0.6621,3.751
88,6,NavRL,44.065,38.022,24.134,0.6613,3.8111
89,6,NavRL,43.541,42.306,23.745,0.6574,3.9768
90,6,NavRL,43.97,40.745,24.968,0.6428,3.9137
91,6,NavRL,44.294,39.018,24.261,0.657,3.8604
92,6,NavRL,44.779,36.538,23.495,0.6518,3.8564
93,6,NavRL,40.724,38.097,23.99,0.6661,3.845
94,6,NavRL,39.363,39.523,21.786,0.6602,3.7535
95,6,NavRL,39.465,41.023,22.672,0.6592,3.7716
96,6,NavRL,40.976,43.829,22.801,0.6585,3.8453
97,6,NavRL,41.107,42.03,24.448,0.6445,3.9392
98,6,NavRL,40.771,41.968,24.295,0.6413,3.9573
99,6,NavRL,42.102,40.599,24.254,0.6364,3.9433
100,6,NavRL,39.262,39.267,24.138,0.6442,3.9838
101,6,NavRL,38.409,42.028,26.471,0.652,3.9423
102,6,NavRL,41.923,40.391,24.136,0.6649,3.8851
103,6,NavRL,41.506,41.109,24.04,0.6459,3.8702
104,6,NavRL,41.503,40.46,24.313,0.6587,3.8421
105,6,NavRL,42.854,40.523,24.798,0.6574,3.8793
106,6,NavRL,42.314,41.523,22.603,0.6661,3.7495
107,6,NavRL,42.449,41.201,23.135,0.6742,3.829
108,6,NavRL,44.979,42.114,24.794,0.6753,3.6178
109,6,NavRL,43.61,42.209,23.228,0.6597,3.6361
110,6,NavRL,43.495,41.884,22.85,0.6383,3.5943
111,6,NavRL,41.474,43.737,22.823,0.6316,3.6131
112,6,NavRL,40.637,46.186,24.43,0.6134,3.6383
113,6,NavRL,40.975,46.332,23.909,0.632,3.7359
114,6,NavRL,42.4,43.185,25.743,0.6272,3.633
115,6,NavRL,41.212,43.737,23.825,0.6237,3.6961
116,6,NavRL,41.092,44.529,25.233,0.6245,3.6591
117,6,NavRL,41.26,42.669,25.748,0.6057,3.7471
118,6,NavRL,42.559,42.789,25.164,0.6005,3.7632
119,6,NavRL,45.725,43.035,24.41,0.6186,3.6957
120,6,NavRL,44.718,43.881,23.852,0.6119,3.6928
121,6,NavRL,43.533,47.281,23.92,0.593,3.6983
122,6,NavRL,44.709,44.967,23.462,0.584,3.5352
123,6,NavRL,42.289,44.523,22.863,0.5664,3.5704
124,6,NavRL,43.019,46.964,22.521,0.5709,3.5789
125,6,NavRL,41.206,48.202,25.896,0.5659,3.7987
126,6,NavRL,44.746,48.115,26.646,0.593,3.6961
127,6,NavRL,44.24,45.787,23.588,0.6069,3.7208
128,6,NavRL,45.461,44.479,27.435,0.6338,3.7796
129,6,NavRL,46.817,44.416,28.072,0.6275,3.7519
130,6,NavRL,45.861,46.541,25.826,0.6133,3.7594
131,6,NavRL,44.577,44.663,25.741,0.6193,3.7212
132,6,NavRL,46.485,42.863,26.19,0.6267,3.6937
133,6,NavRL,49.794,41.533,23.781,0.6268,3.7293
134,6,NavRL,51.118,41.473,23.624,0.6347,3.613
135,6,NavRL,51.383,40.857,22.628,0.6321,3.6248
136,6,NavRL,49.681,41.289,23.166,0.6005,3.6283
137,6,NavRL,48.983,41.813,23.284,0.6075,3.6263
138,6,NavRL,45.992,40.601,23.574,0.6109,3.6298
139,6,NavRL,45.951,42.969,22.51,0.6261,3.6372
140,6,NavRL,44.357,40.615,26.327,0.6341,3.6402
141,6,NavRL,43.613,40.021,24.202,0.6303,3.6892
142,6,NavRL,42.783,40.096,24.631,0.6143,3.7407
143,6,NavRL,45.034,40.231,23.302,0.6296,3.6681
144,6,NavRL,43.48,41.418,24.183,0.6224,3.7263
145,6,NavRL,44.505,42.029,24.398,0.6257,3.6952
146,6,NavRL,46.815,42.78,22.83,0.6189,3.6066
147,6,NavRL,46.314,44.66,25.239,0.6095,3.7009
148,6,NavRL,50.948,43.19,24.691,0.6159,3.576
149,6,NavRL,50.373,42.856,25.993,0.6188,3.6115
150,6,NavRL,50.744,42.195,26.075,0.6342,3.665
151,6,NavRL,49.861,43.331,26.06,0.6241,3.56
152,6,NavRL,46.817,42.563,27.326,0.6304,3.619
153,6,NavRL,47.579,41.397,26.578,0.6304,3.6125
154,6,NavRL,47.336,42.277,27.243,0.6233,3.5738
155,6,NavRL,43.549,43.584,28.394,0.6397,3.6884
156,6,NavRL,44.062,43.999,26.993,0.6273,3.7317
157,6,NavRL,45.338,44.577,27.32,0.6197,3.8415
158,6,NavRL,43.365,45.472,26.782,0.6116,3.8355
159,6,NavRL,43.482,44.24,27.045,0.6168,3.6918
160,6,NavRL,43.582,42.746,24.967,0.6102,3.7689
161,6,NavRL,45.635,44.332,27.23,0.638,3.9291
162,6,NavRL,45.646,43.587,25.743,0.6315,3.8151
163,6,NavRL,46.104,44.074,26.633,0.6525,3.7585
164,6,NavRL,47.564,41.4,26.382,0.6416,3.6968
165,6,NavRL,46.009,40.863,26.457,0.6553,3.6073
166,6,NavRL,44.689,41.476,22.864,0.6585,3.6861
167,6,NavRL,44.94,41.974,23.426,0.6509,3.6381
168,6,NavRL,45.538,40.253,22.505,0.6626,3.7208
169,6,NavRL,41.327,42.964,20.412,0.6608,3.608
170,6,NavRL,40.805,42.326,21.54,0.6439,3.6345
171,6,NavRL,42.119,43.222,21.856,0.6457,3.6824
172,6,NavRL,43.329,40.156,22.507,0.6533,3.5859
173,6,NavRL,42.825,42.544,22.334,0.6273,3.7314
174,6,NavRL,44.773,41.384,23.314,0.6256,3.7763
175,6,NavRL,43.928,41.612,23.971,0.6396,3.8143
176,6,NavRL,42.157,41.521,24.648,0.6375,3.8895
177,6,NavRL,42.065,40.55,26.967,0.6399,3.9103
178,6,NavRL,40.331,42.482,28.178,0.6248,3.9554
179,6,NavRL,41.518,41.369,26.112,0.6282,3.8935
180,6,NavRL,40.474,41.366,26.791,0.6016,3.7678
181,6,NavRL,42.269,39.697,24.693,0.5984,3.833
182,6,NavRL,44.437,42.168,24.877,0.5913,3.8249
183,6,NavRL,44.187,39.51,23.221,0.5847,3.8084
184,6,NavRL,44.23,37.829,23.849,0.5918,3.6866
185,6,NavRL,45.463,39.565,23.026,0.6054,3.6217
186,6,NavRL,42.233,40.466,21.468,0.5897,3.6888
187,6,NavRL,41.022,42.532,22.767,0.5954,3.8083
188,6,NavRL,42.223,43.617,20.026,0.5949,3.7141
189,6,NavRL,42.096,44.414,20.547,0.6025,3.8021
190,6,NavRL,43.239,44.541,19.522,0.6008,3.7832
191,6,NavRL,42.74,44.698,20.509,0.6094,3.7665
192,6,NavRL,41.201,48.137,23.034,0.6143,3.7447
193,6,NavRL,44.431,44.235,23.952,0.6221,3.706
194,6,NavRL,42.313,46.151,23.099,0.6305,3.7153
195,6,NavRL,42.316,43.712,26.165,0.6437,3.6785
196,6,NavRL,43.033,43.548,27.617,0.637,3.7048
197,6,NavRL,41.28,43.994,26.524,0.6358,3.6506
198,6,NavRL,43.421,42.736,28.607,0.6273,3.6617
199,6,NavRL,43.006,41.999,26.685,0.6392,3.6085
200,6,NavRL,45.008,42.213,26.624,0.628,3.5713
201,6,NavRL,43.995,41.937,25.236,0.6289,3.628
202,6,NavRL,46.945,40.644,24.075,0.6316,3.4659
203,6,NavRL,45.824,41.295,24.927,0.6282,3.5512
204,6,NavRL,45.665,38.398,25.364,0.6243,3.642
205,6,NavRL,44.836,37.872,24.788,0.6454,3.6675
206,6,NavRL,43.801,38.576,24.617,0.6373,3.7264
207,6,NavRL,42.01,38.87,27.174,0.6269,3.7601
208,6,NavRL,42.987,36.037,26.112,0.6233,3.6326
209,6,NavRL,40.778,39.533,27.373,0.6404,3.5997
210,6,NavRL,39.654,39.037,25.514,0.6313,3.6149
211,6,NavRL,40.498,40.608,25.538,0.6168,3.8249
212,6,NavRL,40.121,42.96,25.3,0.6103,3.66
213,6,NavRL,42.048,41.322,22.639,0.6159,3.7721
214,6,NavRL,39.693,43.82,22.562,0.5954,3.809
215,6,NavRL,39.457,45.406,23.539,0.608,3.8534
216,6,NavRL,37.689,46.041,22.974,0.5872,3.7855
217,6,NavRL,37.977,46.873,23.01,0.6099,3.7453
218,6,NavRL,39.509,42.982,21.209,0.6214,3.6369
219,6,NavRL,39.151,42.306,20.059,0.6021,3.5113
220,6,NavRL,39.775,42.848,21.332,0.5899,3.5852
221,6,NavRL,41.849,43.287,20.864,0.6141,3.5951
222,6,NavRL,41.025,44.267,21.42,0.6144,3.6265
223,6,NavRL,41.491,42.387,22.421,0.6503,3.5886
224,6,NavRL,41.76,41.066,22.802,0.6433,3.5801
225,6,NavRL,39.502,41.893,24.716,0.6068,3.733
226,6,NavRL,39.731,39.622,22.432,0.5905,3.7443
227,6,NavRL,42.52,38.244,22.664,0.6126,3.6966
228,6,NavRL,40.74,40.264,22.854,0.6034,3.7602
229,6,NavRL,41.251,42.745,20.436,0.6003,3.755
230,6,NavRL,40.337,42.757,20.931,0.6253,3.6634
231,6,NavRL,39.422,43.961,22.019,0.6238,3.6108
232,6,NavRL,38.78,41.023,23.845,0.613,3.5551
233,6,NavRL,41.813,40.286,22.605,0.6192,3.5315
234,6,NavRL,42.005,40.585,23.382,0.5993,3.569
235,6,NavRL,45.808,39.612,24.686,0.5998,3.4747
236,6,NavRL,48.693,40.411,25.057,0.6215,3.4709
237,6,NavRL,51.36,39.557,22.651,0.6078,3.4678
238,6,NavRL,49.309,40.891,23.467,0.607,3.4327
239,6,NavRL,47.374,39.145,25.814,0.6115,3.5287
240,6,NavRL,47.099,41.121,23.938,0.6137,3.463
241,6,NavRL,47.194,39.953,25.35,0.6357,3.369
242,6,NavRL,47.777,41.134,26.486,0.6413,3.3359
243,6,NavRL,45.493,43.801,24.878,0.645,3.3467
244,6,NavRL,46.046,42.3,23.467,0.6393,3.2993
245,6,NavRL,44.753,42.136,22.216,0.6342,3.3712
246,6,NavRL,47.698,41.15,22.423,0.6337,3.2186
247,6,NavRL,48.969,44.295,21.1,0.6194,3.2524
248,6,NavRL,52.437,39.457,20.445,0.6437,3.2161
249,6,NavRL,48.692,42.399,20.998,0.6427,3.3529
250,6,NavRL,51.973,39.022,22.231,0.6743,3.254
251,6,NavRL,50.749,38.257,23.807,0.687,3.3854
252,6,NavRL,51.456,38.613,23.187,0.6908,3.3455
253,6,NavRL,48.019,40.651,19.965,0.6784,3.4804
254,6,NavRL,49.11,40.19,18.258,0.6753,3.5044
255,6,NavRL,46.445,40.683,18.621,0.6709,3.4756
256,6,NavRL,49.011,41.243,18.688,0.6733,3.3088
257,6,NavRL,47.913,41.091,19.913,0.6577,3.2626
258,6,NavRL,46.541,42.192,21.52,0.6304,3.3439
259,6,NavRL,45.974,43.54,22.02,0.6188,3.451
260,6,NavRL,48.575,41.619,21.66,0.6318,3.4705
261,6,NavRL,47.128,44.709,20.08,0.6241,3.4745
262,6,NavRL,47.595,43.343,19.184,0.6461,3.5844
263,6,NavRL,47.867,40.653,19.388,0.6305,3.6365
264,6,NavRL,50.413,39.042,19.005,0.6333,3.4895
265,6,NavRL,47.366,39.359,21.702,0.6173,3.599
266,6,NavRL,49.108,41.547,22.333,0.6388,3.5373
267,6,NavRL,47.106,40.94,22.937,0.6327,3.5878
268,6,NavRL,46.51,42.116,22.788,0.6281,3.5762
269,6,NavRL,48.09,41.307,25.035,0.6322,3.5369
270,6,NavRL,48.23,37.817,26.113,0.6171,3.4874
271,6,NavRL,46.857,38.028,26.482,0.6237,3.4626
272,6,NavRL,44.223,37.712,24.284,0.5933,3.5902
273,6,NavRL,45.756,38.565,22.923,0.6209,3.6471
274,6,NavRL,45.174,36.367,23.529,0.6129,3.6217
275,6,NavRL,45.964,36.666,23.825,0.6189,3.7318
276,6,NavRL,45.774,36.024,23.924,0.6201,3.5916
277,6,NavRL,47.396,36.789,24.573,0.6281,3.6163
278,6,NavRL,44.007,38.64,26.535,0.6169,3.6937
279,6,NavRL,45.855,38.014,25.134,0.6073,3.6345
280,6,NavRL,46.824,36.862,24.92,0.6103,3.5868
281,6,NavRL,50.565,37.014,21.119,0.6337,3.5024
282,6,NavRL,52.047,36.86,21.138,0.6641,3.4293
283,6,NavRL,49.41,38.174,24.092,0.6417,3.5208
284,6,NavRL,50.898,39.542,25.274,0.6704,3.4754
285,6,NavRL,50.215,39.277,25.461,0.7065,3.4578
286,6,NavRL,52.053,40.001,24.694,0.699,3.4057
287,6,NavRL,49.572,38.057,23.726,0.6864,3.4847
288,6,NavRL,52.131,38.635,23.9,0.6944,3.4264
289,6,NavRL,52.069,38.684,23.74,0.6787,3.4521
290,6,NavRL,48.962,41.166,24.525,0.6804,3.5566
291,6,NavRL,48.708,40.82,22.187,0.6748,3.6196
292,6,NavRL,47.947,40.603,21.678,0.6635,3.596
293,6,NavRL,47.496,39.25,21.509,0.6716,3.552
294,6,NavRL,49.448,40.059,22.474,0.6615,3.5676
295,6,NavRL,51.111,40.587,21.943,0.6839,3.5288
296,6,NavRL,54.05,39.44,22.554,0.7012,3.6865
297,6,NavRL,50.32,39.366,23.011,0.6944,3.7799
298,6,NavRL,48.835,39.14,22.103,0.6841,3.7678
299,6,NavRL,47.433,39.121,21.838,0.6618,3.8634
300,6,NavRL,47.791,37.356,19.104,0.6734,3.7468
301,6,NavRL,47.571,35.918,19.964,0.6794,3.8001
302,6,NavRL,47.709,32.707,21.929,0.6803,3.7641
303,6,NavRL,47.07,35.716,18.691,0.6849,3.6784
304,6,NavRL,48.44,34.655,16.711,0.6793,3.6486
305,6,NavRL,46.398,36.442,18.496,0.6773,3.6669
306,6,NavRL,46.603,37.825,18.372,0.6897,3.6039
307,6,NavRL,45.834,39.647,18.683,0.685,3.6245
308,6,NavRL,46.116,39.143,21.233,0.677,3.611
309,6,NavRL,46.373,39.51,22.221,0.6678,3.568
310,6,NavRL,43.473,37.699,20.861,0.6618,3.6939
311,6,NavRL,45.391,39.581,20.54,0.6732,3.7851
312,6,NavRL,46.53,38.275,20.477,0.6668,3.7922
313,6,NavRL,48.274,35.865,19.251,0.6882,3.7033
314,6,NavRL,46.194,37.54,20.195,0.6833,3.7328
315,6,NavRL,49.139,38.411,18.555,0.6993,3.5181
316,6,NavRL,47.297,39.423,19.288,0.6868,3.5715
317,6,NavRL,50.347,38.659,19.95,0.6834,3.5336
318,6,NavRL,47.518,39.202,20.085,0.6772,3.5808
319,6,NavRL,47.011,38.32,22.479,0.6582,3.6728
320,6,NavRL,45.441,39.389,24.349,0.6639,3.7144
321,6,NavRL,46.122,39.741,23.824,0.6912,3.5634
322,6,NavRL,43.584,39.478,24.902,0.6839,3.4953
323,6,NavRL,40.923,40.33,25.048,0.6734,3.5578
324,6,NavRL,41.937,38.473,25.95,0.6709,3.5227
325,6,NavRL,42.354,38.389,27.807,0.6739,3.5634
326,6,NavRL,41.401,42.343,28.032,0.6509,3.5654
327,6,NavRL,43.736,38.429,27.229,0.6658,3.5207
328,6,NavRL,42.536,38.056,28.179,0.6536,3.5133
329,6,NavRL,46.153,39.563,27.929,0.6295,3.5937
330,6,NavRL,46.851,41.493,24.941,0.6449,3.545
331,6,NavRL,44.205,42.828,25.987,0.6236,3.6746
332,6,NavRL,45.028,41.481,24.413,0.6389,3.7059
333,6,NavRL,47.618,43.428,24.571,0.6517,3.6326
334,6,NavRL,47.849,44.162,23.989,0.6546,3.6143
335,6,NavRL,46.267,43.056,22.364,0.6411,3.6309
336,6,NavRL,46.005,43.038,21.285,0.6282,3.6853
337,6,NavRL,43.801,42.577,22.272,0.6187,3.6531
338,6,NavRL,46.493,41.14,22.244,0.6172,3.7079
339,6,NavRL,44.554,42.222,24.214,0.6017,3.8316
340,6,NavRL,45.207,39.613,23.444,0.6168,3.7383
341,6,NavRL,43.604,40.166,24.028,0.5975,3.7859
342,6,NavRL,39.58,42.737,24.949,0.6134,3.7944
343,6,NavRL,42.008,41.858,23.332,0.6162,3.7874
344,6,NavRL,44.836,41.403,22.264,0.6303,3.7552
345,6,NavRL,44.659,40.947,21.925,0.6386,3.7165
346,6,NavRL,45.077,39.31,22.37,0.644,3.5851
347,6,NavRL,42.158,41.085,23.312,0.6197,3.7404
348,6,NavRL,44.826,38.307,22.31,0.6183,3.6456
349,6,NavRL,44.957,39.298,22.14,0.6105,3.558
350,6,NavRL,48.488,39.713,21.922,0.6398,3.4559
351,6,NavRL,45.998,39.61,21.907,0.6128,3.6759
352,6,NavRL,46.724,38.331,23.931,0.5956,3.684
353,6,NavRL,47.668,36.603,22.553,0.6095,3.6483
354,6,NavRL,47.103,38.272,22.458,0.6068,3.6443
355,6,NavRL,47.506,38.687,22.568,0.5964,3.7003
356,6,NavRL,46.689,39.017,23.198,0.5993,3.751
357,6,NavRL,47.284,41.07,22.821,0.5994,3.7851
358,6,NavRL,47.712,42.025,23.512,0.6252,3.6729
359,6,NavRL,48.238,41.398,21.788,0.6257,3.475
360,6,NavRL,48.287,39.705,21.037,0.6429,3.4265
361,6,NavRL,47.839,41.67,21.149,0.6436,3.5224
362,6,NavRL,48.594,40.19,20.114,0.6422,3.4351
363,6,NavRL,45.135,40.75,22.031,0.6109,3.5665
364,6,NavRL,47.718,40.528,23.423,0.6315,3.473
365,6,NavRL,47.723,39.367,24.296,0.646,3.5552
366,6,NavRL,47.06,38.926,22.093,0.6611,3.6834
367,6,NavRL,47.761,38.635,22.015,0.6563,3.5663
368,6,NavRL,45.568,41.554,22.323,0.647,3.6381
369,6,NavRL,47.356,42.42,23.533,0.656,3.588
370,6,NavRL,48.538,41.807,24.41,0.665,3.5805
371,6,NavRL,51.032,40.195,25.693,0.6616,3.4931
372,6,NavRL,52.377,41.097,23.964,0.6776,3.3857
373,6,NavRL,51.777,39.955,22.233,0.6669,3.3661
374,6,NavRL,52.161,38.722,23.419,0.6772,3.3557
375,6,NavRL,49.678,39.881,21.675,0.6621,3.3637
376,6,NavRL,48.292,41.687,22.831,0.6327,3.5803
377,6,NavRL,49.188,44.319,22.066,0.6237,3.6023
378,6,NavRL,48.867,44.582,22.085,0.6271,3.6821
379,6,NavRL,45.976,45.179,21.322,0.6111,3.7951
380,6,NavRL,49.99,43.303,22.609,0.6285,3.5917
381,6,NavRL,47.83,44.324,21.989,0.6212,3.6663
382,6,NavRL,47.116,41.909,22.424,0.6433,3.725
383,6,NavRL,45.966,41.06,21.052,0.6384,3.7672
384,6,NavRL,47.446,40.273,20.688,0.6378,3.8911
385,6,NavRL,48.987,41.403,19.748,0.6451,3.7684
386,6,NavRL,49.362,39.437,21.319,0.6435,3.714
387,6,NavRL,48.434,39.469,22.746,0.6495,3.6308
388,6,NavRL,51.599,39.142,21.134,0.6379,3.5046
389,6,NavRL,50.338,38.439,19.94,0.6595,3.5294
390,6,NavRL,48.296,39.759,21.056,0.6559,3.7331
391,6,NavRL,49.798,39.268,21.102,0.6709,3.6384
392,6,NavRL,49.676,37.927,20.128,0.6501,3.7052
393,6,NavRL,51.603,37.321,20.708,0.6645,3.6533
394,6,NavRL,52.424,37.291,21.176,0.6621,3.5853
395,6,NavRL,50.84,37.161,21.233,0.6549,3.7469
396,6,NavRL,48.617,38.871,22.926,0.6633,3.7279
397,6,NavRL,46.256,40.961,23.624,0.6406,3.7498
398,6,NavRL,47.266,40.446,23.002,0.6446,3.6596
399,6,NavRL,48.121,39.232,25.369,0.646,3.6725
400,6,NavRL,46.887,38.814,25.388,0.6402,3.6665
401,6,NavRL,46.41,39.834,25.782,0.6534,3.6494
402,6,NavRL,48.676,37.596,21.998,0.6649,3.4571
403,6,NavRL,46.181,37.865,23.458,0.6838,3.4762
404,6,NavRL,46.932,38.104,23.748,0.6726,3.4768
405,6,NavRL,46.167,38.014,24.789,0.6643,3.4339
406,6,NavRL,46.273,38.856,25.332,0.6664,3.3447
407,6,NavRL,46.868,39.27,27.152,0.6793,3.4006
408,6,NavRL,51.898,36.647,25.143,0.6812,3.4184
409,6,NavRL,51.142,37.252,24.901,0.6872,3.4302
410,6,NavRL,49.028,37.028,26.748,0.6666,3.4475
411,6,NavRL,45.051,36.398,24.994,0.6754,3.5398
412,6,NavRL,46.298,36.867,27.14,0.6662,3.6848
413,6,NavRL,45.465,37.436,26.056,0.6388,3.5852
414,6,NavRL,44.778,39.581,23.703,0.6295,3.6235
415,6,NavRL,44.648,38.342,23.808,0.6345,3.6219
416,6,NavRL,44.734,39.696,23.166,0.6469,3.6274
417,6,NavRL,47.876,39.65,20.84,0.6655,3.5814
418,6,NavRL,46.096,40.41,20.843,0.6481,3.7276
419,6,NavRL,47.054,40.536,21.836,0.6392,3.6748
420,6,NavRL,45.637,42.996,22.671,0.64,3.7012
421,6,NavRL,49.392,41.179,20.162,0.6848,3.5952
422,6,NavRL,47.292,40.647,19.944,0.6728,3.6418
423,6,NavRL,47.851,40.716,18.917,0.6737,3.5739
424,6,NavRL,46.307,39.108,20.478,0.6905,3.5271
425,6,NavRL,46.859,40.61,20.165,0.6881,3.5843
426,6,NavRL,50.873,39.258,20.195,0.6924,3.3717
427,6,NavRL,52.3,36.07,22.024,0.6791,3.4341
428,6,NavRL,53.482,35.446,21.156,0.6888,3.3085
429,6,NavRL,52.554,35.633,20.109,0.679,3.2718
430,6,NavRL,49.631,32.794,21.296,0.6898,3.3415
431,6,NavRL,51.122,35.045,20.051,0.6776,3.2609
432,6,NavRL,48.009,37.446,21.695,0.6603,3.2388
433,6,NavRL,49.273,35.028,20.042,0.6843,3.2206
434,6,NavRL,48.181,34.802,20.946,0.6626,3.2109
435,6,NavRL,47.066,36.519,20.985,0.6788,3.2781
436,6,NavRL,46.628,38.25,20.618,0.6614,3.2943
437,6,NavRL,47.08,37.418,20.06,0.6635,3.3558
438,6,NavRL,45.218,39.156,21.355,0.6451,3.4033
439,6,NavRL,46.436,38.216,21.853,0.6308,3.3971
440,6,NavRL,47.21,37.264,23.116,0.6439,3.4132
441,6,NavRL,48.205,37.243,22.687,0.6511,3.3009
442,6,NavRL,44.442,38.994,23.989,0.6416,3.403
443,6,NavRL,45.023,39.677,25.219,0.6342,3.4503
444,6,NavRL,45.306,39.228,27.47,0.6415,3.5392
445,6,NavRL,49.392,36.193,27.398,0.65,3.3541
446,6,NavRL,45.898,36.295,28.32,0.6588,3.4551
447,6,NavRL,48.219,37.025,27.669,0.6474,3.4554
448,6,NavRL,48.895,38.423,26.145,0.6283,3.5038
449,6,NavRL,49.285,38.441,26.128,0.64,3.4502
450,6,NavRL,50.371,36.955,24.253,0.6552,3.4924
451,6,NavRL,50.295,37.101,25.122,0.6748,3.5133
