episode,seed,method,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
64,5,STARNav,34.501,39.52,27.799,0.5527,4.003
65,5,STARNav,35.351,39.004,26.996,0.5717,3.9987
66,5,STARNav,33.711,38.714,28.012,0.565,3.9678
67,5,STARNav,33.623,39.525,28.685,0.594,3.9738
68,5,STARNav,33.752,41.521,28.185,0.5824,3.977
69,5,STARNav,35.134,40.229,30.11,0.5709,4.0893
70,5,STARNav,37.029,40.543,28.754,0.5872,4.0971
71,5,STARNav,38.427,41.326,29.244,0.5972,4.0384
72,5,STARNav,39.143,39.687,26.499,0.6049,3.9857
73,5,STARNav,39.721,38.664,26.275,0.5935,4.0048
74,5,STARNav,36.625,40.993,28.336,0.5596,4.1259
75,5,STARNav,39.54,39.385,25.701,0.5498,4.0468
76,5,STARNav,38.806,40.853,24.173,0.5764,4.0652
77,5,STARNav,40.389,40.965,24.924,0.5781,4.1107
78,5,STARNav,41.123,39.84,24.658,0.575,4.1363
79,5,STARNav,39.839,41.632,26.495,0.5845,4.1034
80,5,STARNav,40.547,41.426,29.019,0.5781,4.0597
81,5,STARNav,37.088,41.239,28.994,0.5969,4.0023
82,5,STARNav,40.087,40.346,30.423,0.6099,3.9754
83,5,STARNav,39.586,40.637,31.33,0.5911,3.9831
84,5,STARNav,40.571,42.141,32.934,0.6001,4.1294
85,5,STARNav,38.726,40.737,33.594,0.5867,4.1273
86,5,STARNav,37.391,41.581,30.5,0.5856,4.093
87,5,STARNav,35.584,41.099,28.96,0.5648,4.0887
88,5,STARNav,36.544,40.072,28.876,0.5412,4.2602
89,5,STARNav,38.996,39.949,28.023,0.5607,4.1499
90,5,STARNav,39.513,41.922,27.684,0.5491,4.0604
91,5,STARNav,37.211,39.658,25.81,0.5668,4.0112
92,5,STARNav,35.893,40.821,25.512,0.5733,4.0565
93,5,STARNav,38.498,39.307,22.987,0.5835,3.9107
94,5,STARNav,40.449,37.509,23.912,0.5954,3.8875
95,5,STARNav,39.086,38.387,25.153,0.5759,3.9738
96,5,STARNav,40.634,39.025,25.119,0.6028,4.0561
97,5,STARNav,44.541,36.209,24.576,0.6293,3.9859
98,5,STARNav,42.174,37.419,25.078,0.6363,3.9407
99,5,STARNav,42.291,38.464,25.114,0.6215,3.981
100,5,STARNav,39.617,39.28,26.032,0.5858,3.9869
101,5,STARNav,40.929,40.84,28.663,0.596,4.0363
102,5,STARNav,41.65,40.394,28.159,0.5601,4.0021
103,5,STARNav,43.199,38.056,29.624,0.5888,3.9457
104,5,STARNav,43.169,38.192,29.2,0.5868,3.9595
105,5,STARNav,41.015,39.263,28.099,0.5841,4.0392
106,5,STARNav,42.183,37.928,28.348,0.591,4.0571
107,5,STARNav,42.108,42.083,28.941,0.6119,4.1118
108,5,STARNav,39.837,40.995,27.454,0.6154,4.0371
109,5,STARNav,39.799,41.664,25.198,0.5982,4.0813
110,5,STARNav,39.114,41.301,25.367,0.5932,4.031
111,5,STARNav,37.427,40.771,26.312,0.5926,3.9795
112,5,STARNav,35.799,42.152,24.699,0.6057,4.1222
113,5,STARNav,35.461,41.653,24.658,0.6157,4.0334
114,5,STARNav,37.3,41.309,27.73,0.5905,4.0784
115,5,STARNav,40.925,40.267,27.01,0.6174,3.9608
116,5,STARNav,36.54,39.995,27.226,0.5972,3.9751
117,5,STARNav,37.355,39.091,28.808,0.5958,3.9603
118,5,STARNav,40.933,37.908,28.122,0.6124,3.7913
119,5,STARNav,41.628,40.411,28.946,0.6168,3.945
120,5,STARNav,41.513,38.376,29.136,0.6268,3.9179
121,5,STARNav,39.232,40.674,29.528,0.6239,3.9696
122,5,STARNav,39.014,39.428,28.421,0.6231,3.9496
123,5,STARNav,38.54,38.138,27.557,0.6317,4.0073
124,5,STARNav,39.598,38.734,28.164,0.6341,4.0561
125,5,STARNav,40.946,37.704,28.052,0.628,3.8316
126,5,STARNav,39.778,39.674,26.114,0.623,3.9851
127,5,STARNav,40.763,39.167,25.858,0.6262,3.9872
128,5,STARNav,39.217,38.854,27.947,0.6163,3.8633
129,5,STARNav,41.037,37.606,30.08,0.6271,3.8923
130,5,STARNav,40.177,37.535,29.019,0.634,3.7667
131,5,STARNav,38.815,38.896,31.156,0.6551,3.7513
132,5,STARNav,38.548,41.255,29.404,0.6584,3.7686
133,5,STARNav,39.638,38.409,27.599,0.6541,3.7813
134,5,STARNav,39.15,39.942,26.767,0.6525,3.7803
135,5,STARNav,40.92,38.503,25.873,0.6661,3.7171
136,5,STARNav,41.39,41.276,27.075,0.65,3.8783
137,5,STARNav,45.12,38.992,25.363,0.6475,3.843
138,5,STARNav,42.759,42.012,25.046,0.6236,3.9316
139,5,STARNav,45.764,40.015,25.311,0.6416,3.705
140,5,STARNav,44.619,39.257,24.928,0.6365,3.7166
141,5,STARNav,44.487,39.463,23.845,0.6257,3.7031
142,5,STARNav,44.351,38.515,24.763,0.6201,3.7433
143,5,STARNav,41.118,40.164,23.596,0.6269,3.794
144,5,STARNav,39.921,38.818,23.748,0.627,3.7196
145,5,STARNav,38.517,39.025,24.841,0.6376,3.8464
146,5,STARNav,39.301,38.602,24.496,0.6326,3.8102
147,5,STARNav,40.834,40.551,25.409,0.642,3.8419
148,5,STARNav,41.464,39.688,24.914,0.6324,3.9068
149,5,STARNav,40.566,40.206,24.013,0.6021,3.9391
150,5,STARNav,45.207,38.547,22.845,0.6191,3.7635
151,5,STARNav,41.945,40.212,25.893,0.6184,3.8864
152,5,STARNav,41.051,37.617,25.087,0.6302,3.7748
153,5,STARNav,41.978,39.036,26.568,0.6183,3.8136
154,5,STARNav,40.518,38.993,25.396,0.5992,3.7582
155,5,STARNav,41.961,39.768,26.178,0.6134,3.7946
156,5,STARNav,44.567,39.641,24.065,0.6193,3.8654
157,5,STARNav,39.875,39.636,24.853,0.6191,3.8491
158,5,STARNav,42.179,38.195,25.135,0.6235,3.8202
159,5,STARNav,41.805,36.622,26.089,0.6459,3.7905
160,5,STARNav,38.94,37.932,26.243,0.6363,3.9242
161,5,STARNav,40.263,38.31,26.525,0.6482,3.9051
162,5,STARNav,40.496,39.247,23.605,0.6505,3.974
163,5,STARNav,43.807,40.528,21.844,0.6684,3.747
164,5,STARNav,44.028,39.86,23.375,0.6447,3.7913
165,5,STARNav,45.485,37.212,22.475,0.6539,3.7442
166,5,STARNav,47.064,36.337,22.27,0.6603,3.7325
167,5,STARNav,47.13,35.403,23.147,0.6669,3.6704
168,5,STARNav,47.879,32.81,23.977,0.6631,3.6595
169,5,STARNav,44.363,36.448,24.162,0.6494,3.6967
170,5,STARNav,42.55,37.73,26.789,0.6039,3.697
171,5,STARNav,42.126,38.7,25.196,0.6289,3.7312
172,5,STARNav,46.905,37.284,24.676,0.6412,3.5551
173,5,STARNav,45.534,36.606,24.794,0.6381,3.672
174,5,STARNav,45.903,39.909,24.839,0.6517,3.5403
175,5,STARNav,44.962,37.255,25.877,0.6642,3.5065
176,5,STARNav,42.919,38.459,24.472,0.6654,3.5511
177,5,STARNav,42.383,38.913,23.351,0.6668,3.5942
178,5,STARNav,41.105,37.506,25.816,0.6589,3.666
179,5,STARNav,41.954,39.572,25.505,0.6525,3.5867
180,5,STARNav,40.906,39.909,25.932,0.6433,3.5932
181,5,STARNav,43.944,36.915,25.591,0.6458,3.5764
182,5,STARNav,43.062,35.461,26.847,0.6191,3.5851
183,5,STARNav,41.783,37.735,26.071,0.6329,3.5626
184,5,STARNav,43.657,37.051,24.949,0.6703,3.4277
185,5,STARNav,43.527,37.113,24.825,0.657,3.599
186,5,STARNav,43.165,37.614,25.242,0.6393,3.7876
187,5,STARNav,44.913,38.249,25.904,0.6397,3.8483
188,5,STARNav,46.329,39.274,25.85,0.644,3.7701
189,5,STARNav,46.044,41.281,25.466,0.6484,3.7334
190,5,STARNav,46.66,43.213,25.246,0.6359,3.728
191,5,STARNav,45.446,40.753,23.488,0.6243,3.77
192,5,STARNav,47.932,37.875,24.364,0.6213,3.6825
193,5,STARNav,47.787,38.533,21.873,0.6329,3.7832
194,5,STARNav,47.726,39.413,24.184,0.6256,3.7588
195,5,STARNav,46.661,40.371,26.317,0.6163,3.8693
196,5,STARNav,46.259,41.986,28.225,0.6263,3.7929
197,5,STARNav,41.833,39.965,25.641,0.6382,3.7826
198,5,STARNav,43.395,41.623,28.354,0.6361,3.7202
199,5,STARNav,43.094,40.77,26.517,0.6791,3.6324
200,5,STARNav,40.81,40.429,26.924,0.659,3.748
201,5,STARNav,39.803,42.705,26.348,0.654,3.7811
202,5,STARNav,40.198,42.552,27.212,0.6548,3.8435
203,5,STARNav,38.029,40.595,26.005,0.6274,3.8331
204,5,STARNav,40.115,39.939,24.769,0.637,3.8153
205,5,STARNav,40.97,40.64,25.991,0.618,3.7641
206,5,STARNav,42.553,39.732,25.319,0.6161,3.7409
207,5,STARNav,42.811,40.872,27.182,0.6097,3.7573
208,5,STARNav,45.796,39.242,26.346,0.6401,3.7522
209,5,STARNav,48.544,40.313,26.402,0.6404,3.7189
210,5,STARNav,47.305,38.569,24.1,0.6522,3.8128
211,5,STARNav,46.433,39.592,25.978,0.6311,3.7413
212,5,STARNav,47.046,37.345,25.51,0.6213,3.6754
213,5,STARNav,48.901,39.083,22.146,0.6323,3.6506
214,5,STARNav,47.641,39.461,23.026,0.6429,3.7452
215,5,STARNav,47.072,38.572,22.941,0.6626,3.6105
216,5,STARNav,41.895,37.315,24.53,0.6476,3.8066
217,5,STARNav,41.433,38.416,26.309,0.6592,3.8102
218,5,STARNav,41.521,40.023,25.826,0.6773,3.8043
219,5,STARNav,40.199,43.105,27.564,0.6808,3.7617
220,5,STARNav,40.679,41.927,26.603,0.6616,3.8746
221,5,STARNav,44.448,43.626,26.797,0.658,3.8895
222,5,STARNav,44.426,43.011,27.209,0.6391,3.8814
223,5,STARNav,43.319,42.271,26.08,0.6526,3.8674
224,5,STARNav,43.017,43.223,27.388,0.654,3.9652
225,5,STARNav,43.206,40.192,28.185,0.6544,3.8296
226,5,STARNav,42.444,41.617,28.033,0.6523,3.8976
227,5,STARNav,43.38,41.691,30.201,0.6546,3.9814
228,5,STARNav,41.184,40.748,30.937,0.6326,4.0901
229,5,STARNav,40.99,41.116,31.378,0.6287,4.0686
230,5,STARNav,39.13,41.327,28.615,0.6172,4.0653
231,5,STARNav,40.661,43.402,27.956,0.6441,4.0431
232,5,STARNav,39.952,43.315,28.074,0.6523,3.9933
233,5,STARNav,39.131,47.109,29.529,0.6394,3.997
234,5,STARNav,37.083,43.844,28.536,0.6234,4.0686
235,5,STARNav,39.856,43.236,28.799,0.6238,3.9968
236,5,STARNav,40.276,45.537,28.565,0.6169,3.9037
237,5,STARNav,42.819,43.28,26.227,0.6191,3.9336
238,5,STARNav,41.422,43.187,25.979,0.6088,3.9513
239,5,STARNav,41.835,43.784,28.951,0.6009,3.8673
240,5,STARNav,41.642,42.853,26.744,0.5851,3.8594
241,5,STARNav,46.777,42.837,25.774,0.6081,3.8363
242,5,STARNav,44.438,42.299,25.9,0.5974,3.8281
243,5,STARNav,44.252,41.351,26.371,0.6037,3.864
244,5,STARNav,43.176,40.193,26.245,0.5956,3.8887
245,5,STARNav,43.462,38.96,24.299,0.6012,3.7635
246,5,STARNav,44.286,41.878,23.479,0.6078,3.7142
247,5,STARNav,42.023,42.625,24.685,0.5884,3.8179
248,5,STARNav,43.632,39.384,23.395,0.6002,3.7392
249,5,STARNav,42.648,41.418,22.485,0.6193,3.9035
250,5,STARNav,43.038,41.275,21.554,0.6214,3.7835
251,5,STARNav,40.407,41.365,22.888,0.646,3.8683
252,5,STARNav,43.486,42.284,23.095,0.648,3.8307
253,5,STARNav,43.184,39.355,26.562,0.6447,3.8082
254,5,STARNav,41.037,40.251,27.291,0.6248,3.8981
255,5,STARNav,43.833,37.962,27.817,0.6335,3.8611
256,5,STARNav,42.311,35.225,26.961,0.6268,3.8199
257,5,STARNav,41.698,36.652,26.399,0.6284,3.7889
258,5,STARNav,39.531,37.842,26.072,0.6373,3.9279
259,5,STARNav,41.556,39.272,25.084,0.6219,3.8771
260,5,STARNav,39.871,41.273,24.836,0.6263,3.8728
261,5,STARNav,40.363,41.172,25.895,0.6362,3.9503
262,5,STARNav,40.612,40.361,25.259,0.6487,3.8805
263,5,STARNav,40.551,40.162,26.542,0.6236,3.8676
264,5,STARNav,44.588,37.948,28.764,0.6528,3.723
265,5,STARNav,41.908,38.811,31.115,0.6359,3.8785
266,5,STARNav,43.115,38.396,29.404,0.6534,3.71
267,5,STARNav,42.136,41.226,30.857,0.6231,3.6995
268,5,STARNav,44.374,41.05,31.862,0.6373,3.7237
269,5,STARNav,41.46,38.769,30.05,0.6298,3.721
270,5,STARNav,42.916,36.779,30.119,0.6474,3.6446
271,5,STARNav,41.405,35.872,28.416,0.6457,3.6777
272,5,STARNav,42.656,38.929,27.157,0.6272,3.7293
273,5,STARNav,38.861,41.072,27.217,0.6037,3.8298
274,5,STARNav,41.827,39.268,26.818,0.6188,3.765
275,5,STARNav,41.143,39.567,27.907,0.6161,3.7698
276,5,STARNav,41.679,39.025,29.035,0.6138,3.877
277,5,STARNav,40.634,37.484,29.397,0.6353,3.8864
278,5,STARNav,43.18,36.01,27.25,0.6379,3.7631
279,5,STARNav,43.232,37.454,27.162,0.6426,3.7153
280,5,STARNav,41.774,38.843,26.212,0.6214,3.6651
281,5,STARNav,42.02,35.933,26.91,0.6357,3.7461
282,5,STARNav,45.082,34.982,24.476,0.6571,3.6032
283,5,STARNav,43.351,34.314,23.635,0.6375,3.7259
284,5,STARNav,43.717,36.529,23.542,0.6454,3.6432
285,5,STARNav,45.046,38.464,23.405,0.65,3.6875
286,5,STARNav,46.394,35.936,25.025,0.6583,3.679
287,5,STARNav,47.673,34.895,26.347,0.6516,3.7019
288,5,STARNav,50.013,37.112,25.718,0.6558,3.7239
289,5,STARNav,48.833,38.309,25.48,0.6608,3.6534
290,5,STARNav,47.471,37.813,26.107,0.6295,3.7932
291,5,STARNav,46.819,40.268,25.54,0.6477,3.7585
292,5,STARNav,49.22,39.044,23.576,0.666,3.7006
293,5,STARNav,47.667,38.113,25.088,0.638,3.7753
294,5,STARNav,45.864,39.135,25.969,0.6518,3.7711
295,5,STARNav,44.327,36.912,26.51,0.6378,3.8205
296,5,STARNav,44.31,38.07,26.534,0.6466,3.8766
297,5,STARNav,45.052,37.069,25.859,0.6216,3.8776
298,5,STARNav,44.338,36.472,25.432,0.6459,3.7207
299,5,STARNav,45.537,36.826,24.98,0.6593,3.7298
300,5,STARNav,45.897,37.249,24.281,0.6529,3.7016
301,5,STARNav,43.874,36.848,23.149,0.6575,3.7019
302,5,STARNav,44.189,38.034,25.189,0.684,3.6236
303,5,STARNav,44.678,37.166,24.698,0.6637,3.7823
304,5,STARNav,47.905,34.448,25.952,0.6662,3.7891
305,5,STARNav,46.0,37.492,27.115,0.6397,3.7905
306,5,STARNav,44.305,37.886,26.376,0.6598,3.7583
307,5,STARNav,44.13,36.956,24.526,0.6551,3.7186
308,5,STARNav,42.813,38.142,25.366,0.6487,3.658
309,5,STARNav,45.808,35.341,23.652,0.6545,3.5282
310,5,STARNav,42.216,36.094,24.688,0.642,3.7106
311,5,STARNav,42.132,36.822,27.302,0.6348,3.7307
312,5,STARNav,44.367,37.254,26.291,0.6297,3.6635
313,5,STARNav,44.527,36.081,24.749,0.637,3.686
314,5,STARNav,44.93,38.497,25.216,0.628,3.8011
315,5,STARNav,46.955,35.298,26.702,0.664,3.7336
316,5,STARNav,47.916,36.676,28.564,0.651,3.7798
317,5,STARNav,46.824,33.62,27.152,0.6611,3.7425
318,5,STARNav,45.479,35.213,27.883,0.6537,3.689
319,5,STARNav,46.381,38.234,25.366,0.6502,3.608
320,5,STARNav,43.993,37.688,26.735,0.6505,3.5759
321,5,STARNav,42.07,38.036,26.212,0.646,3.736
322,5,STARNav,41.948,35.224,24.575,0.6414,3.6656
323,5,STARNav,40.91,38.006,25.52,0.634,3.8278
324,5,STARNav,41.368,38.276,27.219,0.6568,3.8545
325,5,STARNav,43.897,39.342,25.822,0.6635,3.8101
326,5,STARNav,46.0,37.477,24.967,0.6759,3.8538
327,5,STARNav,44.957,39.512,26.412,0.679,3.8335
328,5,STARNav,45.994,40.614,26.523,0.665,3.8103
329,5,STARNav,40.945,40.633,25.891,0.6559,3.7862
330,5,STARNav,43.403,38.188,26.489,0.6583,3.8289
331,5,STARNav,42.632,38.41,25.111,0.6791,3.7588
332,5,STARNav,44.442,39.074,24.307,0.6658,3.8881
333,5,STARNav,45.829,37.103,24.526,0.6715,3.8708
334,5,STARNav,49.501,37.754,26.873,0.6666,3.9045
335,5,STARNav,50.586,38.42,28.393,0.6655,3.9154
336,5,STARNav,52.296,37.948,29.101,0.6546,3.8215
337,5,STARNav,51.475,37.787,26.032,0.6563,3.8149
338,5,STARNav,51.026,37.706,27.394,0.6404,3.8092
339,5,STARNav,52.055,36.568,25.661,0.6597,3.7644
340,5,STARNav,50.94,37.811,26.977,0.6567,3.8389
341,5,STARNav,48.951,40.734,24.607,0.6401,3.8399
342,5,STARNav,51.225,39.269,25.948,0.6438,3.6601
343,5,STARNav,50.094,41.114,27.714,0.647,3.6931
344,5,STARNav,47.95,40.372,27.054,0.6359,3.7972
345,5,STARNav,49.462,38.851,26.347,0.6179,3.7699
346,5,STARNav,49.878,40.191,25.658,0.6101,3.7654
347,5,STARNav,49.592,39.936,26.565,0.6252,3.7314
348,5,STARNav,51.846,38.122,24.682,0.6254,3.6797
349,5,STARNav,50.749,38.33,25.611,0.6142,3.7801
350,5,STARNav,51.401,35.803,25.779,0.6232,3.7651
351,5,STARNav,50.404,36.046,25.776,0.6096,3.7124
352,5,STARNav,51.757,36.537,26.686,0.6137,3.7862
353,5,STARNav,51.128,33.459,26.614,0.6524,3.689
354,5,STARNav,52.522,36.743,28.211,0.6444,3.679
355,5,STARNav,52.327,35.515,29.795,0.6514,3.7279
356,5,STARNav,51.25,38.902,29.844,0.6507,3.7322
357,5,STARNav,51.877,39.416,30.786,0.6366,3.6828
358,5,STARNav,52.737,38.636,30.543,0.6388,3.6814
359,5,STARNav,50.608,37.902,30.534,0.6469,3.7007
360,5,STARNav,47.481,35.273,30.757,0.6432,3.6906
361,5,STARNav,45.013,36.4,30.165,0.6403,3.5993
362,5,STARNav,46.631,35.063,30.317,0.6633,3.5287
363,5,STARNav,45.218,37.402,30.669,0.616,3.6978
364,5,STARNav,46.973,36.567,31.013,0.644,3.6055
365,5,STARNav,45.624,37.986,30.258,0.6576,3.4982
366,5,STARNav,44.561,37.605,28.237,0.6508,3.5918
367,5,STARNav,45.161,39.543,28.811,0.6491,3.532
368,5,STARNav,45.707,39.634,26.655,0.6605,3.4888
369,5,STARNav,45.826,35.613,26.806,0.6585,3.4186
370,5,STARNav,43.719,37.643,26.282,0.648,3.4928
371,5,STARNav,43.627,36.585,25.742,0.6705,3.5308
372,5,STARNav,44.586,37.458,26.567,0.6693,3.5428
373,5,STARNav,45.996,35.177,27.914,0.6413,3.5119
374,5,STARNav,47.688,37.06,26.976,0.6472,3.6222
375,5,STARNav,50.367,36.949,25.558,0.6489,3.6164
376,5,STARNav,48.49,38.283,24.429,0.6436,3.6914
377,5,STARNav,50.059,38.257,24.579,0.6447,3.6019
378,5,STARNav,50.085,39.441,25.13,0.6408,3.6745
379,5,STARNav,48.616,41.643,24.619,0.6399,3.792
380,5,STARNav,48.902,40.573,25.99,0.6676,3.7322
381,5,STARNav,48.885,41.552,26.848,0.6619,3.6477
382,5,STARNav,48.151,40.808,26.21,0.6687,3.6838
383,5,STARNav,46.754,40.782,27.105,0.6416,3.7224
384,5,STARNav,45.929,41.645,27.646,0.6427,3.7057
385,5,STARNav,47.212,39.754,28.521,0.6598,3.629
386,5,STARNav,47.892,37.2,29.217,0.655,3.7053
387,5,STARNav,49.791,36.479,28.213,0.6456,3.6681
388,5,STARNav,47.937,38.227,29.861,0.635,3.6066
389,5,STARNav,47.002,39.064,28.139,0.6338,3.7512
390,5,STARNav,47.95,38.063,26.314,0.6473,3.6936
391,5,STARNav,45.524,40.333,26.539,0.6337,3.7392
392,5,STARNav,46.281,42.238,26.621,0.6363,3.7665
393,5,STARNav,49.144,41.637,24.422,0.6574,3.6116
394,5,STARNav,49.226,39.964,25.656,0.6425,3.6531
395,5,STARNav,48.722,39.095,24.705,0.6619,3.6058
396,5,STARNav,47.265,40.326,22.464,0.6686,3.6601
397,5,STARNav,47.619,38.886,22.337,0.6828,3.5776
398,5,STARNav,48.792,39.627,20.574,0.6438,3.6614
399,5,STARNav,48.374,40.435,20.074,0.6476,3.7786
400,5,STARNav,47.616,35.448,21.509,0.668,3.7746
401,5,STARNav,49.143,34.649,20.311,0.6741,3.6479
402,5,STARNav,48.005,35.227,21.187,0.6775,3.7601
403,5,STARNav,50.374,34.652,22.666,0.7024,3.6626
404,5,STARNav,50.04,35.751,24.306,0.7006,3.754
405,5,STARNav,50.028,35.132,24.393,0.6646,3.6813
406,5,STARNav,49.278,34.972,24.945,0.683,3.5809
407,5,STARNav,50.835,36.824,25.635,0.6681,3.5031
408,5,STARNav,48.047,37.954,26.18,0.6386,3.5005
409,5,STARNav,49.709,40.422,26.996,0.6416,3.4448
410,5,STARNav,46.386,40.748,29.931,0.6253,3.6321
411,5,STARNav,49.925,40.194,28.133,0.6321,3.5841
412,5,STARNav,50.719,39.655,27.201,0.6321,3.7335
413,5,STARNav,49.206,38.826,27.361,0.6312,3.6527
414,5,STARNav,49.278,40.369,29.289,0.6275,3.6781
415,5,STARNav,48.924,40.371,26.578,0.6329,3.7376
416,5,STARNav,49.847,38.73,27.577,0.6207,3.6197
417,5,STARNav,47.337,37.021,27.393,0.6261,3.5858
418,5,STARNav,49.762,36.1,29.134,0.6179,3.6812
419,5,STARNav,50.967,36.976,27.424,0.6565,3.7046
420,5,STARNav,49.667,38.456,29.175,0.6351,3.7039
421,5,STARNav,51.806,34.593,26.775,0.657,3.4688
422,5,STARNav,51.557,34.316,24.623,0.6533,3.5141
423,5,STARNav,50.221,34.98,23.849,0.6425,3.6437
424,5,STARNav,48.965,35.898,24.513,0.6233,3.6744
425,5,STARNav,48.709,34.029,22.595,0.6486,3.5924
426,5,STARNav,49.728,33.217,24.038,0.645,3.591
427,5,STARNav,49.255,34.551,24.411,0.6505,3.5337
428,5,STARNav,49.093,34.987,24.771,0.6669,3.5762
429,5,STARNav,51.785,35.854,24.425,0.6914,3.4496
430,5,STARNav,51.32,37.863,25.465,0.6936,3.4186
431,5,STARNav,52.065,36.095,26.196,0.6801,3.3874
432,5,STARNav,51.74,36.573,27.025,0.6856,3.3607
433,5,STARNav,50.167,35.845,25.573,0.6882,3.393
434,5,STARNav,47.857,35.755,22.994,0.6951,3.3967
435,5,STARNav,45.435,37.68,23.752,0.6921,3.4581
436,5,STARNav,46.485,36.63,23.904,0.6951,3.5016
437,5,STARNav,45.19,36.267,22.119,0.6706,3.5113
438,5,STARNav,48.564,36.544,24.535,0.6953,3.5223
439,5,STARNav,49.871,34.598,26.66,0.695,3.4516
440,5,STARNav,49.933,34.313,26.237,0.6842,3.3902
441,5,STARNav,51.493,36.953,27.945,0.6838,3.4238
442,5,STARNav,50.417,38.444,27.465,0.6696,3.5199
443,5,STARNav,50.258,37.789,26.618,0.6705,3.4645
444,5,STARNav,49.874,37.622,27.783,0.6648,3.3449
445,5,STARNav,47.188,38.934,27.057,0.6466,3.4447
446,5,STARNav,48.112,38.142,27.496,0.6484,3.4005
447,5,STARNav,46.33,37.166,25.872,0.6447,3.4585
448,5,STARNav,46.178,36.08,27.891,0.6193,3.4561
449,5,STARNav,45.879,38.235,25.48,0.6379,3.4948
450,5,STARNav,48.13,39.471,26.475,0.6331,3.5522
451,5,STARNav,49.394,38.292,25.873,0.6266,3.5267
452,5,STARNav,48.619,37.663,26.213,0.6235,3.6448
