episode,seed,method,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
49,7,ViTPPO,36.511,48.389,30.098,0.5843,4.1483
50,7,ViTPPO,36.039,47.957,30.887,0.5766,4.1632
51,7,ViTPPO,34.115,47.061,32.925,0.556,4.1688
52,7,ViTPPO,34.741,46.252,32.248,0.5762,4.1232
53,7,ViTPPO,33.51,46.362,32.846,0.5623,4.2072
54,7,ViTPPO,30.915,47.216,32.681,0.5763,4.2311
55,7,ViTPPO,29.566,47.794,33.365,0.553,4.2003
56,7,ViTPPO,32.52,45.798,34.343,0.5901,4.037
57,7,ViTPPO,34.747,47.619,35.082,0.5639,4.1634
58,7,ViTPPO,34.18,49.2,34.004,0.5538,4.2316
59,7,ViTPPO,36.902,50.277,31.959,0.5542,4.1104
60,7,ViTPPO,35.058,49.869,32.449,0.5416,4.2148
61,7,ViTPPO,34.342,48.72,29.451,0.5365,4.2029
62,7,ViTPPO,36.596,50.133,30.269,0.5547,4.1502
63,7,ViTPPO,34.406,50.448,28.981,0.5566,4.2687
64,7,ViTPPO,33.614,49.648,29.665,0.5522,4.3164
65,7,ViTPPO,34.681,44.723,28.592,0.5684,4.1757
66,7,ViTPPO,34.516,43.255,28.751,0.5517,4.2758
67,7,ViTPPO,34.382,46.309,29.968,0.5665,4.3574
68,7,ViTPPO,32.046,43.357,29.111,0.5432,4.2966
69,7,ViTPPO,34.683,45.109,28.862,0.5554,4.3078
70,7,ViTPPO,37.581,43.295,28.177,0.5437,4.2359
71,7,ViTPPO,35.365,46.138,29.319,0.5414,4.2216
72,7,ViTPPO,38.127,45.104,30.849,0.5299,4.1395
73,7,ViTPPO,35.372,45.786,29.642,0.5074,4.2303
74,7,ViTPPO,39.101,44.357,30.636,0.5449,4.1624
75,7,ViTPPO,38.095,44.903,32.794,0.5502,4.2011
76,7,ViTPPO,37.636,46.495,31.79,0.5547,4.2394
77,7,ViTPPO,38.807,46.016,31.643,0.5616,4.246
78,7,ViTPPO,40.339,46.073,29.782,0.5603,4.1235
79,7,ViTPPO,39.557,45.991,29.297,0.5661,4.0718
80,7,ViTPPO,37.927,46.365,27.917,0.5555,4.1371
81,7,ViTPPO,42.946,44.682,27.243,0.5754,4.1264
82,7,ViTPPO,39.054,44.35,28.608,0.5541,4.209
83,7,ViTPPO,37.653,43.522,28.448,0.531,4.2192
84,7,ViTPPO,39.836,45.059,27.666,0.5425,4.0451
85,7,ViTPPO,40.584,43.594,27.954,0.5455,3.9295
86,7,ViTPPO,38.823,47.033,27.631,0.5584,3.9706
87,7,ViTPPO,38.837,44.282,30.299,0.556,3.9331
88,7,ViTPPO,38.078,44.703,31.114,0.5646,3.9592
89,7,ViTPPO,38.435,45.721,31.045,0.5704,4.0226
90,7,ViTPPO,37.543,43.106,29.119,0.5642,3.9626
91,7,ViTPPO,37.447,46.386,29.741,0.5472,3.8818
92,7,ViTPPO,35.88,46.881,30.52,0.5493,3.9935
93,7,ViTPPO,36.659,44.583,30.1,0.5603,4.0254
94,7,ViTPPO,38.641,43.646,29.637,0.563,3.9132
95,7,ViTPPO,38.53,43.057,31.653,0.5759,3.9111
96,7,ViTPPO,37.698,42.831,32.745,0.5623,3.9581
97,7,ViTPPO,38.496,44.886,29.082,0.5799,3.9258
98,7,ViTPPO,37.987,45.057,30.869,0.5884,3.9615
99,7,ViTPPO,39.483,45.338,28.708,0.5825,4.0667
100,7,ViTPPO,44.201,42.348,28.103,0.5825,3.9493
101,7,ViTPPO,41.361,44.23,28.498,0.5809,3.9281
102,7,ViTPPO,41.487,45.158,27.218,0.5883,3.9037
103,7,ViTPPO,41.752,45.771,28.575,0.5856,3.8523
104,7,ViTPPO,40.479,45.499,28.31,0.5866,3.8703
105,7,ViTPPO,43.69,46.456,27.242,0.5596,3.6715
106,7,ViTPPO,41.794,46.076,28.209,0.5569,3.7867
107,7,ViTPPO,41.446,46.604,30.133,0.5667,3.8328
108,7,ViTPPO,42.183,43.996,29.075,0.5761,3.718
109,7,ViTPPO,41.862,43.125,27.463,0.5731,3.7421
110,7,ViTPPO,39.726,43.047,26.824,0.5621,3.8285
111,7,ViTPPO,41.413,41.954,26.637,0.5857,3.8559
112,7,ViTPPO,43.537,42.886,26.602,0.5869,3.7002
113,7,ViTPPO,42.575,45.103,28.68,0.5823,3.716
114,7,ViTPPO,44.195,44.478,27.019,0.5568,3.8091
115,7,ViTPPO,42.961,45.417,28.078,0.575,3.8201
116,7,ViTPPO,41.283,45.234,29.266,0.5757,3.8633
117,7,ViTPPO,41.597,45.246,28.698,0.5759,3.862
118,7,ViTPPO,42.814,42.044,28.127,0.5659,3.9408
119,7,ViTPPO,40.502,43.665,28.398,0.5645,3.9464
120,7,ViTPPO,42.152,45.949,26.767,0.5526,3.9933
121,7,ViTPPO,41.918,46.911,27.141,0.5541,4.0988
122,7,ViTPPO,41.618,47.55,28.263,0.5542,4.0524
123,7,ViTPPO,39.821,47.432,28.238,0.5422,4.1796
124,7,ViTPPO,37.802,47.159,25.596,0.5554,4.1551
125,7,ViTPPO,35.7,48.046,25.914,0.5578,4.1371
126,7,ViTPPO,37.116,46.883,27.302,0.584,4.0045
127,7,ViTPPO,35.835,47.59,27.167,0.5777,4.0186
128,7,ViTPPO,34.514,47.399,29.669,0.565,4.0726
129,7,ViTPPO,34.609,47.389,29.262,0.5586,4.1354
130,7,ViTPPO,35.862,47.714,28.914,0.5589,4.0759
131,7,ViTPPO,35.757,48.462,27.97,0.586,4.1245
132,7,ViTPPO,33.782,45.978,28.738,0.5799,4.1583
133,7,ViTPPO,32.958,46.275,31.337,0.5873,4.179
134,7,ViTPPO,34.078,45.425,31.031,0.5779,4.2351
135,7,ViTPPO,34.595,44.701,32.622,0.595,4.1893
136,7,ViTPPO,35.273,46.433,31.79,0.5736,4.1819
137,7,ViTPPO,33.292,47.593,31.932,0.5715,4.2742
138,7,ViTPPO,36.204,44.512,31.816,0.5863,4.0642
139,7,ViTPPO,37.246,44.363,31.368,0.5648,3.9476
140,7,ViTPPO,35.732,44.211,31.466,0.5586,4.0254
141,7,ViTPPO,33.74,42.863,31.878,0.5436,4.0958
142,7,ViTPPO,34.352,43.544,29.811,0.5292,4.0422
143,7,ViTPPO,32.611,45.105,27.623,0.5321,3.986
144,7,ViTPPO,32.385,47.409,29.325,0.5448,4.0347
145,7,ViTPPO,31.745,46.885,27.358,0.5278,4.0924
146,7,ViTPPO,32.966,47.909,27.771,0.526,4.0796
147,7,ViTPPO,33.861,45.806,26.699,0.5323,4.0306
148,7,ViTPPO,34.835,45.938,27.362,0.5387,4.0406
149,7,ViTPPO,35.847,43.298,27.648,0.5482,3.9194
150,7,ViTPPO,35.34,40.984,27.311,0.5648,3.965
151,7,ViTPPO,38.028,43.534,27.783,0.5533,4.1144
152,7,ViTPPO,42.043,42.513,28.772,0.5676,4.0943
153,7,ViTPPO,44.699,41.006,28.409,0.5707,4.0533
154,7,ViTPPO,41.145,43.306,29.12,0.5616,4.0736
155,7,ViTPPO,39.408,43.603,29.052,0.553,4.0805
156,7,ViTPPO,39.17,43.144,28.938,0.5549,4.0433
157,7,ViTPPO,36.625,44.667,28.745,0.5488,4.0683
158,7,ViTPPO,38.733,42.443,29.602,0.5628,3.9444
159,7,ViTPPO,36.107,45.096,31.197,0.5433,4.1346
160,7,ViTPPO,36.847,43.601,29.096,0.5451,4.0806
161,7,ViTPPO,38.083,41.452,29.283,0.5483,4.1206
162,7,ViTPPO,38.386,43.176,29.174,0.5667,4.0989
163,7,ViTPPO,38.728,43.447,28.647,0.5488,4.1223
164,7,ViTPPO,40.63,45.33,29.696,0.5568,4.1833
165,7,ViTPPO,38.1,45.49,28.614,0.5618,4.097
166,7,ViTPPO,38.073,45.255,29.854,0.5575,4.0669
167,7,ViTPPO,39.756,45.222,30.946,0.5812,3.9645
168,7,ViTPPO,39.455,43.679,30.859,0.5865,3.9493
169,7,ViTPPO,36.799,44.969,33.266,0.5875,4.0007
170,7,ViTPPO,35.391,44.37,32.984,0.5911,4.1266
171,7,ViTPPO,39.304,42.671,30.113,0.5878,3.9005
172,7,ViTPPO,36.621,44.543,32.323,0.5779,4.0563
173,7,ViTPPO,37.977,42.576,29.972,0.5637,4.0366
174,7,ViTPPO,35.475,42.585,31.591,0.5632,4.2206
175,7,ViTPPO,37.421,41.578,30.656,0.599,3.9295
176,7,ViTPPO,37.622,40.35,31.063,0.5949,3.9273
177,7,ViTPPO,37.146,41.577,31.238,0.5888,3.9552
178,7,ViTPPO,38.429,41.854,29.857,0.5738,3.9841
179,7,ViTPPO,37.396,40.324,27.012,0.5793,3.9778
180,7,ViTPPO,33.189,42.74,29.252,0.5682,4.0805
181,7,ViTPPO,38.911,43.892,28.046,0.5809,3.8956
182,7,ViTPPO,40.639,43.269,28.43,0.574,3.9083
183,7,ViTPPO,41.818,42.74,27.785,0.5826,3.8956
184,7,ViTPPO,42.081,44.568,29.381,0.5693,4.0255
185,7,ViTPPO,42.336,42.517,27.842,0.5654,4.0431
186,7,ViTPPO,44.444,42.982,25.695,0.5365,4.032
187,7,ViTPPO,43.937,43.19,26.054,0.5464,4.0226
188,7,ViTPPO,43.698,43.261,24.759,0.534,3.9996
189,7,ViTPPO,43.494,44.87,27.178,0.5395,4.0361
190,7,ViTPPO,42.554,45.343,26.846,0.5485,3.9771
191,7,ViTPPO,39.661,46.089,26.273,0.5535,4.0089
192,7,ViTPPO,40.91,45.661,25.794,0.568,3.911
193,7,ViTPPO,41.778,44.773,26.444,0.582,3.9028
194,7,ViTPPO,42.789,42.447,27.723,0.5853,3.9905
195,7,ViTPPO,42.737,42.28,27.745,0.5703,4.0392
196,7,ViTPPO,41.639,40.68,27.843,0.5508,3.9291
197,7,ViTPPO,41.088,40.891,29.45,0.554,3.9687
198,7,ViTPPO,40.274,40.664,28.679,0.5361,4.0219
199,7,ViTPPO,41.2,42.565,28.494,0.5473,3.8941
200,7,ViTPPO,39.09,46.479,30.156,0.5454,3.9298
201,7,ViTPPO,40.494,47.377,27.24,0.5544,3.8857
202,7,ViTPPO,38.584,48.58,26.918,0.5332,3.9936
203,7,ViTPPO,41.753,45.707,26.982,0.5576,3.9107
204,7,ViTPPO,38.084,47.748,25.474,0.5454,4.0599
205,7,ViTPPO,35.366,47.975,25.004,0.5369,4.1099
206,7,ViTPPO,36.629,45.15,24.98,0.563,4.0956
207,7,ViTPPO,38.093,43.335,25.468,0.5742,3.993
208,7,ViTPPO,42.554,43.429,26.102,0.5709,4.0603
209,7,ViTPPO,42.575,41.834,24.764,0.5826,4.0536
210,7,ViTPPO,42.541,40.24,25.653,0.5786,4.0533
211,7,ViTPPO,41.788,41.427,25.571,0.5648,4.1607
212,7,ViTPPO,40.529,41.532,25.329,0.5666,4.1684
213,7,ViTPPO,38.579,40.843,25.732,0.5847,4.2314
214,7,ViTPPO,36.8,42.478,26.569,0.5678,4.1558
215,7,ViTPPO,37.935,45.616,28.478,0.5801,4.1197
216,7,ViTPPO,39.013,44.402,28.039,0.6007,3.9743
217,7,ViTPPO,38.855,45.557,29.523,0.5641,4.0776
218,7,ViTPPO,40.168,46.416,30.548,0.5632,4.031
219,7,ViTPPO,41.816,44.482,29.667,0.5691,3.9788
220,7,ViTPPO,39.387,46.097,29.157,0.5619,4.0531
221,7,ViTPPO,38.989,45.27,28.875,0.5601,3.9482
222,7,ViTPPO,39.352,43.284,28.231,0.5572,4.0062
223,7,ViTPPO,35.91,44.058,28.326,0.5441,4.0648
224,7,ViTPPO,36.33,43.638,29.733,0.5299,4.0458
225,7,ViTPPO,37.028,43.555,29.582,0.5603,3.9178
226,7,ViTPPO,36.822,45.221,29.154,0.5513,3.97
227,7,ViTPPO,37.209,47.238,28.222,0.5424,3.9647
228,7,ViTPPO,38.311,43.935,27.969,0.5322,3.9391
229,7,ViTPPO,37.869,45.062,29.55,0.5423,3.9672
230,7,ViTPPO,38.364,45.045,28.295,0.5304,3.8779
231,7,ViTPPO,38.531,45.615,28.11,0.5165,3.9346
232,7,ViTPPO,35.64,46.39,30.718,0.5065,4.0147
233,7,ViTPPO,36.509,45.985,30.201,0.5274,4.0892
234,7,ViTPPO,36.457,45.539,30.596,0.5636,4.1219
235,7,ViTPPO,34.667,45.904,29.376,0.5683,4.0792
236,7,ViTPPO,34.054,46.918,29.22,0.5885,4.0153
237,7,ViTPPO,33.611,46.985,27.03,0.5728,4.1144
238,7,ViTPPO,38.029,45.323,24.664,0.5752,4.0578
239,7,ViTPPO,37.203,44.314,24.809,0.5645,4.0905
240,7,ViTPPO,36.375,43.7,25.694,0.5874,4.0176
241,7,ViTPPO,33.71,44.213,26.393,0.5704,4.1819
242,7,ViTPPO,39.094,40.75,23.359,0.5985,3.9761
243,7,ViTPPO,37.722,43.316,24.454,0.5655,4.166
244,7,ViTPPO,35.088,42.855,24.811,0.5606,4.1102
245,7,ViTPPO,36.706,44.247,24.662,0.5475,4.084
246,7,ViTPPO,37.916,46.525,24.932,0.547,4.1285
247,7,ViTPPO,36.23,47.244,25.24,0.5496,4.1366
248,7,ViTPPO,37.587,47.942,26.476,0.5575,4.1066
249,7,ViTPPO,36.701,49.462,26.156,0.5397,4.075
250,7,ViTPPO,35.539,49.368,28.503,0.547,4.1197
251,7,ViTPPO,38.879,47.359,30.793,0.5723,4.0591
252,7,ViTPPO,35.556,47.586,29.2,0.5436,4.2091
253,7,ViTPPO,37.395,46.956,31.118,0.5577,4.1107
254,7,ViTPPO,37.328,47.049,28.223,0.5546,4.1171
255,7,ViTPPO,37.032,46.814,26.672,0.5356,4.2299
256,7,ViTPPO,35.616,44.997,24.718,0.5391,4.0785
257,7,ViTPPO,37.316,44.734,25.488,0.5243,4.0776
258,7,ViTPPO,36.411,44.925,26.369,0.5276,4.0483
259,7,ViTPPO,39.58,43.683,24.1,0.5405,4.0388
260,7,ViTPPO,40.149,45.576,25.099,0.5516,4.0157
261,7,ViTPPO,42.272,44.349,24.97,0.5753,3.9796
262,7,ViTPPO,40.894,45.097,25.088,0.5573,4.1226
263,7,ViTPPO,39.625,46.401,25.837,0.5633,4.1972
264,7,ViTPPO,42.324,46.061,26.033,0.5694,4.0782
265,7,ViTPPO,43.713,44.892,27.769,0.5657,3.9675
266,7,ViTPPO,41.52,46.453,29.286,0.5488,4.1093
267,7,ViTPPO,43.281,45.101,28.72,0.5664,3.9876
268,7,ViTPPO,42.909,44.265,28.374,0.5546,3.9782
269,7,ViTPPO,41.875,44.256,26.934,0.5476,4.0063
270,7,ViTPPO,45.547,45.492,26.019,0.5573,4.057
271,7,ViTPPO,47.043,43.896,24.193,0.5713,4.0329
272,7,ViTPPO,46.373,45.885,25.73,0.5701,4.1256
273,7,ViTPPO,46.847,42.04,26.847,0.5611,4.0264
274,7,ViTPPO,45.107,40.886,26.849,0.5479,3.9271
275,7,ViTPPO,44.312,38.561,27.615,0.5306,4.0187
276,7,ViTPPO,45.491,38.52,27.82,0.5191,4.0653
277,7,ViTPPO,44.769,39.192,28.733,0.511,4.0036
278,7,ViTPPO,49.218,38.318,28.611,0.5311,3.7336
279,7,ViTPPO,48.054,39.553,27.958,0.5135,3.8496
280,7,ViTPPO,46.179,40.66,29.485,0.5243,3.845
281,7,ViTPPO,42.617,41.885,29.814,0.5306,3.893
282,7,ViTPPO,43.433,42.38,30.441,0.5527,3.8904
283,7,ViTPPO,44.29,41.342,29.168,0.5519,3.844
284,7,ViTPPO,45.026,40.478,30.926,0.5746,3.9495
285,7,ViTPPO,45.963,41.715,30.379,0.5554,4.0002
286,7,ViTPPO,44.291,42.575,30.67,0.5565,4.0952
287,7,ViTPPO,45.875,41.925,30.75,0.5803,4.1885
288,7,ViTPPO,44.324,41.841,28.642,0.5688,4.1227
289,7,ViTPPO,42.509,42.423,28.589,0.5726,4.1485
290,7,ViTPPO,41.258,41.715,27.453,0.5549,3.9595
291,7,ViTPPO,39.312,43.655,27.926,0.554,3.9902
292,7,ViTPPO,38.787,43.436,27.202,0.5574,4.0492
293,7,ViTPPO,40.067,42.216,27.212,0.5807,3.8107
294,7,ViTPPO,41.058,41.458,27.359,0.5866,3.9091
295,7,ViTPPO,41.439,43.833,25.361,0.5923,3.8794
296,7,ViTPPO,43.21,42.395,25.001,0.5832,3.9131
297,7,ViTPPO,43.273,43.876,25.905,0.5881,3.8176
298,7,ViTPPO,43.539,41.612,25.564,0.6033,3.9043
299,7,ViTPPO,44.42,42.622,24.615,0.5967,3.9515
300,7,ViTPPO,43.94,44.981,24.211,0.5956,3.9387
301,7,ViTPPO,47.132,43.685,25.815,0.5934,3.9854
302,7,ViTPPO,43.406,45.289,26.003,0.5889,4.0106
303,7,ViTPPO,41.31,45.102,26.749,0.5858,3.9707
304,7,ViTPPO,42.105,46.23,25.191,0.5733,3.9578
305,7,ViTPPO,42.946,46.736,26.57,0.5878,3.9519
306,7,ViTPPO,41.365,47.064,24.491,0.5703,3.973
307,7,ViTPPO,47.398,44.833,23.422,0.5924,3.8928
308,7,ViTPPO,45.766,47.627,23.392,0.5798,3.7882
309,7,ViTPPO,44.512,45.388,24.486,0.5946,3.7322
310,7,ViTPPO,41.83,46.642,25.209,0.5939,3.8248
311,7,ViTPPO,42.957,46.546,26.093,0.5979,3.9295
312,7,ViTPPO,42.885,46.307,27.765,0.5993,3.9525
313,7,ViTPPO,39.712,47.349,25.884,0.6141,3.9959
314,7,ViTPPO,43.132,47.702,24.734,0.6014,3.9647
315,7,ViTPPO,42.211,44.997,24.972,0.5927,3.9805
316,7,ViTPPO,43.86,42.75,26.945,0.5977,3.9232
317,7,ViTPPO,46.212,39.99,27.377,0.5868,3.7995
318,7,ViTPPO,45.35,42.088,27.677,0.5736,3.8649
319,7,ViTPPO,46.026,41.787,27.203,0.5969,3.9221
320,7,ViTPPO,45.847,42.215,28.12,0.567,3.8707
321,7,ViTPPO,43.382,43.843,27.119,0.5666,3.9244
322,7,ViTPPO,47.363,42.735,26.086,0.5774,3.8202
323,7,ViTPPO,48.936,45.331,26.895,0.5683,3.8122
324,7,ViTPPO,48.594,43.955,28.376,0.5721,3.8021
325,7,ViTPPO,47.518,42.402,26.534,0.5869,3.7669
326,7,ViTPPO,46.84,41.682,26.549,0.588,3.8571
327,7,ViTPPO,45.071,41.613,27.085,0.582,3.8817
328,7,ViTPPO,42.411,40.064,27.411,0.6023,3.8313
329,7,ViTPPO,45.145,41.007,26.327,0.5877,3.8219
330,7,ViTPPO,46.782,39.88,26.311,0.6067,3.8051
331,7,ViTPPO,45.125,40.759,25.679,0.6215,3.7818
332,7,ViTPPO,43.747,41.757,22.724,0.6149,3.828
333,7,ViTPPO,43.626,41.655,22.535,0.573,3.8613
334,7,ViTPPO,44.239,40.759,22.82,0.5992,3.8692
335,7,ViTPPO,44.123,41.229,23.058,0.5991,3.9712
336,7,ViTPPO,44.911,38.13,23.21,0.5553,3.9162
337,7,ViTPPO,43.428,39.64,25.969,0.5697,3.9211
338,7,ViTPPO,45.308,38.104,21.652,0.5996,3.8396
339,7,ViTPPO,44.438,40.077,23.94,0.5822,3.9467
340,7,ViTPPO,44.219,38.83,24.385,0.572,3.9001
341,7,ViTPPO,45.541,36.378,24.29,0.587,3.745
342,7,ViTPPO,43.633,40.033,25.738,0.578,3.7298
343,7,ViTPPO,42.984,39.571,26.063,0.5753,3.7192
344,7,ViTPPO,41.558,41.023,24.134,0.5736,3.7933
345,7,ViTPPO,43.345,41.401,24.415,0.5732,3.6513
346,7,ViTPPO,46.396,41.598,25.069,0.5684,3.6975
347,7,ViTPPO,47.444,40.877,23.159,0.5766,3.6461
348,7,ViTPPO,43.593,42.552,24.383,0.5503,3.7491
349,7,ViTPPO,49.994,38.381,22.539,0.5879,3.5886
350,7,ViTPPO,45.864,41.4,24.901,0.5672,3.7483
351,7,ViTPPO,47.309,36.752,23.743,0.5654,3.6417
352,7,ViTPPO,47.262,38.633,25.039,0.5715,3.7193
353,7,ViTPPO,45.649,42.014,25.481,0.5477,3.7987
354,7,ViTPPO,45.116,40.878,25.805,0.5659,3.8473
355,7,ViTPPO,47.765,37.881,27.638,0.5933,3.8116
356,7,ViTPPO,47.98,37.217,26.771,0.6003,3.7901
357,7,ViTPPO,47.591,38.53,27.174,0.6224,3.8001
358,7,ViTPPO,44.44,38.728,27.402,0.614,3.8947
359,7,ViTPPO,46.408,38.814,27.839,0.5993,3.81
360,7,ViTPPO,48.481,38.637,27.864,0.6063,3.7944
361,7,ViTPPO,45.766,40.268,26.019,0.6049,3.9554
362,7,ViTPPO,45.33,42.413,28.019,0.5891,3.9211
363,7,ViTPPO,45.976,40.655,27.121,0.6077,3.8118
364,7,ViTPPO,49.573,39.841,25.688,0.6278,3.7097
365,7,ViTPPO,44.3,42.258,26.069,0.5901,3.854
366,7,ViTPPO,46.663,40.035,26.44,0.5839,3.7355
367,7,ViTPPO,49.524,38.769,25.329,0.5853,3.6954
368,7,ViTPPO,45.853,40.908,24.51,0.5832,3.7132
369,7,ViTPPO,47.148,40.814,25.082,0.5839,3.7081
370,7,ViTPPO,47.005,40.768,24.022,0.5997,3.7064
371,7,ViTPPO,48.198,39.072,25.978,0.6064,3.8459
372,7,ViTPPO,48.752,40.258,26.657,0.5738,3.896
373,7,ViTPPO,47.977,39.241,27.143,0.5907,3.8489
374,7,ViTPPO,51.653,38.88,26.176,0.6071,3.6797
375,7,ViTPPO,50.882,39.605,27.818,0.6276,3.7428
376,7,ViTPPO,48.733,39.746,28.327,0.6281,3.7179
377,7,ViTPPO,49.422,39.229,26.729,0.6355,3.745
378,7,ViTPPO,47.863,39.353,27.434,0.6213,3.6137
379,7,ViTPPO,48.555,39.665,28.667,0.6362,3.6169
380,7,ViTPPO,49.184,39.585,28.128,0.6121,3.5544
381,7,ViTPPO,47.549,41.214,28.192,0.6052,3.4963
382,7,ViTPPO,46.003,39.356,26.866,0.5873,3.5369
383,7,ViTPPO,46.306,38.713,25.528,0.587,3.4651
384,7,ViTPPO,47.85,38.562,23.883,0.5905,3.4948
385,7,ViTPPO,46.442,39.33,23.31,0.5864,3.524
386,7,ViTPPO,46.462,35.929,22.648,0.6174,3.4493
387,7,ViTPPO,46.817,36.299,22.924,0.6098,3.4431
388,7,ViTPPO,47.004,35.8,23.131,0.6321,3.4131
389,7,ViTPPO,47.563,38.309,24.562,0.6034,3.5077
390,7,ViTPPO,45.897,38.903,23.776,0.6026,3.4532
391,7,ViTPPO,42.504,39.028,25.471,0.5967,3.5457
392,7,ViTPPO,41.959,38.48,25.692,0.6127,3.538
393,7,ViTPPO,42.957,41.874,26.614,0.6363,3.6282
394,7,ViTPPO,43.723,41.132,27.794,0.6465,3.6249
395,7,ViTPPO,44.359,42.257,26.368,0.6503,3.6091
396,7,ViTPPO,46.877,39.816,26.633,0.6653,3.3926
397,7,ViTPPO,45.064,42.85,25.141,0.6494,3.5097
398,7,ViTPPO,45.132,42.558,25.652,0.6555,3.544
399,7,ViTPPO,46.762,42.316,27.477,0.665,3.5347
400,7,ViTPPO,47.813,41.645,25.713,0.6536,3.4877
401,7,ViTPPO,47.17,39.49,24.424,0.6295,3.5362
402,7,ViTPPO,47.059,39.812,24.663,0.6164,3.652
403,7,ViTPPO,45.928,39.757,22.877,0.6171,3.6016
404,7,ViTPPO,44.854,39.259,23.686,0.594,3.7685
405,7,ViTPPO,43.58,39.715,21.685,0.5961,3.7462
406,7,ViTPPO,42.534,40.513,21.159,0.6047,3.6375
407,7,ViTPPO,44.592,38.409,22.754,0.6019,3.6109
408,7,ViTPPO,44.104,37.848,22.504,0.5983,3.7591
409,7,ViTPPO,42.002,35.762,21.14,0.6247,3.785
410,7,ViTPPO,42.895,38.966,22.093,0.6396,3.7533
411,7,ViTPPO,43.328,37.815,21.73,0.6368,3.7019
412,7,ViTPPO,40.029,41.091,22.052,0.6208,3.7568
413,7,ViTPPO,40.775,45.143,23.666,0.6145,3.8118
414,7,ViTPPO,43.641,42.046,25.059,0.6255,3.718
415,7,ViTPPO,47.443,41.21,26.103,0.614,3.548
416,7,ViTPPO,46.857,40.763,27.371,0.6156,3.6256
417,7,ViTPPO,47.741,43.456,27.655,0.6005,3.6763
418,7,ViTPPO,48.905,41.024,29.741,0.6086,3.6957
419,7,ViTPPO,47.269,44.536,29.495,0.6102,3.6554
420,7,ViTPPO,46.957,44.051,28.356,0.6193,3.6478
421,7,ViTPPO,46.304,41.299,27.766,0.6334,3.6206
422,7,ViTPPO,45.82,43.17,29.565,0.6257,3.6557
423,7,ViTPPO,47.398,43.123,30.364,0.6247,3.6776
424,7,ViTPPO,45.936,44.824,29.546,0.6153,3.6121
