episode,seed,method,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
135,7,TD3,41.118,46.307,28.449,0.6038,3.9679
136,7,TD3,39.407,46.019,29.207,0.5798,3.872
137,7,TD3,39.357,44.95,29.11,0.6093,3.8062
138,7,TD3,37.576,46.523,28.772,0.593,3.9602
139,7,TD3,36.714,47.807,29.911,0.5739,3.9187
140,7,TD3,38.736,48.468,28.938,0.5829,3.8652
141,7,TD3,37.772,47.789,27.739,0.5587,3.9333
142,7,TD3,37.242,45.649,28.77,0.5446,4.0116
143,7,TD3,38.403,45.263,27.636,0.5633,4.0641
144,7,TD3,37.874,46.222,29.221,0.5594,4.1337
145,7,TD3,37.992,43.928,29.021,0.5522,4.1026
146,7,TD3,38.067,44.884,29.783,0.5646,4.0465
147,7,TD3,36.501,43.086,29.648,0.5703,3.9353
148,7,TD3,34.644,44.443,28.711,0.5546,4.0283
149,7,TD3,36.068,45.564,28.507,0.5679,4.0465
150,7,TD3,34.111,44.767,27.975,0.5757,4.1528
151,7,TD3,33.071,42.164,30.668,0.5821,4.197
152,7,TD3,33.415,44.21,29.315,0.5518,4.1853
153,7,TD3,32.067,42.613,30.091,0.557,4.2606
154,7,TD3,31.982,45.422,31.467,0.5503,4.1851
155,7,TD3,31.879,46.145,29.988,0.5541,4.2577
156,7,TD3,31.966,45.239,30.253,0.5723,4.0897
157,7,TD3,30.724,45.793,31.727,0.5853,4.1939
158,7,TD3,34.594,44.16,33.153,0.5729,4.1121
159,7,TD3,35.867,44.858,32.459,0.5549,4.227
160,7,TD3,34.386,47.728,31.922,0.5541,4.1663
161,7,TD3,35.08,46.129,30.51,0.5356,4.1602
162,7,TD3,32.082,43.644,28.49,0.5488,4.2573
163,7,TD3,31.062,44.692,30.585,0.5461,4.4182
164,7,TD3,33.467,42.8,32.258,0.5543,4.3021
165,7,TD3,31.571,43.403,32.299,0.5643,4.2389
166,7,TD3,31.716,43.69,30.941,0.5599,4.3018
167,7,TD3,31.288,42.744,30.911,0.5422,4.3394
168,7,TD3,35.724,42.392,32.429,0.558,4.2901
169,7,TD3,34.331,45.43,31.644,0.5346,4.3811
170,7,TD3,34.073,44.398,31.762,0.5388,4.3274
171,7,TD3,32.914,46.193,29.977,0.5558,4.3684
172,7,TD3,32.758,46.811,31.395,0.559,4.3282
173,7,TD3,32.101,45.058,29.722,0.5705,4.3734
174,7,TD3,33.331,45.428,31.404,0.5635,4.303
175,7,TD3,32.25,45.996,30.138,0.5558,4.2574
176,7,TD3,32.135,44.432,31.046,0.5577,4.223
177,7,TD3,31.285,45.376,31.513,0.5607,4.1454
178,7,TD3,29.091,45.501,31.115,0.5607,4.2266
179,7,TD3,30.518,45.879,30.177,0.55,4.2024
180,7,TD3,28.707,47.452,30.375,0.5416,4.246
181,7,TD3,29.329,44.849,30.202,0.5445,4.158
182,7,TD3,28.006,45.362,32.89,0.555,4.0921
183,7,TD3,28.739,45.054,34.105,0.5648,4.1577
184,7,TD3,29.026,47.381,32.71,0.5439,4.1627
185,7,TD3,30.756,47.398,31.278,0.5238,4.2372
186,7,TD3,30.505,47.735,32.618,0.5238,4.2165
187,7,TD3,33.476,46.221,32.601,0.5391,4.1096
188,7,TD3,33.224,44.889,33.057,0.5415,4.0742
189,7,TD3,31.289,46.25,33.393,0.5381,4.1577
190,7,TD3,31.727,45.887,32.866,0.5226,4.2383
191,7,TD3,33.476,48.315,32.019,0.5397,4.1725
192,7,TD3,33.208,48.608,33.181,0.5446,4.1463
193,7,TD3,32.756,48.162,33.301,0.579,4.0718
194,7,TD3,33.269,49.457,31.02,0.5797,4.1497
195,7,TD3,33.517,47.818,30.274,0.6081,4.0259
196,7,TD3,34.528,48.623,29.747,0.6006,3.905
197,7,TD3,32.395,47.224,31.27,0.5835,4.0184
198,7,TD3,33.214,47.562,33.199,0.5827,4.1833
199,7,TD3,32.924,47.823,32.802,0.5713,4.3255
200,7,TD3,33.524,44.435,32.208,0.5878,4.2558
201,7,TD3,33.692,43.011,30.419,0.5708,4.2173
202,7,TD3,34.767,42.006,30.479,0.5851,4.0473
203,7,TD3,35.96,42.947,32.829,0.5639,4.058
204,7,TD3,35.06,43.726,33.726,0.5654,4.1617
205,7,TD3,34.634,42.437,31.473,0.5707,4.1308
206,7,TD3,34.588,42.702,29.729,0.558,4.1056
207,7,TD3,33.847,42.3,28.449,0.5704,4.0321
208,7,TD3,31.782,45.086,28.559,0.5426,4.0335
209,7,TD3,32.425,47.093,27.084,0.564,4.0432
210,7,TD3,33.225,47.58,27.921,0.5663,3.9611
211,7,TD3,32.644,47.967,29.055,0.5451,4.1187
212,7,TD3,32.545,47.889,27.666,0.5919,4.043
213,7,TD3,34.89,47.752,27.119,0.6037,3.9868
214,7,TD3,38.492,48.826,27.909,0.5835,3.8932
215,7,TD3,37.591,48.397,29.178,0.5574,3.9644
216,7,TD3,36.501,45.136,28.124,0.5652,4.0498
217,7,TD3,36.718,43.189,28.712,0.5834,4.0572
218,7,TD3,35.62,43.887,30.67,0.5414,4.1429
219,7,TD3,35.915,45.691,32.808,0.5339,4.0657
220,7,TD3,36.976,44.355,31.095,0.5555,3.9953
221,7,TD3,37.589,44.483,28.75,0.5629,3.9784
222,7,TD3,36.149,47.684,30.105,0.5555,4.0253
223,7,TD3,36.818,46.994,31.663,0.5561,4.0068
224,7,TD3,36.081,46.419,31.185,0.5502,4.1238
225,7,TD3,36.337,44.942,28.19,0.5696,4.0246
226,7,TD3,33.3,45.892,29.035,0.5618,4.1409
227,7,TD3,33.799,45.245,31.039,0.5621,4.0399
228,7,TD3,32.267,45.543,29.695,0.5898,4.0247
229,7,TD3,35.692,44.214,31.399,0.574,4.1326
230,7,TD3,36.808,45.678,30.567,0.5625,4.1251
231,7,TD3,33.573,45.424,33.352,0.5427,4.0794
232,7,TD3,36.282,47.333,33.113,0.5491,4.1344
233,7,TD3,35.772,46.712,35.532,0.5673,4.1175
234,7,TD3,33.564,47.634,37.299,0.5621,4.1448
235,7,TD3,35.583,47.438,36.089,0.5595,4.1567
236,7,TD3,38.092,46.674,33.239,0.5804,4.0399
237,7,TD3,39.033,45.742,32.991,0.5724,3.9716
238,7,TD3,38.837,44.137,34.706,0.5724,4.0185
239,7,TD3,39.163,44.211,33.556,0.5745,4.0793
240,7,TD3,40.906,44.987,32.898,0.5758,4.08
241,7,TD3,41.228,46.652,33.284,0.5845,4.056
242,7,TD3,41.284,45.823,30.458,0.6075,4.071
243,7,TD3,38.415,47.437,31.131,0.609,4.2152
244,7,TD3,36.497,46.655,31.396,0.5973,4.1841
245,7,TD3,37.507,47.356,31.134,0.586,4.0783
246,7,TD3,35.501,44.515,31.792,0.5758,4.1655
247,7,TD3,35.651,44.951,31.749,0.5694,4.1729
248,7,TD3,32.698,44.763,33.138,0.5538,4.234
249,7,TD3,34.299,43.541,31.667,0.5704,4.041
250,7,TD3,35.437,44.494,31.873,0.5599,4.0211
251,7,TD3,32.002,47.654,33.206,0.5293,4.1791
252,7,TD3,34.888,46.436,30.779,0.5605,4.0874
253,7,TD3,34.115,45.155,30.869,0.5595,4.0313
254,7,TD3,35.324,47.604,30.673,0.5613,4.1398
255,7,TD3,34.055,46.109,28.014,0.569,4.1352
256,7,TD3,34.457,45.324,30.557,0.5517,4.0996
257,7,TD3,32.89,45.56,31.649,0.5612,4.1614
258,7,TD3,36.936,43.68,32.244,0.5781,4.011
259,7,TD3,37.512,42.278,30.237,0.589,3.9147
260,7,TD3,31.299,42.419,30.981,0.582,4.1025
261,7,TD3,30.963,42.928,32.364,0.5592,4.1458
262,7,TD3,34.714,41.262,31.598,0.5925,4.0429
263,7,TD3,36.72,41.913,32.316,0.6078,3.9817
264,7,TD3,34.376,42.033,32.081,0.5713,4.0613
265,7,TD3,36.394,39.102,31.498,0.6006,4.0027
266,7,TD3,33.553,40.895,33.593,0.5941,4.1007
267,7,TD3,35.252,41.12,33.037,0.5946,4.0431
268,7,TD3,31.963,43.501,32.44,0.5475,4.0094
269,7,TD3,32.747,44.224,27.905,0.5601,3.9703
270,7,TD3,30.454,44.401,29.73,0.5528,3.9796
271,7,TD3,32.053,45.395,32.004,0.5781,3.9754
272,7,TD3,35.495,46.047,32.523,0.5692,4.0577
273,7,TD3,33.829,49.068,32.593,0.5777,4.141
274,7,TD3,30.277,48.066,32.289,0.5681,4.1452
275,7,TD3,34.379,46.563,31.897,0.5749,4.1078
276,7,TD3,32.236,48.538,33.103,0.5565,4.2487
277,7,TD3,34.187,48.93,29.789,0.5685,4.2107
278,7,TD3,34.158,49.36,30.269,0.5728,4.2526
279,7,TD3,35.069,47.486,32.02,0.5656,4.3009
280,7,TD3,37.059,47.952,29.201,0.59,4.1976
281,7,TD3,37.118,45.215,30.291,0.5934,4.1798
282,7,TD3,36.626,43.194,29.318,0.5701,4.1048
283,7,TD3,37.922,44.846,31.142,0.5574,4.1464
284,7,TD3,38.932,43.907,29.691,0.5626,4.0768
285,7,TD3,34.525,45.225,29.636,0.5387,4.0406
286,7,TD3,31.941,43.538,29.878,0.523,4.0838
287,7,TD3,31.084,45.717,30.777,0.5258,4.1767
288,7,TD3,32.558,42.317,31.14,0.5669,4.0737
289,7,TD3,31.3,43.645,29.924,0.5616,4.0671
290,7,TD3,31.056,42.431,28.524,0.5373,4.0425
291,7,TD3,31.352,42.994,29.363,0.5438,4.0485
292,7,TD3,35.584,44.737,28.821,0.5423,3.9651
293,7,TD3,34.02,44.359,30.351,0.5474,4.0837
294,7,TD3,34.154,45.922,28.949,0.5542,4.0185
295,7,TD3,32.58,44.625,28.946,0.5489,4.1489
296,7,TD3,31.726,44.257,28.649,0.5577,4.0997
297,7,TD3,32.524,42.421,28.332,0.5555,4.0264
298,7,TD3,31.051,41.993,28.236,0.5559,3.9772
299,7,TD3,30.781,43.48,26.685,0.5499,4.0373
300,7,TD3,32.188,43.004,27.708,0.5248,4.0119
301,7,TD3,31.401,45.416,26.094,0.5224,4.0413
302,7,TD3,32.793,41.83,28.041,0.5099,4.1019
303,7,TD3,31.391,45.888,27.558,0.5134,4.1645
304,7,TD3,31.672,43.823,26.488,0.5411,4.1763
305,7,TD3,34.393,43.623,28.961,0.5636,4.0864
306,7,TD3,33.899,42.869,31.145,0.5733,4.0876
307,7,TD3,36.465,41.624,29.01,0.5709,4.1355
308,7,TD3,36.232,41.812,28.904,0.5662,4.1162
309,7,TD3,37.56,43.398,28.667,0.5733,4.0494
310,7,TD3,37.104,43.384,28.817,0.5445,4.2165
311,7,TD3,36.186,42.376,30.796,0.538,4.2276
312,7,TD3,33.063,43.33,30.01,0.5229,4.1211
313,7,TD3,34.803,42.671,29.829,0.5301,4.1191
314,7,TD3,35.225,44.518,31.147,0.5417,4.1999
315,7,TD3,37.3,44.64,30.592,0.5525,4.2207
316,7,TD3,38.544,44.529,30.603,0.561,4.1917
317,7,TD3,36.692,43.817,29.631,0.5677,4.2226
318,7,TD3,38.011,43.578,31.291,0.5545,4.3649
319,7,TD3,40.484,42.69,28.838,0.5641,4.2283
320,7,TD3,39.965,43.495,28.43,0.5755,4.2821
321,7,TD3,33.165,45.057,29.753,0.5338,4.4301
322,7,TD3,33.676,44.016,29.279,0.5652,4.2081
323,7,TD3,32.785,43.97,29.833,0.5762,4.2269
324,7,TD3,37.526,42.304,31.564,0.5635,4.2114
325,7,TD3,35.587,43.012,31.056,0.5634,4.1397
326,7,TD3,37.075,44.141,31.619,0.571,4.0872
327,7,TD3,33.598,46.244,33.701,0.5405,4.2637
328,7,TD3,36.434,44.638,30.79,0.5523,4.1835
329,7,TD3,32.875,45.661,31.073,0.5502,4.2632
330,7,TD3,34.362,45.075,29.261,0.5551,4.1544
331,7,TD3,34.3,45.76,27.939,0.5391,4.1195
332,7,TD3,37.537,44.955,27.099,0.5504,4.1908
333,7,TD3,33.414,45.681,26.17,0.533,4.2099
334,7,TD3,35.212,44.024,27.793,0.5344,4.2845
335,7,TD3,36.057,43.434,30.08,0.546,4.2228
336,7,TD3,34.343,45.304,31.524,0.5448,4.2097
337,7,TD3,33.892,46.353,31.728,0.5403,4.1591
338,7,TD3,36.7,43.557,27.8,0.587,4.1194
339,7,TD3,35.992,45.519,28.507,0.5919,4.0967
340,7,TD3,39.634,41.753,27.681,0.5971,4.0809
341,7,TD3,38.491,43.765,30.695,0.5746,4.1642
342,7,TD3,39.251,46.263,29.105,0.5915,4.0967
343,7,TD3,38.857,43.799,28.486,0.5752,3.951
344,7,TD3,41.294,42.573,30.109,0.5623,3.8858
345,7,TD3,35.629,44.336,30.182,0.5622,4.0033
346,7,TD3,35.254,42.985,27.698,0.556,3.9813
347,7,TD3,37.505,42.381,26.688,0.5611,3.8861
348,7,TD3,37.044,44.88,27.148,0.552,3.907
349,7,TD3,37.097,47.806,26.42,0.5491,3.9869
350,7,TD3,37.851,46.104,28.725,0.5938,3.8646
351,7,TD3,36.326,46.707,29.763,0.5663,4.0015
352,7,TD3,35.716,45.0,28.697,0.58,4.0366
353,7,TD3,34.91,42.927,28.797,0.5786,3.9634
354,7,TD3,33.647,42.94,27.851,0.607,4.0464
355,7,TD3,35.768,41.778,28.43,0.6084,4.0873
356,7,TD3,35.69,42.83,30.194,0.589,4.0569
357,7,TD3,37.655,41.469,30.409,0.5694,3.9929
358,7,TD3,36.411,42.309,29.623,0.574,4.0363
359,7,TD3,39.78,42.634,28.298,0.5734,4.0812
360,7,TD3,39.678,42.823,28.698,0.5764,4.2014
361,7,TD3,39.108,41.705,31.75,0.5881,4.1047
362,7,TD3,36.445,44.716,33.162,0.5832,4.1946
363,7,TD3,36.195,45.659,32.467,0.5846,4.1642
364,7,TD3,38.154,42.748,30.604,0.607,4.0786
365,7,TD3,36.403,41.977,29.518,0.59,4.1761
366,7,TD3,38.404,39.782,29.572,0.5953,4.1721
367,7,TD3,41.991,38.637,29.238,0.6004,4.039
368,7,TD3,40.206,39.096,27.037,0.585,4.1153
369,7,TD3,40.419,42.25,28.599,0.5815,4.0581
370,7,TD3,37.303,43.783,31.196,0.5656,4.099
371,7,TD3,39.861,45.01,30.75,0.573,3.9523
372,7,TD3,41.883,42.844,30.312,0.5843,3.9752
373,7,TD3,42.188,41.335,31.013,0.5912,3.9873
374,7,TD3,43.296,40.714,30.803,0.6036,4.0655
375,7,TD3,41.028,43.83,32.566,0.5859,3.9979
376,7,TD3,42.302,43.602,32.763,0.5917,3.9308
377,7,TD3,40.479,43.903,31.713,0.585,4.0195
378,7,TD3,38.561,44.583,31.736,0.5923,3.9259
379,7,TD3,40.864,45.172,30.48,0.5926,3.9255
380,7,TD3,40.646,46.743,30.1,0.6014,3.7934
381,7,TD3,42.236,45.343,32.236,0.6077,3.869
382,7,TD3,40.55,44.512,31.35,0.6185,3.8627
383,7,TD3,39.011,43.817,31.816,0.5993,3.8901
384,7,TD3,41.755,44.393,28.94,0.5826,3.87
385,7,TD3,39.304,46.246,29.901,0.5709,3.9333
386,7,TD3,39.625,47.241,30.178,0.5764,3.9004
387,7,TD3,37.468,45.501,32.787,0.5591,3.8967
388,7,TD3,35.38,44.43,34.305,0.5528,3.9965
389,7,TD3,35.441,45.185,33.939,0.5456,4.044
390,7,TD3,36.376,42.929,33.256,0.5573,3.9843
391,7,TD3,39.351,40.703,30.757,0.5532,3.9368
392,7,TD3,39.157,42.383,28.431,0.5596,3.9926
393,7,TD3,40.826,40.583,26.224,0.5648,3.965
394,7,TD3,39.285,42.391,28.09,0.5408,3.9875
395,7,TD3,37.465,42.964,27.989,0.5552,3.9721
396,7,TD3,37.751,43.196,28.988,0.5412,3.9841
397,7,TD3,39.663,44.636,26.649,0.5592,4.0469
398,7,TD3,38.348,46.37,28.342,0.5566,4.1424
399,7,TD3,40.419,45.309,30.163,0.5594,4.1845
400,7,TD3,42.182,44.576,28.096,0.5554,4.1161
401,7,TD3,39.702,42.611,28.88,0.5586,4.2229
402,7,TD3,42.511,40.664,28.834,0.5932,4.0489
403,7,TD3,42.674,43.581,27.193,0.5938,4.1489
404,7,TD3,43.809,42.279,27.218,0.5693,4.1855
405,7,TD3,41.777,41.627,29.185,0.5605,4.3117
406,7,TD3,40.106,39.761,29.946,0.5662,4.263
407,7,TD3,37.516,42.4,28.67,0.5541,4.2955
408,7,TD3,36.932,42.974,28.19,0.5516,4.191
409,7,TD3,35.407,42.03,28.846,0.5511,4.223
410,7,TD3,34.648,41.101,27.186,0.5581,4.0024
411,7,TD3,34.884,42.174,29.381,0.5757,4.0106
412,7,TD3,33.167,43.496,31.061,0.5714,4.0716
413,7,TD3,34.829,45.687,30.429,0.5662,3.9616
414,7,TD3,33.38,45.865,30.681,0.563,3.9936
415,7,TD3,31.645,45.432,31.987,0.5774,4.0126
416,7,TD3,32.612,46.882,30.901,0.5669,4.0719
417,7,TD3,33.694,46.535,31.006,0.5761,3.9996
418,7,TD3,37.066,45.287,29.35,0.5816,4.0012
419,7,TD3,33.144,46.235,29.805,0.5691,4.2184
420,7,TD3,37.539,43.938,30.166,0.597,4.0645
421,7,TD3,35.614,43.806,29.858,0.5792,4.1106
422,7,TD3,37.079,41.721,28.324,0.5912,3.9902
423,7,TD3,34.467,42.376,26.087,0.6033,3.9053
424,7,TD3,37.978,43.199,28.685,0.5979,3.877
425,7,TD3,37.694,44.697,31.034,0.5946,3.8632
426,7,TD3,37.254,45.123,31.959,0.5908,3.9717
427,7,TD3,38.133,45.178,28.293,0.587,3.9792
428,7,TD3,37.193,47.277,27.763,0.5798,4.0807
429,7,TD3,36.93,47.455,25.688,0.5901,4.0606
430,7,TD3,39.97,48.738,26.798,0.5861,4.0072
431,7,TD3,39.552,46.393,25.987,0.5864,4.0091
432,7,TD3,41.609,43.62,25.131,0.5758,3.8139
433,7,TD3,43.221,42.921,27.475,0.5657,3.7231
434,7,TD3,43.328,42.014,25.88,0.5706,3.5573
435,7,TD3,41.924,43.885,27.105,0.5837,3.6898
436,7,TD3,42.336,42.295,24.72,0.568,3.7373
437,7,TD3,42.637,42.013,24.718,0.5648,3.7335
438,7,TD3,43.213,39.646,27.621,0.5803,3.7363
439,7,TD3,45.864,39.099,27.452,0.5706,3.6432
440,7,TD3,42.576,40.461,27.436,0.5558,3.7915
441,7,TD3,42.911,41.043,29.424,0.5631,3.8115
442,7,TD3,42.273,41.73,29.316,0.5673,3.7946
443,7,TD3,40.932,42.913,30.263,0.5644,3.7956
444,7,TD3,40.977,43.84,29.547,0.5636,3.7852
445,7,TD3,38.156,45.12,28.628,0.586,3.8981
446,7,TD3,39.74,43.669,28.56,0.5928,3.8454
447,7,TD3,41.891,42.063,28.678,0.6083,3.8604
448,7,TD3,41.424,43.628,30.207,0.5824,3.8569
449,7,TD3,39.605,43.709,31.96,0.5582,4.0103
450,7,TD3,43.573,41.802,32.62,0.5839,3.8573
451,7,TD3,44.085,40.584,29.079,0.5824,3.8259
452,7,TD3,45.052,43.115,29.155,0.6047,3.7443
453,7,TD3,42.776,44.723,29.423,0.5894,3.7326
454,7,TD3,42.342,44.358,28.307,0.6045,3.6561
455,7,TD3,41.11,44.18,30.465,0.5926,3.8191
456,7,TD3,41.532,43.645,27.742,0.582,3.7597
457,7,TD3,40.628,43.422,27.508,0.5847,3.8433
458,7,TD3,43.063,42.114,27.445,0.5816,3.6637
459,7,TD3,43.991,44.459,28.474,0.5626,3.6683
460,7,TD3,42.908,44.459,28.284,0.5539,3.6749
461,7,TD3,42.434,41.84,29.177,0.5492,3.7783
462,7,TD3,43.68,40.91,29.584,0.5643,3.7967
463,7,TD3,44.657,39.502,30.676,0.554,3.8563
464,7,TD3,40.905,41.02,30.926,0.5512,3.8681
465,7,TD3,40.853,40.701,30.644,0.5732,3.7895
466,7,TD3,41.057,40.358,30.209,0.5741,3.6814
467,7,TD3,41.172,39.235,28.225,0.5892,3.7891
