episode,seed,method,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
140,7,MemDRL,34.911,45.952,28.425,0.5876,3.957
141,7,MemDRL,34.78,46.91,30.969,0.5768,4.0494
142,7,MemDRL,39.146,47.43,31.32,0.5839,3.9573
143,7,MemDRL,36.721,49.154,31.198,0.5737,3.9835
144,7,MemDRL,37.427,49.433,33.404,0.5841,4.1061
145,7,MemDRL,36.09,48.752,33.86,0.5735,4.0423
146,7,MemDRL,35.593,50.009,33.193,0.5589,4.1539
147,7,MemDRL,37.068,49.228,30.868,0.5717,4.184
148,7,MemDRL,36.769,47.344,30.15,0.5705,4.0874
149,7,MemDRL,36.748,48.409,29.863,0.5875,4.0425
150,7,MemDRL,36.116,48.209,28.954,0.5916,4.0225
151,7,MemDRL,35.63,46.895,29.403,0.5997,3.9815
152,7,MemDRL,35.037,44.778,30.23,0.5938,4.0352
153,7,MemDRL,35.049,45.265,30.038,0.5838,4.1111
154,7,MemDRL,35.348,43.311,31.055,0.5803,4.1114
155,7,MemDRL,36.676,42.862,30.026,0.5707,4.0724
156,7,MemDRL,37.258,42.901,29.115,0.5777,4.1046
157,7,MemDRL,38.507,45.476,30.682,0.5666,4.0673
158,7,MemDRL,36.038,43.804,30.635,0.5849,4.0218
159,7,MemDRL,37.813,42.788,29.058,0.612,3.9425
160,7,MemDRL,36.822,44.72,31.08,0.5855,3.9927
161,7,MemDRL,36.208,43.512,32.623,0.5921,4.0099
162,7,MemDRL,34.329,43.889,31.214,0.5661,3.9595
163,7,MemDRL,33.27,44.514,30.124,0.5873,3.9732
164,7,MemDRL,34.765,42.476,30.445,0.5801,4.0143
165,7,MemDRL,32.435,43.866,31.556,0.5907,3.9482
166,7,MemDRL,31.866,42.862,32.474,0.592,4.1003
167,7,MemDRL,34.692,41.917,31.867,0.5953,4.0514
168,7,MemDRL,32.937,42.152,30.666,0.6049,4.0021
169,7,MemDRL,30.553,43.311,33.15,0.5863,4.0183
170,7,MemDRL,33.438,44.375,31.484,0.6017,3.9906
171,7,MemDRL,32.296,44.941,31.58,0.5834,4.0018
172,7,MemDRL,31.451,43.767,35.004,0.5942,4.0394
173,7,MemDRL,30.212,42.722,33.113,0.602,3.8877
174,7,MemDRL,30.458,42.037,33.903,0.5951,3.9606
175,7,MemDRL,31.414,38.551,32.149,0.6065,3.9277
176,7,MemDRL,35.312,41.111,32.305,0.5856,3.9008
177,7,MemDRL,35.474,39.235,30.336,0.5803,3.8769
178,7,MemDRL,38.596,39.848,31.57,0.6106,3.946
179,7,MemDRL,39.754,42.763,30.613,0.6248,3.8693
180,7,MemDRL,35.986,42.59,32.422,0.6321,3.885
181,7,MemDRL,36.779,40.809,32.608,0.6488,3.9754
182,7,MemDRL,38.957,39.964,31.668,0.6466,3.9609
183,7,MemDRL,40.409,39.496,31.256,0.6601,3.9589
184,7,MemDRL,40.539,42.687,32.201,0.6585,3.9738
185,7,MemDRL,37.648,42.765,30.715,0.6381,4.1045
186,7,MemDRL,38.486,41.36,29.044,0.6499,3.9135
187,7,MemDRL,37.092,39.121,27.464,0.6597,3.9655
188,7,MemDRL,37.341,42.327,28.815,0.6153,3.8983
189,7,MemDRL,37.638,44.059,29.432,0.603,3.8608
190,7,MemDRL,43.454,43.244,28.571,0.6224,3.7962
191,7,MemDRL,39.854,44.848,27.618,0.6224,3.9504
192,7,MemDRL,41.472,43.794,25.997,0.6376,3.838
193,7,MemDRL,47.47,46.038,26.517,0.6539,3.7998
194,7,MemDRL,47.325,45.922,25.947,0.6511,3.8718
195,7,MemDRL,45.25,45.522,27.728,0.6305,3.8934
196,7,MemDRL,47.4,47.077,28.768,0.6347,3.9116
197,7,MemDRL,46.79,46.467,28.297,0.6138,3.7635
198,7,MemDRL,45.292,44.276,29.732,0.6055,3.8065
199,7,MemDRL,47.178,42.006,28.891,0.6092,3.7948
200,7,MemDRL,46.911,41.924,26.484,0.6177,3.8008
201,7,MemDRL,47.485,43.02,28.113,0.6334,3.8305
202,7,MemDRL,47.482,42.795,27.049,0.6487,3.8065
203,7,MemDRL,46.636,44.514,26.37,0.6218,3.9402
204,7,MemDRL,45.913,42.648,26.636,0.6339,3.8755
205,7,MemDRL,45.589,41.549,24.92,0.6337,3.9191
206,7,MemDRL,45.953,41.689,25.958,0.6331,3.8561
207,7,MemDRL,48.421,41.44,23.981,0.6508,3.697
208,7,MemDRL,45.243,41.652,24.613,0.6249,3.7378
209,7,MemDRL,46.577,42.075,25.523,0.6301,3.7085
210,7,MemDRL,45.032,42.79,23.047,0.6488,3.6732
211,7,MemDRL,45.893,45.096,24.305,0.6404,3.7589
212,7,MemDRL,45.966,43.198,25.425,0.6172,3.7304
213,7,MemDRL,44.875,42.304,26.483,0.6193,3.684
214,7,MemDRL,42.505,43.389,30.057,0.5964,3.8961
215,7,MemDRL,43.502,43.295,28.238,0.6132,3.84
216,7,MemDRL,44.335,41.767,28.126,0.6045,3.827
217,7,MemDRL,42.117,40.652,25.887,0.6029,3.7343
218,7,MemDRL,42.277,41.306,26.992,0.5925,3.8163
219,7,MemDRL,41.257,39.345,27.418,0.6012,3.8631
220,7,MemDRL,41.45,40.538,27.65,0.6101,3.8774
221,7,MemDRL,43.645,41.228,27.409,0.6156,3.7918
222,7,MemDRL,43.747,39.823,25.019,0.6121,3.6563
223,7,MemDRL,43.693,40.826,23.687,0.6126,3.5878
224,7,MemDRL,43.657,40.63,25.714,0.6048,3.5941
225,7,MemDRL,41.572,43.01,26.579,0.6055,3.6958
226,7,MemDRL,43.343,41.525,26.838,0.6192,3.6044
227,7,MemDRL,43.979,41.234,27.992,0.6074,3.7506
228,7,MemDRL,41.588,39.725,28.504,0.6124,3.7881
229,7,MemDRL,40.735,38.078,27.605,0.594,3.7742
230,7,MemDRL,43.271,39.021,26.729,0.6001,3.8214
231,7,MemDRL,40.383,38.747,28.585,0.5952,3.9208
232,7,MemDRL,38.488,41.308,28.981,0.6061,3.9182
233,7,MemDRL,38.896,41.393,28.701,0.6012,3.9073
234,7,MemDRL,36.649,41.8,30.907,0.5855,4.105
235,7,MemDRL,39.587,42.067,31.189,0.601,4.0322
236,7,MemDRL,40.288,42.885,29.882,0.6021,4.0864
237,7,MemDRL,39.547,43.868,28.577,0.6224,4.0385
238,7,MemDRL,39.588,43.69,30.327,0.606,4.0232
239,7,MemDRL,40.537,42.859,31.949,0.6022,4.1353
240,7,MemDRL,38.688,44.283,31.393,0.6021,4.118
241,7,MemDRL,38.517,46.257,28.981,0.5742,3.9926
242,7,MemDRL,37.952,45.923,29.218,0.564,4.0529
243,7,MemDRL,37.353,45.327,29.583,0.5826,3.9801
244,7,MemDRL,36.355,44.441,30.506,0.5667,4.0639
245,7,MemDRL,42.364,42.863,32.542,0.5908,3.9595
246,7,MemDRL,39.824,44.734,32.544,0.5509,4.0418
247,7,MemDRL,38.287,44.274,32.099,0.5654,3.9599
248,7,MemDRL,38.39,42.68,32.197,0.565,3.8941
249,7,MemDRL,35.849,43.79,32.431,0.5504,3.9678
250,7,MemDRL,36.366,42.375,29.355,0.5424,3.8784
251,7,MemDRL,35.066,41.454,28.816,0.5385,3.932
252,7,MemDRL,34.887,43.771,28.546,0.5395,3.9291
253,7,MemDRL,32.465,44.11,28.504,0.541,4.1336
254,7,MemDRL,34.019,44.694,27.905,0.5567,4.1972
255,7,MemDRL,34.907,45.331,29.412,0.5402,4.2759
256,7,MemDRL,32.663,43.595,29.255,0.5444,4.2676
257,7,MemDRL,35.212,43.151,27.739,0.5497,4.1402
258,7,MemDRL,33.333,43.477,27.891,0.5627,4.1271
259,7,MemDRL,31.575,43.47,28.229,0.5531,4.12
260,7,MemDRL,30.663,43.995,29.312,0.5599,4.0729
261,7,MemDRL,31.803,44.539,31.206,0.5627,4.0928
262,7,MemDRL,32.203,43.982,29.308,0.5711,4.0412
263,7,MemDRL,36.695,40.791,27.349,0.6027,4.0046
264,7,MemDRL,35.839,41.211,28.101,0.6026,4.083
265,7,MemDRL,36.666,41.912,29.847,0.5916,3.888
266,7,MemDRL,34.738,41.561,29.701,0.5839,3.8236
267,7,MemDRL,34.373,41.298,28.783,0.5756,3.8921
268,7,MemDRL,36.252,42.768,29.445,0.589,3.8376
269,7,MemDRL,33.244,44.793,28.498,0.5957,3.8784
270,7,MemDRL,33.927,45.601,29.799,0.6008,3.8292
271,7,MemDRL,35.154,44.742,29.03,0.6065,3.7271
272,7,MemDRL,33.932,45.911,28.969,0.6009,3.7873
273,7,MemDRL,34.818,45.547,28.951,0.6069,3.7518
274,7,MemDRL,35.221,46.026,25.145,0.6059,3.733
275,7,MemDRL,36.532,47.059,25.418,0.59,3.7831
276,7,MemDRL,40.976,45.068,25.237,0.6093,3.6771
277,7,MemDRL,40.229,45.877,26.262,0.6142,3.7479
278,7,MemDRL,40.409,45.374,27.402,0.5868,3.9495
279,7,MemDRL,39.881,45.383,26.462,0.5964,3.9165
280,7,MemDRL,37.297,41.713,26.321,0.6111,4.0245
281,7,MemDRL,38.605,45.34,24.161,0.6101,4.0072
282,7,MemDRL,40.463,44.708,26.766,0.627,3.9202
283,7,MemDRL,40.442,42.87,28.274,0.6182,4.0239
284,7,MemDRL,38.089,42.726,28.385,0.6333,4.0399
285,7,MemDRL,38.289,45.73,30.337,0.6352,4.0135
286,7,MemDRL,38.507,48.539,28.582,0.6201,3.9946
287,7,MemDRL,40.582,47.206,26.577,0.6245,3.9575
288,7,MemDRL,40.245,46.456,27.905,0.6241,3.9432
289,7,MemDRL,39.185,47.431,27.217,0.6312,3.8263
290,7,MemDRL,37.226,46.185,26.986,0.6255,3.9119
291,7,MemDRL,34.72,47.091,26.543,0.6181,4.0014
292,7,MemDRL,37.729,45.446,24.968,0.6214,4.0715
293,7,MemDRL,37.688,44.467,26.357,0.6264,4.1016
294,7,MemDRL,37.161,45.31,28.948,0.6292,4.1571
295,7,MemDRL,35.667,43.65,28.546,0.6463,4.2914
296,7,MemDRL,34.978,41.394,29.562,0.6282,4.3782
297,7,MemDRL,36.837,42.338,30.256,0.6219,4.2649
298,7,MemDRL,37.566,41.495,28.387,0.616,4.3088
299,7,MemDRL,35.386,42.701,29.636,0.6217,4.2664
300,7,MemDRL,38.013,43.293,29.322,0.6229,4.2498
301,7,MemDRL,33.749,43.734,30.039,0.6178,4.3133
302,7,MemDRL,37.758,44.537,28.82,0.6277,4.1522
303,7,MemDRL,35.658,46.399,30.46,0.6235,4.2877
304,7,MemDRL,36.299,44.31,30.958,0.6372,4.2277
305,7,MemDRL,38.35,43.733,32.032,0.618,4.2264
306,7,MemDRL,39.215,43.178,30.195,0.638,4.1116
307,7,MemDRL,37.206,43.795,31.871,0.6277,4.127
308,7,MemDRL,37.871,42.652,28.761,0.6359,4.1206
309,7,MemDRL,36.049,41.915,27.927,0.627,4.1154
310,7,MemDRL,38.548,43.456,28.697,0.6468,4.1351
311,7,MemDRL,37.511,43.51,27.879,0.646,4.2073
312,7,MemDRL,37.2,43.781,29.737,0.6405,4.1699
313,7,MemDRL,37.738,42.647,28.379,0.6518,4.0802
314,7,MemDRL,34.898,44.325,27.789,0.6422,4.2245
315,7,MemDRL,35.973,44.801,27.093,0.6436,4.1541
316,7,MemDRL,37.557,43.674,29.584,0.6284,4.227
317,7,MemDRL,36.989,41.665,30.771,0.6297,4.1948
318,7,MemDRL,37.587,43.813,31.741,0.6229,4.2261
319,7,MemDRL,38.053,43.52,28.982,0.6113,4.1947
320,7,MemDRL,34.833,46.006,29.465,0.6051,4.1755
321,7,MemDRL,33.647,47.558,29.344,0.5856,4.3344
322,7,MemDRL,34.57,48.073,29.279,0.5848,4.1234
323,7,MemDRL,35.332,46.65,29.548,0.6091,4.1833
324,7,MemDRL,35.515,49.302,30.051,0.5968,4.1842
325,7,MemDRL,35.654,46.515,31.068,0.5879,4.1214
326,7,MemDRL,34.391,47.432,29.564,0.5933,4.2848
327,7,MemDRL,36.501,47.072,30.821,0.6165,4.2574
328,7,MemDRL,35.811,45.101,29.359,0.6275,4.1532
329,7,MemDRL,35.322,45.681,30.689,0.6327,4.1574
330,7,MemDRL,36.385,44.628,29.389,0.6282,4.2126
331,7,MemDRL,37.585,44.9,30.635,0.6263,4.1872
332,7,MemDRL,37.196,45.74,28.973,0.6256,4.1476
333,7,MemDRL,39.658,46.08,29.466,0.6433,4.1206
334,7,MemDRL,39.859,48.147,30.705,0.6271,4.0865
335,7,MemDRL,39.812,48.938,30.45,0.6333,4.0241
336,7,MemDRL,37.497,46.777,29.268,0.6335,4.1302
337,7,MemDRL,40.592,44.489,29.791,0.6346,3.9622
338,7,MemDRL,44.415,44.109,28.794,0.6494,3.9091
339,7,MemDRL,42.626,44.634,27.188,0.6255,3.9072
340,7,MemDRL,44.237,43.644,28.139,0.6243,3.7744
341,7,MemDRL,44.196,44.849,30.108,0.6248,3.823
342,7,MemDRL,42.561,44.876,28.411,0.624,3.7812
343,7,MemDRL,40.358,43.588,29.29,0.6249,3.7373
344,7,MemDRL,38.074,44.581,27.921,0.6281,3.7027
345,7,MemDRL,40.779,45.241,26.745,0.6131,3.723
346,7,MemDRL,38.068,48.329,23.693,0.6118,3.7536
347,7,MemDRL,38.332,46.837,24.68,0.6235,3.7295
348,7,MemDRL,37.429,46.118,25.762,0.6238,3.9182
349,7,MemDRL,41.801,44.496,24.445,0.6387,3.7226
350,7,MemDRL,43.531,42.66,24.672,0.6334,3.7966
351,7,MemDRL,41.667,39.898,25.175,0.6196,3.8422
352,7,MemDRL,40.995,40.746,25.732,0.6313,3.8619
353,7,MemDRL,44.695,41.513,25.673,0.6251,3.8562
354,7,MemDRL,48.957,39.17,28.34,0.6416,3.8809
355,7,MemDRL,48.418,40.209,28.736,0.6339,3.8652
356,7,MemDRL,45.758,43.799,31.276,0.6196,4.0804
357,7,MemDRL,47.549,41.224,30.229,0.6389,3.9287
358,7,MemDRL,47.118,42.577,30.857,0.6346,3.9694
359,7,MemDRL,47.062,42.044,31.731,0.6396,3.8532
360,7,MemDRL,45.089,45.052,29.928,0.6261,4.0317
361,7,MemDRL,44.983,45.702,30.078,0.6079,4.0178
362,7,MemDRL,42.673,44.286,31.424,0.6019,3.9725
363,7,MemDRL,43.582,45.842,30.548,0.6222,4.016
364,7,MemDRL,43.163,46.711,29.187,0.6398,4.0266
365,7,MemDRL,43.703,45.212,30.59,0.6505,3.9465
366,7,MemDRL,44.16,45.373,30.682,0.6257,3.8848
367,7,MemDRL,42.263,45.449,30.552,0.6198,3.8582
368,7,MemDRL,42.925,44.567,28.332,0.6188,3.9196
369,7,MemDRL,43.774,46.785,29.579,0.6302,3.8405
370,7,MemDRL,42.501,45.323,32.546,0.613,4.0494
371,7,MemDRL,44.288,45.092,33.043,0.6334,3.9691
372,7,MemDRL,42.5,44.584,31.481,0.6413,3.9678
373,7,MemDRL,40.134,47.133,32.185,0.6251,4.1109
374,7,MemDRL,42.319,44.929,31.364,0.6266,3.9703
375,7,MemDRL,42.727,43.994,30.082,0.6371,4.0287
376,7,MemDRL,44.126,41.414,29.202,0.6448,3.9673
377,7,MemDRL,44.699,41.982,30.32,0.6221,4.0043
378,7,MemDRL,44.058,41.241,29.228,0.6279,3.8908
379,7,MemDRL,43.397,42.183,30.835,0.6162,3.8427
380,7,MemDRL,45.713,44.268,29.904,0.6249,3.817
381,7,MemDRL,43.189,44.825,29.938,0.6172,3.8132
382,7,MemDRL,41.963,45.36,28.608,0.5819,3.928
383,7,MemDRL,44.062,45.333,26.813,0.5931,3.8878
384,7,MemDRL,45.658,45.308,27.2,0.6089,3.8722
385,7,MemDRL,44.287,44.72,25.598,0.6158,3.8503
386,7,MemDRL,43.917,42.778,24.159,0.616,3.8685
387,7,MemDRL,42.67,42.725,26.014,0.5979,3.9196
388,7,MemDRL,43.019,43.416,28.47,0.59,3.8564
389,7,MemDRL,41.282,41.505,26.769,0.5963,3.7738
390,7,MemDRL,41.32,41.685,25.871,0.6049,3.7023
391,7,MemDRL,42.131,41.94,26.671,0.5941,3.7728
392,7,MemDRL,42.356,43.757,27.612,0.5784,3.8257
393,7,MemDRL,42.955,43.454,27.453,0.5743,3.8816
394,7,MemDRL,42.46,44.971,26.27,0.5824,3.763
395,7,MemDRL,41.739,44.536,26.289,0.582,3.6791
396,7,MemDRL,40.924,44.18,25.224,0.5876,3.704
397,7,MemDRL,40.628,45.22,25.501,0.572,3.6923
398,7,MemDRL,43.103,45.673,25.922,0.5976,3.7512
399,7,MemDRL,43.012,45.953,26.758,0.6169,3.7592
400,7,MemDRL,41.213,47.273,26.454,0.6139,3.7484
401,7,MemDRL,44.371,44.985,25.919,0.6204,3.6798
402,7,MemDRL,44.247,44.176,24.55,0.6175,3.6352
403,7,MemDRL,43.834,43.261,25.214,0.6021,3.7072
404,7,MemDRL,41.037,45.427,27.63,0.5965,3.7804
405,7,MemDRL,40.222,47.246,26.894,0.6161,3.8639
406,7,MemDRL,41.185,48.559,28.736,0.627,3.8633
407,7,MemDRL,38.035,47.665,31.972,0.6213,3.8752
408,7,MemDRL,37.973,49.477,29.412,0.6261,4.0208
409,7,MemDRL,40.94,45.057,30.385,0.6442,3.9197
410,7,MemDRL,38.081,46.846,29.686,0.6189,3.958
411,7,MemDRL,41.015,46.591,28.926,0.5986,3.9314
412,7,MemDRL,38.042,49.121,27.586,0.5909,3.9564
413,7,MemDRL,37.184,45.161,26.529,0.5921,3.9213
414,7,MemDRL,39.066,42.654,26.71,0.6045,3.9285
415,7,MemDRL,41.866,43.27,26.904,0.6192,3.8048
416,7,MemDRL,41.603,43.948,26.676,0.6081,3.8958
417,7,MemDRL,38.939,43.387,25.596,0.6232,3.7952
418,7,MemDRL,39.573,44.559,26.64,0.5995,3.9179
419,7,MemDRL,41.184,42.58,27.324,0.6055,3.8306
420,7,MemDRL,42.252,40.882,28.416,0.6174,3.8399
421,7,MemDRL,43.341,43.288,27.297,0.6074,3.8938
422,7,MemDRL,43.601,40.451,24.209,0.5953,3.7881
423,7,MemDRL,43.545,41.528,25.007,0.6283,3.7274
424,7,MemDRL,42.994,42.901,26.109,0.6299,3.7908
425,7,MemDRL,40.299,42.119,26.19,0.6442,3.796
426,7,MemDRL,39.371,41.867,24.168,0.6635,3.7627
427,7,MemDRL,40.885,45.564,24.737,0.6377,3.8232
428,7,MemDRL,45.578,45.63,25.96,0.6711,3.685
429,7,MemDRL,46.421,44.918,26.993,0.6598,3.7596
430,7,MemDRL,45.561,41.486,27.05,0.6691,3.7818
431,7,MemDRL,45.47,42.47,25.54,0.6405,3.8691
432,7,MemDRL,45.488,41.8,23.377,0.6417,3.9051
433,7,MemDRL,46.386,41.44,23.656,0.6703,3.7876
434,7,MemDRL,44.456,42.339,25.153,0.6345,3.7879
435,7,MemDRL,42.41,43.957,26.628,0.6459,3.9022
436,7,MemDRL,39.611,43.136,26.315,0.6455,3.8901
437,7,MemDRL,40.996,44.249,26.368,0.6589,3.8431
