Episode,Scenario,Condition,CM_LateralDeviation_m,Observed_LateralDeviation_m,RelativeDegradation_percent
43,A,RA,0.3747,0.5883,57.03
44,A,RM,0.3812,0.4908,28.78
44,A,RA,0.3919,0.5558,41.82
45,A,RM,0.3828,0.5102,33.29
45,A,RA,0.3876,0.5653,45.85
46,A,RM,0.3681,0.5005,35.98
46,A,RA,0.3961,0.5504,38.96
47,A,RM,0.3805,0.5281,38.81
47,A,RA,0.3894,0.5671,45.63
48,A,RM,0.3768,0.5136,36.32
48,A,RA,0.3971,0.5805,46.17
49,A,RM,0.3875,0.5356,38.21
49,A,RA,0.3805,0.5432,42.76
50,A,RM,0.3649,0.5191,42.25
50,A,RA,0.387,0.5336,37.87
51,A,RM,0.3644,0.4911,34.77
51,A,RA,0.3872,0.5906,52.52
52,A,RM,0.3802,0.5328,40.12
52,A,RA,0.3892,0.5384,38.33
53,A,RM,0.3883,0.5104,31.44
53,A,RA,0.3803,0.5839,53.51
54,A,RM,0.3879,0.5311,36.92
54,A,RA,0.3914,0.5625,43.69
55,A,RM,0.3758,0.5111,36.02
55,A,RA,0.3689,0.5512,49.43
56,A,RM,0.393,0.4864,23.76
56,A,RA,0.398,0.5734,44.06
57,A,RM,0.3606,0.5026,39.38
57,A,RA,0.3894,0.5879,50.98
58,A,RM,0.3769,0.4775,26.69
58,A,RA,0.3869,0.6103,57.76
59,A,RM,0.3642,0.5036,38.26
59,A,RA,0.376,0.5603,49.03
60,A,RM,0.3712,0.5088,37.08
60,A,RA,0.372,0.5595,50.43
61,A,RM,0.3832,0.4937,28.85
61,A,RA,0.3689,0.5261,42.6
62,A,RM,0.3757,0.5275,40.42
62,A,RA,0.3734,0.5933,58.88
63,A,RM,0.374,0.4977,33.06
63,A,RA,0.3887,0.5913,52.11
64,A,RM,0.3865,0.4888,26.46
64,A,RA,0.3802,0.5254,38.19
65,A,RM,0.3699,0.521,40.86
65,A,RA,0.3896,0.5566,42.84
66,A,RM,0.3922,0.5299,35.13
66,A,RA,0.3707,0.5757,55.29
67,A,RM,0.3766,0.4811,27.74
67,A,RA,0.3834,0.5586,45.7
68,A,RM,0.3754,0.4907,30.7
68,A,RA,0.3741,0.549,46.74
69,A,RM,0.3756,0.5407,43.93
69,A,RA,0.3802,0.5541,45.76
70,A,RM,0.385,0.4906,27.45
70,A,RA,0.3811,0.5711,49.87
71,A,RM,0.3811,0.4743,24.45
71,A,RA,0.3822,0.5476,43.24
72,A,RM,0.3755,0.5326,41.84
72,A,RA,0.3823,0.5804,51.82
73,A,RM,0.3791,0.4833,27.49
73,A,RA,0.3829,0.5739,49.87
74,A,RM,0.3886,0.505,29.98
74,A,RA,0.3867,0.5839,50.98
75,A,RM,0.3878,0.5108,31.72
75,A,RA,0.3723,0.5591,50.2
76,A,RM,0.3714,0.5074,36.61
76,A,RA,0.3838,0.5709,48.77
77,A,RM,0.3909,0.5047,29.13
77,A,RA,0.368,0.556,51.11
78,A,RM,0.3748,0.5342,42.53
78,A,RA,0.3711,0.6283,69.29
79,A,RM,0.3701,0.4969,34.26
79,A,RA,0.3634,0.5918,62.83
80,A,RM,0.3895,0.5079,30.4
80,A,RA,0.3881,0.5928,52.76
81,A,RM,0.3813,0.5116,34.16
81,A,RA,0.3974,0.5663,42.5
82,A,RM,0.3777,0.4883,29.3
82,A,RA,0.3951,0.5464,38.28
83,A,RM,0.3855,0.5325,38.11
83,A,RA,0.3666,0.5838,59.23
84,A,RM,0.3816,0.506,32.6
84,A,RA,0.3778,0.5781,52.99
85,A,RM,0.3838,0.5224,36.12
85,A,RA,0.3897,0.5317,36.42
86,A,RM,0.3809,0.4995,31.15
86,A,RA,0.3818,0.5809,52.14
87,A,RM,0.3704,0.5462,47.46
87,A,RA,0.3746,0.597,59.37
88,A,RM,0.386,0.4932,27.77
88,A,RA,0.3757,0.5995,59.56
89,A,RM,0.3811,0.5376,41.08
89,A,RA,0.3829,0.5686,48.51
90,A,RM,0.3734,0.5433,45.5
90,A,RA,0.395,0.5806,46.99
91,A,RM,0.3918,0.5072,29.45
91,A,RA,0.3656,0.588,60.82
92,A,RM,0.3989,0.548,37.39
92,A,RA,0.3765,0.5794,53.87
93,A,RM,0.3861,0.5083,31.64
93,A,RA,0.3772,0.5914,56.77
94,A,RM,0.3744,0.5716,52.65
94,A,RA,0.3892,0.5813,49.36
95,A,RM,0.3828,0.485,26.7
95,A,RA,0.3737,0.575,53.86
96,A,RM,0.3672,0.5109,39.14
96,A,RA,0.3832,0.5609,46.38
97,A,RM,0.3892,0.5363,37.78
97,A,RA,0.385,0.5546,44.05
98,A,RM,0.3874,0.5011,29.33
98,A,RA,0.3707,0.5655,52.57
99,A,RM,0.3758,0.5257,39.9
99,A,RA,0.3915,0.5708,45.8
100,A,RM,0.3706,0.5278,42.44
100,A,RA,0.379,0.5833,53.91
101,A,RM,0.3829,0.5284,38.0
101,A,RA,0.3696,0.5769,56.09
102,A,RM,0.3773,0.4881,29.39
102,A,RA,0.3925,0.572,45.72
103,A,RM,0.3798,0.481,26.65
103,A,RA,0.398,0.56,40.71
104,A,RM,0.3836,0.5082,32.5
104,A,RA,0.3727,0.5563,49.27
105,A,RM,0.3747,0.4872,30.01
105,A,RA,0.3918,0.5678,44.92
106,A,RM,0.3714,0.5083,36.86
106,A,RA,0.3927,0.5681,44.65
107,A,RM,0.3762,0.5057,34.44
107,A,RA,0.374,0.5663,51.41
108,A,RM,0.3793,0.5191,36.85
108,A,RA,0.3808,0.5647,48.28
109,A,RM,0.3884,0.5137,32.26
109,A,RA,0.3849,0.5842,51.8
110,A,RM,0.3865,0.5229,35.28
110,A,RA,0.3742,0.5672,51.56
111,A,RM,0.3667,0.4891,33.38
111,A,RA,0.3812,0.5814,52.51
112,A,RM,0.382,0.5344,39.88
112,A,RA,0.3818,0.557,45.91
113,A,RM,0.3803,0.5036,32.42
113,A,RA,0.3771,0.5478,45.26
114,A,RM,0.3681,0.5527,50.15
114,A,RA,0.3837,0.5444,41.9
115,A,RM,0.3782,0.5077,34.25
115,A,RA,0.3841,0.5592,45.57
116,A,RM,0.3814,0.5212,36.67
116,A,RA,0.3835,0.5947,55.06
117,A,RM,0.3736,0.4877,30.55
117,A,RA,0.3666,0.5809,58.45
118,A,RM,0.3851,0.5168,34.2
118,A,RA,0.3678,0.5684,54.53
119,A,RM,0.3739,0.5248,40.35
119,A,RA,0.3847,0.5739,49.19
120,A,RM,0.3806,0.5184,36.2
120,A,RA,0.3821,0.5546,45.17
121,A,RM,0.3761,0.5125,36.25
121,A,RA,0.384,0.5879,53.11
122,A,RM,0.3609,0.4945,37.02
122,A,RA,0.3791,0.55,45.09
123,A,RM,0.3948,0.4896,24.01
123,A,RA,0.3776,0.5855,55.07
124,A,RM,0.3714,0.5201,40.05
124,A,RA,0.3704,0.5607,51.38
125,A,RM,0.378,0.502,32.8
125,A,RA,0.3741,0.5822,55.61
126,A,RM,0.3817,0.5219,36.72
126,A,RA,0.3894,0.5675,45.73
127,A,RM,0.384,0.5302,38.08
127,A,RA,0.3906,0.5594,43.23
128,A,RM,0.3818,0.548,43.54
128,A,RA,0.3995,0.5722,43.22
129,A,RM,0.3767,0.5037,33.73
129,A,RA,0.3785,0.5899,55.88
130,A,RM,0.3789,0.5487,44.79
130,A,RA,0.3743,0.5684,51.84
131,A,RM,0.3666,0.5195,41.71
131,A,RA,0.3824,0.5458,42.73
132,A,RM,0.3735,0.5364,43.62
132,A,RA,0.3844,0.5588,45.37
133,A,RM,0.3722,0.4922,32.24
133,A,RA,0.3761,0.5702,51.64
134,A,RM,0.3904,0.5463,39.92
134,A,RA,0.3818,0.577,51.12
135,A,RM,0.3747,0.5234,39.69
135,A,RA,0.3822,0.5836,52.7
136,A,RM,0.3812,0.5153,35.18
136,A,RA,0.3784,0.5899,55.9
137,A,RM,0.3834,0.5085,32.62
137,A,RA,0.3855,0.5616,45.69
138,A,RM,0.3951,0.4935,24.9
138,A,RA,0.3842,0.5755,49.78
139,A,RM,0.3805,0.4979,30.85
139,A,RA,0.3823,0.5541,44.94
140,A,RM,0.3877,0.5454,40.68
140,A,RA,0.3821,0.5573,45.84
141,A,RM,0.3769,0.5112,35.63
141,A,RA,0.388,0.5679,46.38
142,A,RM,0.3835,0.5187,35.25
142,A,RA,0.3704,0.5612,51.52
143,A,RM,0.3779,0.5167,36.72
143,A,RA,0.3785,0.5754,52.0
144,A,RM,0.3725,0.4924,32.19
144,A,RA,0.3855,0.5581,44.77
145,A,RM,0.3898,0.5022,28.83
145,A,RA,0.3736,0.564,50.96
146,A,RM,0.3785,0.5011,32.41
146,A,RA,0.386,0.5365,38.99
147,A,RM,0.3853,0.5231,35.78
147,A,RA,0.3736,0.583,56.04
148,A,RM,0.3803,0.5345,40.53
148,A,RA,0.3875,0.5715,47.47
149,A,RM,0.3858,0.509,31.93
149,A,RA,0.3797,0.5848,54.0
150,A,RM,0.3815,0.5206,36.47
150,A,RA,0.3803,0.578,52.01
151,A,RM,0.3857,0.4927,27.76
151,A,RA,0.3819,0.532,39.3
152,A,RM,0.3723,0.5361,44.0
152,A,RA,0.388,0.5442,40.26
153,A,RM,0.3749,0.5009,33.63
153,A,RA,0.371,0.5903,59.1
154,A,RM,0.3794,0.5378,41.74
154,A,RA,0.3838,0.5676,47.89
155,A,RM,0.3784,0.5122,35.36
155,A,RA,0.3872,0.5464,41.13
156,A,RM,0.3831,0.5254,37.15
156,A,RA,0.3652,0.5976,63.65
157,A,RM,0.3827,0.5306,38.65
157,A,RA,0.3858,0.5719,48.25
158,A,RM,0.3751,0.53,41.32
158,A,RA,0.3875,0.557,43.75
159,A,RM,0.3788,0.4984,31.55
159,A,RA,0.3769,0.5968,58.35
160,A,RM,0.3787,0.5008,32.24
160,A,RA,0.3813,0.6058,58.86
161,A,RM,0.383,0.5124,33.77
161,A,RA,0.3781,0.5792,53.2
162,A,RM,0.3626,0.5056,39.42
162,A,RA,0.3712,0.5741,54.66
163,A,RM,0.3783,0.5339,41.14
163,A,RA,0.3756,0.5705,51.88
164,A,RM,0.3784,0.5244,38.56
164,A,RA,0.3755,0.5796,54.33
165,A,RM,0.398,0.5342,34.22
165,A,RA,0.3849,0.5613,45.81
166,A,RM,0.3825,0.5187,35.6
166,A,RA,0.3758,0.595,58.31
167,A,RM,0.3899,0.48,23.11
167,A,RA,0.3745,0.5815,55.3
168,A,RM,0.3638,0.5131,41.04
168,A,RA,0.3793,0.5866,54.68
169,A,RM,0.3729,0.5286,41.76
169,A,RA,0.3567,0.5529,55.0
170,A,RM,0.3812,0.4997,31.08
170,A,RA,0.3791,0.5789,52.69
171,A,RM,0.3886,0.5022,29.22
171,A,RA,0.3809,0.5799,52.24
172,A,RM,0.374,0.5026,34.4
172,A,RA,0.3853,0.5346,38.77
173,A,RM,0.3679,0.5142,39.78
173,A,RA,0.3799,0.5962,56.92
174,A,RM,0.3807,0.4904,28.8
174,A,RA,0.3716,0.5509,48.23
175,A,RM,0.3925,0.5067,29.09
175,A,RA,0.3878,0.5674,46.32
176,A,RM,0.3812,0.4951,29.88
176,A,RA,0.3832,0.5365,40.01
177,A,RM,0.3901,0.5163,32.35
177,A,RA,0.374,0.5928,58.52
178,A,RM,0.3786,0.5192,37.12
178,A,RA,0.3776,0.5265,39.44
179,A,RM,0.3844,0.5001,30.1
179,A,RA,0.3853,0.5713,48.27
180,A,RM,0.3999,0.5006,25.17
180,A,RA,0.3677,0.545,48.21
181,A,RM,0.3775,0.5023,33.06
181,A,RA,0.3828,0.5817,51.98
182,A,RM,0.3815,0.5347,40.17
182,A,RA,0.3972,0.5671,42.78
183,A,RM,0.376,0.5066,34.73
183,A,RA,0.3812,0.5594,46.75
184,A,RM,0.373,0.4891,31.14
184,A,RA,0.3792,0.5652,49.04
185,A,RM,0.3756,0.4852,29.17
185,A,RA,0.39,0.578,48.21
186,A,RM,0.3744,0.5126,36.9
186,A,RA,0.3703,0.552,49.06
187,A,RM,0.3775,0.5408,43.27
187,A,RA,0.3766,0.5826,54.71
188,A,RM,0.3696,0.5304,43.48
188,A,RA,0.3821,0.5492,43.75
189,A,RM,0.3822,0.4989,30.54
189,A,RA,0.382,0.5926,55.15
190,A,RM,0.3904,0.4919,25.97
190,A,RA,0.3715,0.5582,50.26
191,A,RM,0.3916,0.508,29.71
191,A,RA,0.3867,0.6018,55.61
192,A,RM,0.3977,0.4826,21.36
192,A,RA,0.3779,0.6144,62.6
193,A,RM,0.3759,0.5417,44.1
193,A,RA,0.3753,0.5886,56.86
194,A,RM,0.379,0.5384,42.05
194,A,RA,0.3846,0.583,51.57
195,A,RM,0.3756,0.4832,28.64
195,A,RA,0.364,0.5543,52.29
196,A,RM,0.3765,0.4747,26.1
196,A,RA,0.3684,0.568,54.18
197,A,RM,0.3758,0.5207,38.56
197,A,RA,0.3801,0.5957,56.71
198,A,RM,0.3783,0.5373,42.02
198,A,RA,0.3854,0.5616,45.7
199,A,RM,0.3802,0.5047,32.72
199,A,RA,0.3985,0.5753,44.37
200,A,RM,0.3824,0.4921,28.71
200,A,RA,0.3857,0.5883,52.53
201,A,RM,0.3887,0.4883,25.63
201,A,RA,0.3803,0.5777,51.9
202,A,RM,0.3812,0.5447,42.89
202,A,RA,0.3887,0.5936,52.7
203,A,RM,0.3784,0.5182,36.94
203,A,RA,0.3785,0.5529,46.07
204,A,RM,0.3735,0.5071,35.77
204,A,RA,0.3816,0.5321,39.44
205,A,RM,0.3903,0.5085,30.3
205,A,RA,0.3888,0.5699,46.58
206,A,RM,0.3773,0.5172,37.05
206,A,RA,0.3832,0.5647,47.38
207,A,RM,0.3747,0.5031,34.25
207,A,RA,0.3826,0.5827,52.3
208,A,RM,0.3739,0.5219,39.61
208,A,RA,0.379,0.5702,50.43
209,A,RM,0.3706,0.5221,40.88
209,A,RA,0.3929,0.5854,48.98
210,A,RM,0.3716,0.4915,32.28
210,A,RA,0.3781,0.5897,55.94
211,A,RM,0.3903,0.513,31.46
211,A,RA,0.3748,0.5721,52.65
212,A,RM,0.3744,0.5478,46.3
212,A,RA,0.3716,0.5188,39.61
213,A,RM,0.3773,0.5147,36.42
213,A,RA,0.377,0.5579,48.0
214,A,RM,0.3723,0.5115,37.39
214,A,RA,0.3793,0.5805,53.03
215,A,RM,0.3785,0.5106,34.88
215,A,RA,0.3844,0.5896,53.37
216,A,RM,0.3763,0.5132,36.37
216,A,RA,0.3837,0.555,44.64
217,A,RM,0.3743,0.5083,35.81
217,A,RA,0.3806,0.5532,45.33
218,A,RM,0.3801,0.5303,39.52
218,A,RA,0.4073,0.5963,46.38
219,A,RM,0.3812,0.5374,40.96
219,A,RA,0.3823,0.5606,46.65
220,A,RM,0.3802,0.5045,32.68
220,A,RA,0.3744,0.5604,49.7
221,A,RM,0.3763,0.5389,43.2
221,A,RA,0.392,0.5551,41.61
222,A,RM,0.3733,0.5061,35.59
222,A,RA,0.3737,0.5775,54.52
223,A,RM,0.3712,0.4918,32.48
223,A,RA,0.3799,0.5676,49.42
224,A,RM,0.3759,0.4938,31.37
224,A,RA,0.3751,0.5602,49.35
225,A,RM,0.3755,0.5131,36.65
225,A,RA,0.3809,0.5513,44.75
226,A,RM,0.3857,0.5394,39.85
226,A,RA,0.3865,0.5854,51.45
227,A,RM,0.3786,0.5005,32.21
227,A,RA,0.3726,0.5674,52.29
228,A,RM,0.3854,0.5515,43.1
228,A,RA,0.3899,0.5705,46.32
229,A,RM,0.3832,0.5119,33.6
229,A,RA,0.3812,0.583,52.94
230,A,RM,0.3789,0.5295,39.77
230,A,RA,0.3875,0.6004,54.96
231,A,RM,0.3866,0.5093,31.75
231,A,RA,0.3902,0.5735,46.96
232,A,RM,0.3817,0.5071,32.84
232,A,RA,0.3714,0.5522,48.67
233,A,RM,0.3796,0.5178,36.39
233,A,RA,0.3641,0.5702,56.62
234,A,RM,0.3885,0.5207,34.02
234,A,RA,0.3602,0.5725,58.91
235,A,RM,0.3821,0.5038,31.83
235,A,RA,0.3835,0.5855,52.66
236,A,RM,0.38,0.5133,35.1
236,A,RA,0.3595,0.5733,59.48
237,A,RM,0.3639,0.5076,39.5
237,A,RA,0.3843,0.5723,48.89
238,A,RM,0.3703,0.5235,41.38
238,A,RA,0.393,0.574,46.05
239,A,RM,0.3991,0.5189,30.04
239,A,RA,0.3794,0.5821,53.41
240,A,RM,0.3617,0.5244,44.99
240,A,RA,0.3719,0.543,45.99
241,A,RM,0.3919,0.4749,21.19
241,A,RA,0.3874,0.5664,46.21
242,A,RM,0.3699,0.5222,41.18
242,A,RA,0.3844,0.5806,51.02
243,A,RM,0.3737,0.4976,33.17
243,A,RA,0.377,0.5599,48.53
244,A,RM,0.3744,0.5323,42.18
244,A,RA,0.3695,0.5394,45.99
245,A,RM,0.3772,0.5139,36.23
245,A,RA,0.3787,0.5691,50.27
246,A,RM,0.3819,0.5393,41.23
246,A,RA,0.3793,0.5722,50.85
247,A,RM,0.3764,0.4798,27.46
247,A,RA,0.3732,0.5586,49.7
248,A,RM,0.3607,0.5012,38.94
248,A,RA,0.3823,0.5831,52.51
249,A,RM,0.3741,0.4817,28.75
249,A,RA,0.3635,0.5727,57.53
250,A,RM,0.3784,0.5223,38.05
250,A,RA,0.3856,0.5678,47.26
251,A,RM,0.3792,0.517,36.32
251,A,RA,0.3848,0.5839,51.73
252,A,RM,0.3837,0.5274,37.43
252,A,RA,0.3792,0.5553,46.44
253,A,RM,0.376,0.5316,41.41
253,A,RA,0.3817,0.5902,54.64
254,A,RM,0.3906,0.5147,31.77
254,A,RA,0.3739,0.5805,55.27
255,A,RM,0.3725,0.4724,26.82
255,A,RA,0.3868,0.5551,43.49
256,A,RM,0.3872,0.5208,34.51
256,A,RA,0.3804,0.5779,51.92
257,A,RM,0.3738,0.5274,41.11
257,A,RA,0.3745,0.5587,49.17
258,A,RM,0.3773,0.5322,41.07
258,A,RA,0.3789,0.5629,48.54
259,A,RM,0.3669,0.5067,38.12
259,A,RA,0.3827,0.5652,47.69
260,A,RM,0.3746,0.5227,39.55
260,A,RA,0.3732,0.5568,49.18
261,A,RM,0.3836,0.5168,34.73
261,A,RA,0.3816,0.5752,50.71
262,A,RM,0.3811,0.5211,36.75
262,A,RA,0.3628,0.5711,57.38
263,A,RM,0.384,0.5215,35.8
263,A,RA,0.3819,0.5541,45.08
264,A,RM,0.3717,0.5364,44.29
264,A,RA,0.405,0.5387,33.03
265,A,RM,0.3842,0.5188,35.04
265,A,RA,0.3809,0.5454,43.16
266,A,RM,0.3666,0.5312,44.91
266,A,RA,0.3877,0.5572,43.7
267,A,RM,0.3848,0.5009,30.17
267,A,RA,0.3805,0.5667,48.92
268,A,RM,0.3922,0.484,23.42
268,A,RA,0.3657,0.5601,53.15
269,A,RM,0.3773,0.5375,42.46
269,A,RA,0.3741,0.5661,51.33
270,A,RM,0.3814,0.515,35.02
270,A,RA,0.3937,0.5735,45.67
271,A,RM,0.3743,0.5107,36.46
271,A,RA,0.3906,0.5796,48.39
272,A,RM,0.3782,0.5097,34.75
272,A,RA,0.3809,0.5794,52.11
273,A,RM,0.3838,0.4914,28.02
273,A,RA,0.3635,0.6005,65.19
274,A,RM,0.3748,0.4954,32.2
274,A,RA,0.3675,0.5822,58.43
275,A,RM,0.3783,0.532,40.62
275,A,RA,0.3748,0.5693,51.89
276,A,RM,0.3831,0.5067,32.28
276,A,RA,0.3871,0.5906,52.57
277,A,RM,0.3759,0.4933,31.26
277,A,RA,0.3779,0.5612,48.52
278,A,RM,0.3778,0.4847,28.31
278,A,RA,0.3877,0.5668,46.21
279,A,RM,0.3686,0.503,36.46
279,A,RA,0.3704,0.569,53.62
280,A,RM,0.3767,0.5484,45.59
280,A,RA,0.3646,0.5629,54.41
281,A,RM,0.3846,0.5468,42.18
281,A,RA,0.3853,0.5694,47.77
282,A,RM,0.3834,0.5132,33.84
282,A,RA,0.3764,0.5563,47.78
283,A,RM,0.3728,0.5205,39.62
283,A,RA,0.3872,0.5918,52.85
284,A,RM,0.3829,0.5311,38.7
284,A,RA,0.3713,0.5238,41.09
285,A,RM,0.3833,0.5273,37.58
285,A,RA,0.3848,0.5492,42.73
286,A,RM,0.3742,0.4904,31.03
286,A,RA,0.3751,0.5766,53.7
287,A,RM,0.3685,0.4895,32.83
287,A,RA,0.3729,0.6113,63.94
288,A,RM,0.3798,0.5089,33.97
288,A,RA,0.3677,0.5346,45.36
289,A,RM,0.38,0.526,38.42
289,A,RA,0.3785,0.566,49.53
290,A,RM,0.3699,0.5198,40.52
290,A,RA,0.3834,0.5502,43.5
291,A,RM,0.3686,0.505,37.0
291,A,RA,0.3773,0.5666,50.2
292,A,RM,0.3731,0.5413,45.07
292,A,RA,0.3882,0.5855,50.81
293,A,RM,0.3796,0.5078,33.78
293,A,RA,0.3838,0.6129,59.71
294,A,RM,0.3919,0.5218,33.12
294,A,RA,0.372,0.5689,52.92
295,A,RM,0.3812,0.5275,38.38
295,A,RA,0.3862,0.5709,47.81
296,A,RM,0.3916,0.5027,28.37
296,A,RA,0.3768,0.5928,57.33
297,A,RM,0.3803,0.5273,38.65
297,A,RA,0.3751,0.5574,48.61
298,A,RM,0.3547,0.5139,44.85
298,A,RA,0.3748,0.5772,54.01
299,A,RM,0.3896,0.5399,38.57
299,A,RA,0.3948,0.5381,36.29
300,A,RM,0.3842,0.5267,37.11
300,A,RA,0.3814,0.5935,55.63
301,A,RM,0.377,0.4934,30.86
301,A,RA,0.3784,0.5783,52.81
302,A,RM,0.3752,0.5358,42.79
302,A,RA,0.3763,0.5785,53.71
303,A,RM,0.3697,0.5336,44.36
303,A,RA,0.3862,0.5512,42.7
304,A,RM,0.3869,0.5323,37.57
304,A,RA,0.3773,0.5715,51.46
305,A,RM,0.3837,0.479,24.83
305,A,RA,0.3844,0.5523,43.68
306,A,RM,0.3819,0.4699,23.05
306,A,RA,0.3689,0.5518,49.57
307,A,RM,0.3796,0.5343,40.77
307,A,RA,0.3754,0.5638,50.17
308,A,RM,0.3721,0.5061,36.03
308,A,RA,0.3702,0.5889,59.09
309,A,RM,0.362,0.5028,38.9
309,A,RA,0.3826,0.5497,43.69
310,A,RM,0.3765,0.5064,34.51
310,A,RA,0.3647,0.5756,57.82
311,A,RM,0.381,0.5265,38.2
311,A,RA,0.3877,0.566,46.01
312,A,RM,0.3806,0.5187,36.27
312,A,RA,0.3872,0.5836,50.71
313,A,RM,0.382,0.4817,26.11
313,A,RA,0.3756,0.5821,54.99
314,A,RM,0.3752,0.5386,43.56
314,A,RA,0.3809,0.5642,48.11
315,A,RM,0.3802,0.5229,37.52
315,A,RA,0.386,0.5782,49.79
316,A,RM,0.3654,0.5166,41.38
316,A,RA,0.3797,0.5601,47.49
317,A,RM,0.4038,0.4966,22.99
317,A,RA,0.3938,0.6041,53.38
318,A,RM,0.3881,0.4978,28.28
318,A,RA,0.3873,0.606,56.45
319,A,RM,0.3794,0.5395,42.19
319,A,RA,0.3754,0.5937,58.16
320,A,RM,0.3712,0.4999,34.66
320,A,RA,0.3738,0.5518,47.6
321,A,RM,0.3728,0.5096,36.72
321,A,RA,0.3903,0.5612,43.77
322,A,RM,0.3881,0.5045,29.99
322,A,RA,0.386,0.5439,40.89
323,A,RM,0.3828,0.476,24.34
323,A,RA,0.3746,0.5789,54.54
324,A,RM,0.3861,0.5255,36.11
324,A,RA,0.383,0.5515,43.97
325,A,RM,0.3783,0.5658,49.56
325,A,RA,0.3851,0.5753,49.39
326,A,RM,0.3816,0.5053,32.41
326,A,RA,0.3872,0.5927,53.05
327,A,RM,0.3785,0.5538,46.31
327,A,RA,0.3765,0.6063,61.03
328,A,RM,0.3646,0.4959,36.03
328,A,RA,0.3705,0.5526,49.14
329,A,RM,0.3908,0.5035,28.85
329,A,RA,0.3734,0.5736,53.61
330,A,RM,0.3801,0.5147,35.4
330,A,RA,0.3816,0.5937,55.58
331,A,RM,0.3745,0.4933,31.71
331,A,RA,0.3819,0.5821,52.43
332,A,RM,0.3846,0.5118,33.09
332,A,RA,0.3725,0.5914,58.77
333,A,RM,0.3801,0.5212,37.11
333,A,RA,0.3776,0.568,50.42
334,A,RM,0.3725,0.4992,34.01
