episode,seed,method,scenario,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
114,3,STARNav,B,31.732,43.273,31.058,0.4146,3.1366
115,3,STARNav,B,30.911,42.75,29.783,0.4195,3.0271
116,3,STARNav,B,30.326,40.847,30.195,0.4153,2.995
117,3,STARNav,B,30.694,40.494,29.576,0.3933,2.9758
118,3,STARNav,B,29.883,40.765,29.493,0.3805,3.1683
119,3,STARNav,B,31.522,40.415,32.065,0.3693,3.1898
120,3,STARNav,B,29.977,43.161,33.361,0.3523,3.1332
121,3,STARNav,B,31.477,43.308,33.6,0.3706,3.1304
122,3,STARNav,B,31.739,43.512,32.937,0.3882,3.2531
123,3,STARNav,B,31.288,43.065,31.309,0.3793,3.349
124,3,STARNav,B,29.834,41.265,31.994,0.4,3.317
125,3,STARNav,B,32.389,42.726,31.472,0.4096,3.2953
126,3,STARNav,B,31.497,40.749,32.44,0.4005,3.2806
127,3,STARNav,B,29.343,39.91,32.375,0.4065,3.3593
128,3,STARNav,B,30.323,40.796,31.267,0.4191,3.4055
129,3,STARNav,B,30.278,41.223,30.733,0.4276,3.387
130,3,STARNav,B,31.016,41.51,32.042,0.4046,3.3625
131,3,STARNav,B,31.612,41.637,32.007,0.4099,3.334
132,3,STARNav,B,31.285,42.786,31.116,0.4018,3.2683
133,3,STARNav,B,31.656,42.708,30.997,0.4041,3.2597
134,3,STARNav,B,29.466,42.01,31.956,0.3843,3.2576
135,3,STARNav,B,30.894,42.197,31.666,0.3907,3.2555
136,3,STARNav,B,29.67,44.264,34.37,0.3842,3.1252
137,3,STARNav,B,31.154,44.911,32.894,0.3695,3.1123
138,3,STARNav,B,30.391,44.767,32.826,0.3766,3.1617
139,3,STARNav,B,31.574,44.433,32.648,0.3584,3.1184
140,3,STARNav,B,30.92,41.972,32.132,0.3706,3.0524
141,3,STARNav,B,31.854,44.675,31.604,0.3686,3.0065
142,3,STARNav,B,33.653,45.396,30.764,0.3671,3.0322
143,3,STARNav,B,33.685,43.877,33.827,0.3672,3.0947
144,3,STARNav,B,31.845,42.85,34.388,0.3806,3.0128
145,3,STARNav,B,33.661,43.106,32.13,0.3842,2.944
146,3,STARNav,B,30.969,43.307,31.392,0.3999,2.9339
147,3,STARNav,B,34.098,44.131,31.286,0.4106,2.9636
148,3,STARNav,B,34.358,43.864,32.318,0.4063,2.9253
149,3,STARNav,B,32.327,43.135,31.556,0.3996,2.9802
150,3,STARNav,B,31.654,42.982,31.347,0.4059,3.0963
151,3,STARNav,B,34.01,42.889,29.025,0.4093,3.0434
152,3,STARNav,B,32.038,43.744,30.74,0.4093,3.084
153,3,STARNav,B,31.172,42.798,30.444,0.4219,3.0912
154,3,STARNav,B,30.748,41.778,30.711,0.4052,3.1696
155,3,STARNav,B,30.945,42.014,31.972,0.4126,3.2149
156,3,STARNav,B,30.643,40.862,32.457,0.4061,3.1125
157,3,STARNav,B,32.013,42.903,32.995,0.4048,3.1048
158,3,STARNav,B,29.413,43.583,31.841,0.3849,3.14
159,3,STARNav,B,30.765,43.564,30.995,0.3988,3.0407
160,3,STARNav,B,31.468,44.514,30.447,0.4001,3.0278
161,3,STARNav,B,32.784,44.361,32.641,0.4063,2.9551
162,3,STARNav,B,33.483,44.981,31.836,0.4079,3.0266
163,3,STARNav,B,31.902,44.051,32.569,0.4089,2.9975
164,3,STARNav,B,29.296,44.379,33.112,0.4005,2.9395
165,3,STARNav,B,32.07,44.326,31.979,0.4007,2.9821
166,3,STARNav,B,30.157,43.695,30.569,0.3929,2.9715
167,3,STARNav,B,29.169,44.239,30.538,0.4052,2.9818
168,3,STARNav,B,29.674,45.636,31.723,0.4268,3.0295
169,3,STARNav,B,29.634,45.684,32.742,0.4227,3.0716
170,3,STARNav,B,28.575,45.797,33.288,0.4062,3.0744
171,3,STARNav,B,30.12,44.266,31.92,0.4127,3.011
172,3,STARNav,B,29.827,44.272,31.505,0.4274,2.9693
173,3,STARNav,B,31.181,42.127,31.451,0.4192,3.049
174,3,STARNav,B,33.233,40.157,30.91,0.4179,3.0944
175,3,STARNav,B,33.233,40.63,32.911,0.4119,3.1115
176,3,STARNav,B,32.223,43.244,32.729,0.4128,3.0581
177,3,STARNav,B,33.563,42.969,31.695,0.4211,3.0471
178,3,STARNav,B,34.391,42.232,31.328,0.4111,3.022
179,3,STARNav,B,30.919,39.165,31.205,0.4066,3.1045
180,3,STARNav,B,30.47,40.435,31.961,0.3932,3.1007
181,3,STARNav,B,29.873,40.807,32.315,0.3821,3.1123
182,3,STARNav,B,29.867,40.955,32.772,0.3809,3.1628
183,3,STARNav,B,30.843,40.579,31.481,0.3762,3.1591
184,3,STARNav,B,30.356,39.988,31.409,0.3856,3.1623
185,3,STARNav,B,31.716,39.748,32.604,0.379,3.1384
186,3,STARNav,B,32.861,40.762,31.719,0.3983,2.9914
187,3,STARNav,B,32.275,40.925,32.981,0.3973,2.9511
188,3,STARNav,B,32.334,40.411,34.039,0.4062,2.9196
189,3,STARNav,B,30.819,41.005,33.747,0.4103,2.8191
190,3,STARNav,B,28.852,42.141,34.292,0.4067,2.8782
191,3,STARNav,B,31.454,42.189,33.864,0.4343,2.9204
192,3,STARNav,B,31.518,40.845,34.479,0.4104,2.9911
193,3,STARNav,B,32.762,42.632,33.928,0.4087,3.0438
194,3,STARNav,B,29.892,42.374,34.125,0.4231,3.0401
195,3,STARNav,B,33.112,40.008,32.939,0.427,3.0325
196,3,STARNav,B,33.146,41.393,33.184,0.4109,3.03
197,3,STARNav,B,33.378,41.188,31.44,0.4214,2.9296
198,3,STARNav,B,33.112,41.479,31.372,0.4352,2.9001
199,3,STARNav,B,32.693,41.637,32.149,0.4292,3.0022
200,3,STARNav,B,33.315,41.723,34.619,0.4348,3.0185
201,3,STARNav,B,33.066,40.497,33.023,0.4288,3.0681
202,3,STARNav,B,33.301,40.216,32.421,0.4251,3.0302
203,3,STARNav,B,35.966,39.146,32.145,0.3948,2.9645
204,3,STARNav,B,33.865,39.373,31.976,0.4111,2.9471
205,3,STARNav,B,33.102,39.14,32.14,0.4038,3.0275
206,3,STARNav,B,31.545,36.668,32.301,0.3976,2.9456
207,3,STARNav,B,31.708,35.21,32.96,0.3929,2.9458
208,3,STARNav,B,31.242,34.497,34.104,0.3849,2.9906
209,3,STARNav,B,31.528,34.557,35.048,0.3754,3.0526
210,3,STARNav,B,30.418,35.874,33.705,0.3678,3.134
211,3,STARNav,B,29.186,37.194,35.178,0.3906,3.1446
212,3,STARNav,B,30.053,37.506,35.2,0.3932,3.169
213,3,STARNav,B,28.526,37.747,34.533,0.3808,3.0708
214,3,STARNav,B,31.746,38.579,34.561,0.3831,3.0988
215,3,STARNav,B,31.73,41.285,33.457,0.3977,3.0109
216,3,STARNav,B,31.874,39.866,35.293,0.3867,3.0298
217,3,STARNav,B,32.075,38.484,35.472,0.3743,3.1006
218,3,STARNav,B,31.459,37.697,33.54,0.3876,3.0766
219,3,STARNav,B,31.623,37.671,33.797,0.3968,3.0418
220,3,STARNav,B,33.437,40.173,33.903,0.4032,3.0399
221,3,STARNav,B,33.203,39.785,33.77,0.4009,3.0107
222,3,STARNav,B,32.814,39.176,34.071,0.3983,3.1168
223,3,STARNav,B,29.665,38.493,33.04,0.4009,3.0749
224,3,STARNav,B,32.421,38.741,30.611,0.3956,2.9941
225,3,STARNav,B,31.761,39.365,31.073,0.3864,3.0212
226,3,STARNav,B,33.056,39.325,32.687,0.3874,2.9485
227,3,STARNav,B,31.347,39.023,31.775,0.397,2.932
228,3,STARNav,B,29.953,40.217,30.787,0.4062,2.9617
229,3,STARNav,B,30.582,40.478,30.346,0.4202,2.9048
230,3,STARNav,B,31.702,41.897,30.955,0.4175,2.9239
231,3,STARNav,B,31.677,43.184,31.303,0.4271,2.9675
232,3,STARNav,B,31.316,44.376,30.594,0.4404,2.9306
233,3,STARNav,B,30.791,43.494,32.46,0.4461,2.9053
234,3,STARNav,B,32.982,42.002,33.515,0.4478,2.9458
235,3,STARNav,B,32.201,41.258,34.303,0.4696,2.9886
236,3,STARNav,B,33.335,41.154,33.416,0.4691,3.0234
237,3,STARNav,B,35.244,41.835,31.919,0.4558,2.9632
238,3,STARNav,B,34.08,40.486,31.203,0.4393,2.9589
239,3,STARNav,B,35.744,40.216,29.503,0.4358,2.9738
240,3,STARNav,B,36.494,40.471,27.964,0.4354,2.9452
241,3,STARNav,B,34.505,40.882,28.188,0.4396,2.8257
242,3,STARNav,B,34.378,40.779,27.682,0.434,2.7827
243,3,STARNav,B,33.094,41.08,27.292,0.4145,2.8276
244,3,STARNav,B,33.537,40.316,25.055,0.4131,2.8583
245,3,STARNav,B,33.069,39.465,26.165,0.4391,2.8401
246,3,STARNav,B,35.454,39.212,28.887,0.4233,2.8295
247,3,STARNav,B,36.419,39.14,28.233,0.435,2.7988
248,3,STARNav,B,37.059,37.549,27.158,0.434,2.8747
249,3,STARNav,B,37.459,39.433,27.295,0.4346,2.8362
250,3,STARNav,B,38.08,41.891,29.48,0.4416,2.7378
251,3,STARNav,B,37.525,41.566,30.948,0.4235,2.8707
252,3,STARNav,B,35.921,40.587,29.89,0.4144,2.8462
253,3,STARNav,B,36.733,40.188,29.904,0.4264,2.8336
254,3,STARNav,B,35.508,41.38,29.336,0.4242,2.8541
255,3,STARNav,B,36.388,41.263,29.699,0.429,2.8363
256,3,STARNav,B,36.737,40.057,28.457,0.4324,2.8385
257,3,STARNav,B,36.84,38.938,29.133,0.437,2.7936
258,3,STARNav,B,35.454,38.052,29.4,0.4201,2.839
259,3,STARNav,B,33.802,38.339,29.671,0.4261,2.8347
260,3,STARNav,B,34.828,39.13,29.057,0.4311,2.9248
261,3,STARNav,B,34.128,39.054,27.8,0.4257,2.8928
262,3,STARNav,B,35.948,39.629,27.887,0.4325,2.8606
263,3,STARNav,B,36.342,40.286,26.948,0.3943,2.8181
264,3,STARNav,B,37.624,40.894,27.23,0.406,2.8052
265,3,STARNav,B,37.212,40.57,29.313,0.4019,2.8894
266,3,STARNav,B,38.599,38.895,28.929,0.4145,2.9194
267,3,STARNav,B,36.452,40.286,29.819,0.4316,2.9298
268,3,STARNav,B,36.616,39.055,30.967,0.4266,2.9795
269,3,STARNav,B,35.745,38.851,29.302,0.4323,3.0569
270,3,STARNav,B,34.691,39.756,27.654,0.4409,2.9408
271,3,STARNav,B,35.967,40.565,27.416,0.4481,2.8913
272,3,STARNav,B,33.563,39.054,26.783,0.452,2.8525
273,3,STARNav,B,35.008,39.523,25.456,0.4433,2.8496
274,3,STARNav,B,33.478,39.165,26.02,0.4195,2.8033
275,3,STARNav,B,31.458,37.738,28.259,0.3985,2.7754
276,3,STARNav,B,31.832,39.834,26.126,0.3913,2.8611
277,3,STARNav,B,32.295,39.875,24.67,0.4069,2.9439
278,3,STARNav,B,33.338,38.903,24.258,0.4101,2.874
279,3,STARNav,B,34.32,38.24,24.933,0.4124,2.9329
280,3,STARNav,B,32.251,38.293,26.353,0.4378,2.9707
281,3,STARNav,B,32.839,38.842,25.337,0.4331,2.9538
282,3,STARNav,B,33.825,38.388,27.381,0.4428,2.9596
283,3,STARNav,B,32.55,38.971,26.818,0.4346,2.9212
284,3,STARNav,B,32.432,38.145,28.16,0.4383,2.9254
285,3,STARNav,B,36.615,35.788,27.944,0.4434,2.9057
286,3,STARNav,B,37.802,37.195,27.75,0.4391,2.9388
287,3,STARNav,B,36.332,37.506,30.038,0.4325,2.935
288,3,STARNav,B,38.703,36.048,28.65,0.4355,2.8695
289,3,STARNav,B,37.333,35.963,28.711,0.4381,2.8538
290,3,STARNav,B,37.853,36.392,30.469,0.4367,3.003
291,3,STARNav,B,36.412,37.238,31.768,0.4507,2.9425
292,3,STARNav,B,38.81,37.135,33.513,0.4414,3.0072
293,3,STARNav,B,39.126,36.933,32.327,0.4499,2.988
294,3,STARNav,B,39.503,34.669,30.425,0.4461,2.9708
295,3,STARNav,B,39.518,34.856,30.463,0.4233,2.83
296,3,STARNav,B,39.739,36.223,28.371,0.4359,2.8775
297,3,STARNav,B,39.877,37.36,28.03,0.4492,2.831
298,3,STARNav,B,37.819,37.705,28.039,0.4596,2.8372
299,3,STARNav,B,34.391,39.923,27.2,0.4437,2.846
300,3,STARNav,B,35.288,38.712,27.753,0.4297,2.8628
301,3,STARNav,B,35.953,38.319,30.775,0.4343,2.8738
302,3,STARNav,B,36.25,39.856,31.891,0.4536,2.888
303,3,STARNav,B,36.229,40.323,32.233,0.4395,2.8888
304,3,STARNav,B,33.903,40.874,30.948,0.416,2.8514
305,3,STARNav,B,35.061,40.418,31.573,0.4182,2.8853
306,3,STARNav,B,34.175,41.371,31.363,0.4195,2.9303
307,3,STARNav,B,34.04,41.507,33.611,0.4294,2.897
308,3,STARNav,B,33.354,39.819,32.195,0.4335,2.889
309,3,STARNav,B,33.557,40.503,31.9,0.4355,2.8933
310,3,STARNav,B,35.911,39.254,30.18,0.4458,2.8485
311,3,STARNav,B,35.728,37.429,31.964,0.4559,2.762
312,3,STARNav,B,33.998,37.337,31.442,0.467,2.7652
313,3,STARNav,B,33.349,36.642,32.167,0.4743,2.7784
314,3,STARNav,B,34.547,34.572,32.198,0.4693,2.7796
315,3,STARNav,B,33.951,32.882,31.761,0.4677,2.8806
316,3,STARNav,B,35.485,34.888,31.138,0.4668,2.8848
317,3,STARNav,B,34.322,36.134,31.557,0.4543,2.8066
318,3,STARNav,B,31.855,35.6,30.02,0.4387,2.7904
319,3,STARNav,B,32.819,36.052,31.181,0.4303,2.6966
320,3,STARNav,B,33.64,34.958,31.008,0.4233,2.7406
321,3,STARNav,B,33.686,35.974,29.441,0.4124,2.7126
322,3,STARNav,B,32.832,35.696,31.724,0.4164,2.6329
323,3,STARNav,B,31.935,36.545,31.471,0.424,2.6781
324,3,STARNav,B,33.097,36.394,29.611,0.4115,2.7039
325,3,STARNav,B,35.451,35.814,30.303,0.403,2.7545
326,3,STARNav,B,37.671,38.23,31.355,0.408,2.5476
327,3,STARNav,B,36.969,38.424,31.243,0.4237,2.6167
328,3,STARNav,B,36.522,38.594,28.429,0.4086,2.7034
329,3,STARNav,B,35.414,40.655,26.632,0.409,2.6581
330,3,STARNav,B,35.406,41.026,27.696,0.4122,2.72
331,3,STARNav,B,34.923,40.703,27.567,0.4294,2.7572
332,3,STARNav,B,35.312,39.702,28.07,0.4435,2.6917
333,3,STARNav,B,34.139,39.637,28.006,0.4443,2.6827
334,3,STARNav,B,35.481,38.829,29.14,0.4406,2.6918
335,3,STARNav,B,37.003,39.575,30.189,0.4464,2.8034
336,3,STARNav,B,37.821,38.334,28.745,0.4357,2.7899
337,3,STARNav,B,37.656,38.188,28.455,0.4425,2.8998
338,3,STARNav,B,39.619,38.016,28.923,0.434,2.9445
339,3,STARNav,B,38.834,36.746,27.526,0.432,2.8871
340,3,STARNav,B,36.707,38.262,27.51,0.4334,2.8138
341,3,STARNav,B,38.44,37.477,28.199,0.4402,2.7765
342,3,STARNav,B,36.433,36.156,28.758,0.4466,2.7177
343,3,STARNav,B,35.672,35.853,29.303,0.4597,2.7684
344,3,STARNav,B,36.71,39.285,29.154,0.4682,2.8704
345,3,STARNav,B,36.068,38.842,29.521,0.4673,2.8258
346,3,STARNav,B,36.306,38.052,29.918,0.4609,2.816
347,3,STARNav,B,36.523,39.353,29.446,0.4526,2.8037
348,3,STARNav,B,34.028,40.795,28.698,0.4593,2.8198
349,3,STARNav,B,34.061,40.942,27.648,0.4664,2.8035
350,3,STARNav,B,34.368,40.506,27.743,0.4557,2.805
351,3,STARNav,B,34.773,39.214,27.774,0.4609,2.7604
352,3,STARNav,B,35.524,38.092,28.564,0.4783,2.6799
353,3,STARNav,B,36.678,36.753,29.214,0.4721,2.6712
354,3,STARNav,B,37.353,37.179,27.495,0.4582,2.6735
355,3,STARNav,B,37.911,39.458,28.676,0.4743,2.7384
356,3,STARNav,B,39.208,40.252,29.109,0.4705,2.7607
357,3,STARNav,B,40.501,38.491,28.299,0.4558,2.7866
358,3,STARNav,B,41.238,38.994,27.71,0.453,2.8287
359,3,STARNav,B,38.976,39.45,27.724,0.458,2.8315
360,3,STARNav,B,39.931,36.805,28.84,0.4566,2.8445
361,3,STARNav,B,39.01,35.752,30.108,0.4415,2.7936
362,3,STARNav,B,37.035,37.051,29.662,0.4299,2.8594
363,3,STARNav,B,35.142,36.894,28.745,0.4407,2.8629
364,3,STARNav,B,35.566,36.357,29.148,0.4265,2.857
365,3,STARNav,B,36.031,36.562,29.459,0.4332,2.814
366,3,STARNav,B,36.078,37.897,29.882,0.4435,2.8269
367,3,STARNav,B,35.141,38.575,30.002,0.4457,2.8671
368,3,STARNav,B,36.622,39.014,29.209,0.4354,2.8224
369,3,STARNav,B,35.984,39.17,29.894,0.4543,2.844
370,3,STARNav,B,34.519,40.433,29.914,0.4662,2.9094
371,3,STARNav,B,32.607,38.767,28.334,0.4694,2.7318
372,3,STARNav,B,33.238,39.132,26.799,0.4717,2.7283
373,3,STARNav,B,35.441,38.336,26.61,0.4736,2.6447
374,3,STARNav,B,33.121,38.291,25.929,0.4578,2.7001
375,3,STARNav,B,32.432,37.621,28.83,0.4606,2.8096
376,3,STARNav,B,33.747,39.004,29.686,0.468,2.8192
377,3,STARNav,B,30.398,36.831,28.974,0.478,2.7402
378,3,STARNav,B,29.886,38.537,29.972,0.5012,2.7523
379,3,STARNav,B,30.764,38.623,31.076,0.4986,2.7759
380,3,STARNav,B,31.77,37.926,29.85,0.4801,2.8175
381,3,STARNav,B,32.04,40.281,30.244,0.4714,2.7835
382,3,STARNav,B,35.013,41.51,31.14,0.4744,2.7665
383,3,STARNav,B,34.429,39.738,31.365,0.4636,2.7572
384,3,STARNav,B,32.445,40.963,30.211,0.4526,2.7365
385,3,STARNav,B,34.586,39.015,29.215,0.4585,2.8322
386,3,STARNav,B,34.766,39.164,28.978,0.4659,2.8566
387,3,STARNav,B,35.914,39.35,29.348,0.4567,2.8111
388,3,STARNav,B,35.115,38.064,28.872,0.4495,2.8523
389,3,STARNav,B,35.318,36.731,29.705,0.4414,2.9616
390,3,STARNav,B,35.851,37.906,30.315,0.4585,2.9403
391,3,STARNav,B,36.497,37.795,30.165,0.4611,2.9167
392,3,STARNav,B,36.274,38.848,30.106,0.477,2.9812
393,3,STARNav,B,37.652,39.574,28.53,0.4709,3.0211
394,3,STARNav,B,38.904,38.855,28.258,0.4787,2.9777
395,3,STARNav,B,37.131,38.592,30.051,0.4759,2.9105
396,3,STARNav,B,35.564,37.206,28.369,0.4662,2.8124
397,3,STARNav,B,38.485,38.002,28.846,0.4601,2.7212
398,3,STARNav,B,38.527,37.437,30.819,0.4733,2.7795
399,3,STARNav,B,37.998,37.467,30.51,0.4806,2.7006
400,3,STARNav,B,38.183,37.33,30.239,0.4733,2.6648
401,3,STARNav,B,37.231,38.531,29.886,0.4881,2.7637
402,3,STARNav,B,36.191,39.152,28.874,0.4829,2.8438
403,3,STARNav,B,37.037,39.193,28.606,0.5166,2.8204
404,3,STARNav,B,35.691,37.335,29.895,0.4942,2.7462
405,3,STARNav,B,35.37,36.846,29.74,0.4861,2.7046
406,3,STARNav,B,35.124,38.79,30.376,0.4908,2.7615
407,3,STARNav,B,36.097,39.187,29.549,0.4908,2.7132
408,3,STARNav,B,37.72,39.584,29.802,0.4777,2.6515
409,3,STARNav,B,38.521,41.02,29.157,0.4805,2.6531
410,3,STARNav,B,39.359,40.117,29.75,0.4848,2.5752
411,3,STARNav,B,40.464,39.841,26.79,0.4699,2.5156
412,3,STARNav,B,37.679,38.731,27.615,0.4608,2.5531
413,3,STARNav,B,37.562,37.885,26.43,0.4704,2.482
414,3,STARNav,B,38.417,36.807,25.871,0.4621,2.457
415,3,STARNav,B,39.362,36.443,24.896,0.4568,2.5708
416,3,STARNav,B,39.311,36.286,24.8,0.457,2.6209
417,3,STARNav,B,37.834,36.341,24.501,0.4517,2.7036
418,3,STARNav,B,37.272,35.114,24.863,0.4651,2.6556
419,3,STARNav,B,36.263,36.064,24.319,0.4809,2.6985
420,3,STARNav,B,34.506,37.032,25.418,0.4811,2.6589
421,3,STARNav,B,35.351,36.424,26.64,0.4658,2.715
422,3,STARNav,B,35.828,36.708,25.949,0.4592,2.7708
423,3,STARNav,B,33.554,35.879,26.926,0.4429,2.8343
424,3,STARNav,B,33.697,36.431,27.99,0.45,2.8896
