episode,seed,method,scenario,success_rate,collision_rate,offlane_rate,spl,lateral_displacement_error
48,4,TD3,B,20.459,54.948,35.262,0.276,3.5323
49,4,TD3,B,18.773,54.184,36.755,0.2819,3.4802
50,4,TD3,B,18.781,55.034,36.243,0.2712,3.3923
51,4,TD3,B,18.602,52.918,35.029,0.2746,3.4591
52,4,TD3,B,19.675,52.773,34.801,0.2736,3.5045
53,4,TD3,B,21.395,51.645,35.034,0.2811,3.4515
54,4,TD3,B,19.725,49.786,32.174,0.2844,3.4055
55,4,TD3,B,20.299,48.697,33.257,0.2785,3.4728
56,4,TD3,B,18.627,50.616,32.129,0.2692,3.4513
57,4,TD3,B,17.234,51.774,31.077,0.2683,3.3954
58,4,TD3,B,15.164,49.659,29.551,0.2686,3.4806
59,4,TD3,B,12.693,49.997,32.392,0.2743,3.4794
60,4,TD3,B,13.484,49.53,33.87,0.2662,3.4689
61,4,TD3,B,14.62,49.085,32.469,0.2461,3.4899
62,4,TD3,B,15.251,49.22,30.667,0.2414,3.5492
63,4,TD3,B,14.469,49.28,28.17,0.2401,3.5042
64,4,TD3,B,16.792,48.83,27.687,0.2421,3.6006
65,4,TD3,B,18.534,49.908,30.064,0.2473,3.537
66,4,TD3,B,19.256,49.606,29.253,0.2397,3.5029
67,4,TD3,B,16.474,49.766,29.939,0.2424,3.6044
68,4,TD3,B,15.335,49.399,30.41,0.2335,3.5346
69,4,TD3,B,15.676,48.212,31.326,0.2266,3.5034
70,4,TD3,B,16.594,46.643,30.697,0.224,3.4065
71,4,TD3,B,16.293,46.942,32.976,0.23,3.4075
72,4,TD3,B,14.329,46.578,33.968,0.2269,3.372
73,4,TD3,B,16.21,47.083,34.597,0.223,3.411
74,4,TD3,B,16.473,48.15,34.517,0.2101,3.3624
75,4,TD3,B,17.35,47.896,33.322,0.2075,3.3844
76,4,TD3,B,16.09,50.458,33.459,0.2215,3.5281
77,4,TD3,B,15.484,50.482,35.48,0.2261,3.5259
78,4,TD3,B,14.108,51.118,38.026,0.2223,3.3742
79,4,TD3,B,13.861,50.718,38.246,0.2312,3.3986
80,4,TD3,B,13.337,51.718,36.44,0.2084,3.3517
81,4,TD3,B,14.773,51.245,35.955,0.2146,3.4224
82,4,TD3,B,14.812,49.682,36.436,0.2169,3.4311
83,4,TD3,B,15.647,49.219,35.283,0.2032,3.446
84,4,TD3,B,16.996,50.271,34.093,0.2239,3.5568
85,4,TD3,B,15.677,48.535,33.889,0.2344,3.6361
86,4,TD3,B,14.024,50.426,34.263,0.2321,3.5947
87,4,TD3,B,14.359,50.257,33.752,0.2365,3.6453
88,4,TD3,B,13.787,49.526,36.02,0.239,3.6094
89,4,TD3,B,17.04,49.492,36.234,0.2409,3.636
90,4,TD3,B,19.405,51.042,36.561,0.2265,3.6152
91,4,TD3,B,18.574,51.629,34.608,0.2368,3.5759
92,4,TD3,B,20.859,52.179,35.958,0.254,3.5877
93,4,TD3,B,18.842,49.122,34.487,0.2529,3.5819
94,4,TD3,B,17.932,49.86,34.901,0.2443,3.5399
95,4,TD3,B,18.584,50.567,34.618,0.2594,3.5032
96,4,TD3,B,19.531,51.03,35.758,0.2574,3.4932
97,4,TD3,B,18.658,51.873,33.08,0.2526,3.5478
98,4,TD3,B,16.401,52.399,32.7,0.2594,3.6746
99,4,TD3,B,15.102,52.065,32.559,0.2774,3.63
100,4,TD3,B,15.237,50.358,32.066,0.2543,3.5817
101,4,TD3,B,15.203,51.716,33.582,0.2614,3.5905
102,4,TD3,B,15.427,50.968,32.829,0.2623,3.5442
103,4,TD3,B,16.865,49.74,32.567,0.2508,3.4574
104,4,TD3,B,17.65,50.187,32.344,0.2571,3.4577
105,4,TD3,B,15.39,48.96,32.871,0.2479,3.4765
106,4,TD3,B,15.539,50.619,33.343,0.2454,3.4589
107,4,TD3,B,16.159,47.987,32.934,0.2498,3.4508
108,4,TD3,B,13.68,47.505,33.957,0.2475,3.4699
109,4,TD3,B,12.909,46.121,34.322,0.2329,3.5492
110,4,TD3,B,13.801,48.045,33.743,0.232,3.4926
111,4,TD3,B,13.921,48.153,34.24,0.236,3.532
112,4,TD3,B,14.135,48.43,34.248,0.2498,3.4669
113,4,TD3,B,14.035,49.067,34.386,0.2592,3.4694
114,4,TD3,B,14.211,49.489,34.587,0.2612,3.3952
115,4,TD3,B,12.76,50.296,34.201,0.2725,3.2983
116,4,TD3,B,13.398,48.978,34.472,0.2721,3.3608
117,4,TD3,B,13.756,48.435,34.315,0.2643,3.4515
118,4,TD3,B,14.514,46.141,37.226,0.261,3.4937
119,4,TD3,B,14.88,45.731,36.254,0.2503,3.4588
120,4,TD3,B,16.937,47.489,33.115,0.2306,3.4406
121,4,TD3,B,17.19,48.66,33.249,0.2346,3.3822
122,4,TD3,B,17.267,49.234,34.853,0.2377,3.4407
123,4,TD3,B,17.048,48.644,33.058,0.2416,3.3981
124,4,TD3,B,17.694,49.983,32.818,0.2472,3.4184
125,4,TD3,B,18.274,51.14,33.492,0.244,3.3952
126,4,TD3,B,19.518,50.46,32.288,0.2501,3.4661
127,4,TD3,B,20.453,48.924,33.196,0.2603,3.4348
128,4,TD3,B,18.72,49.368,33.225,0.2699,3.4103
129,4,TD3,B,20.853,49.092,34.609,0.276,3.4297
130,4,TD3,B,19.357,50.583,34.494,0.2725,3.4167
131,4,TD3,B,18.493,50.655,35.862,0.2801,3.4376
132,4,TD3,B,16.856,49.282,35.648,0.2742,3.5624
133,4,TD3,B,16.771,51.421,35.683,0.2756,3.4431
134,4,TD3,B,14.704,53.101,34.267,0.2669,3.5294
135,4,TD3,B,16.245,52.915,34.567,0.2747,3.5121
136,4,TD3,B,12.823,52.409,37.552,0.2685,3.539
137,4,TD3,B,15.663,51.278,36.337,0.2608,3.6371
138,4,TD3,B,14.115,52.96,37.486,0.2616,3.6102
139,4,TD3,B,14.463,51.046,35.208,0.2435,3.6824
140,4,TD3,B,16.419,51.343,34.76,0.2341,3.7016
141,4,TD3,B,18.974,50.703,33.595,0.243,3.6864
142,4,TD3,B,18.234,49.61,34.341,0.2517,3.678
143,4,TD3,B,20.193,49.314,36.021,0.2445,3.5996
144,4,TD3,B,18.375,51.876,35.169,0.2563,3.6163
145,4,TD3,B,17.819,52.361,36.427,0.2701,3.6107
146,4,TD3,B,19.558,50.674,36.684,0.2771,3.6397
147,4,TD3,B,19.111,49.268,35.442,0.2741,3.5758
148,4,TD3,B,18.496,48.731,36.027,0.2882,3.5533
149,4,TD3,B,17.734,48.791,36.063,0.2887,3.5739
150,4,TD3,B,18.541,47.514,35.592,0.2763,3.5699
151,4,TD3,B,17.986,46.596,35.097,0.2617,3.5776
152,4,TD3,B,18.028,49.383,34.909,0.2651,3.5626
153,4,TD3,B,18.089,49.637,35.502,0.2765,3.4716
154,4,TD3,B,20.192,49.095,33.749,0.2851,3.4421
155,4,TD3,B,17.312,47.42,34.074,0.2883,3.4557
156,4,TD3,B,19.712,47.368,31.163,0.2908,3.4774
157,4,TD3,B,17.851,47.351,30.689,0.2944,3.4067
158,4,TD3,B,18.406,47.258,31.21,0.2834,3.4516
159,4,TD3,B,19.383,45.776,32.36,0.2699,3.4517
160,4,TD3,B,19.96,46.718,32.727,0.2443,3.4901
161,4,TD3,B,19.188,46.17,32.509,0.2346,3.561
162,4,TD3,B,17.932,47.435,33.341,0.2315,3.5875
163,4,TD3,B,18.119,48.275,32.679,0.2573,3.6541
164,4,TD3,B,16.123,47.22,34.527,0.279,3.7356
165,4,TD3,B,16.148,50.04,32.923,0.2844,3.7145
166,4,TD3,B,17.017,50.011,32.187,0.2783,3.6269
167,4,TD3,B,16.397,50.399,31.71,0.297,3.6075
168,4,TD3,B,18.347,50.034,31.973,0.2912,3.5701
169,4,TD3,B,18.199,47.887,31.351,0.293,3.6051
170,4,TD3,B,17.544,47.984,33.173,0.3088,3.4639
171,4,TD3,B,18.917,47.234,33.932,0.3171,3.5104
172,4,TD3,B,20.053,45.922,31.173,0.2977,3.4719
173,4,TD3,B,18.072,45.676,32.273,0.2759,3.4935
174,4,TD3,B,19.084,47.67,33.702,0.2725,3.4368
175,4,TD3,B,20.306,49.484,32.908,0.2886,3.3843
176,4,TD3,B,20.089,48.026,32.548,0.2812,3.4483
177,4,TD3,B,20.673,49.413,34.16,0.2605,3.4422
178,4,TD3,B,22.541,50.414,32.863,0.2528,3.5066
179,4,TD3,B,21.879,51.4,33.633,0.2553,3.4929
180,4,TD3,B,21.915,49.403,33.416,0.261,3.4845
181,4,TD3,B,22.72,49.229,33.574,0.2444,3.4461
182,4,TD3,B,20.166,47.031,34.722,0.2387,3.4177
183,4,TD3,B,22.083,48.478,34.48,0.2394,3.3432
184,4,TD3,B,22.497,47.067,35.935,0.2608,3.3399
185,4,TD3,B,22.066,48.564,34.125,0.2792,3.3235
186,4,TD3,B,21.358,46.854,32.808,0.2839,3.3386
187,4,TD3,B,23.073,47.366,31.614,0.2914,3.3279
188,4,TD3,B,20.614,49.734,32.767,0.2738,3.3125
189,4,TD3,B,19.754,50.189,35.313,0.2694,3.4335
190,4,TD3,B,20.964,50.755,35.078,0.2788,3.3813
191,4,TD3,B,20.848,48.033,34.367,0.2733,3.3721
192,4,TD3,B,20.308,47.526,36.414,0.2719,3.4349
193,4,TD3,B,19.808,48.11,36.222,0.2659,3.4635
194,4,TD3,B,19.801,46.731,37.514,0.2642,3.3946
195,4,TD3,B,20.846,47.545,38.111,0.2793,3.5057
196,4,TD3,B,20.861,46.284,36.368,0.265,3.5723
197,4,TD3,B,20.613,45.73,37.269,0.2661,3.5824
198,4,TD3,B,20.682,46.87,35.672,0.2646,3.5503
199,4,TD3,B,21.963,47.519,36.113,0.2698,3.5519
200,4,TD3,B,22.419,48.973,36.277,0.2947,3.6382
201,4,TD3,B,20.469,47.647,35.59,0.2872,3.5473
202,4,TD3,B,21.178,45.135,34.902,0.2725,3.5937
203,4,TD3,B,21.045,45.471,33.651,0.2822,3.5777
204,4,TD3,B,20.132,46.315,34.143,0.3017,3.621
205,4,TD3,B,21.665,46.203,33.321,0.305,3.4796
206,4,TD3,B,22.032,45.803,33.922,0.2992,3.3774
207,4,TD3,B,19.852,47.549,34.411,0.2928,3.4145
208,4,TD3,B,20.298,48.386,33.879,0.2985,3.4434
209,4,TD3,B,23.152,47.843,33.551,0.2795,3.4248
210,4,TD3,B,24.46,47.065,32.07,0.2904,3.3922
211,4,TD3,B,21.437,46.976,33.324,0.287,3.3849
212,4,TD3,B,23.314,48.023,34.64,0.2906,3.3926
213,4,TD3,B,24.731,49.377,36.506,0.28,3.4453
214,4,TD3,B,24.079,48.586,35.011,0.2645,3.3895
215,4,TD3,B,22.141,47.305,34.982,0.2863,3.3569
216,4,TD3,B,18.848,45.292,34.484,0.2887,3.397
217,4,TD3,B,19.269,44.736,34.414,0.2931,3.3436
218,4,TD3,B,20.961,44.37,34.145,0.2952,3.3329
219,4,TD3,B,19.005,43.431,34.0,0.3091,3.2995
220,4,TD3,B,17.791,43.795,33.962,0.2916,3.3031
221,4,TD3,B,18.329,46.878,35.681,0.2703,3.3643
222,4,TD3,B,19.793,46.786,35.143,0.2701,3.4443
223,4,TD3,B,22.4,45.886,33.901,0.2856,3.4405
224,4,TD3,B,23.87,45.687,34.006,0.295,3.3881
225,4,TD3,B,23.144,45.911,33.565,0.2758,3.346
226,4,TD3,B,23.833,46.465,31.987,0.2601,3.3547
227,4,TD3,B,22.722,46.955,33.816,0.2772,3.3763
228,4,TD3,B,21.934,45.468,36.078,0.2731,3.4267
229,4,TD3,B,25.346,44.913,36.322,0.2607,3.4545
230,4,TD3,B,24.454,44.761,36.801,0.2514,3.417
231,4,TD3,B,23.882,45.992,35.78,0.2729,3.4464
232,4,TD3,B,22.148,44.563,35.69,0.2659,3.3739
233,4,TD3,B,21.688,46.566,37.703,0.2823,3.4018
234,4,TD3,B,21.186,45.342,35.872,0.2763,3.399
235,4,TD3,B,21.488,45.485,36.308,0.276,3.4421
236,4,TD3,B,20.972,44.722,35.681,0.2804,3.3605
237,4,TD3,B,19.161,44.98,35.187,0.2843,3.3128
238,4,TD3,B,19.85,46.931,34.517,0.2904,3.3494
239,4,TD3,B,19.14,47.633,33.328,0.2871,3.3983
240,4,TD3,B,18.635,46.59,31.268,0.2861,3.4041
241,4,TD3,B,18.724,47.267,32.823,0.2874,3.3898
242,4,TD3,B,21.555,48.51,32.959,0.2835,3.3868
243,4,TD3,B,21.93,48.144,33.551,0.2929,3.39
244,4,TD3,B,23.231,47.076,34.303,0.2888,3.467
245,4,TD3,B,23.625,46.961,33.094,0.2739,3.458
246,4,TD3,B,23.757,46.59,33.157,0.2645,3.4031
247,4,TD3,B,23.63,43.263,32.627,0.2892,3.4289
248,4,TD3,B,23.189,43.581,32.088,0.2773,3.4065
249,4,TD3,B,23.119,44.994,32.114,0.2659,3.3979
250,4,TD3,B,24.069,43.054,31.022,0.2628,3.3261
251,4,TD3,B,22.825,45.505,30.912,0.2882,3.3649
252,4,TD3,B,22.929,43.831,30.481,0.2734,3.5015
253,4,TD3,B,22.869,44.353,30.035,0.2755,3.4222
254,4,TD3,B,22.21,43.68,29.671,0.277,3.4062
255,4,TD3,B,21.983,44.144,30.349,0.2797,3.4831
256,4,TD3,B,23.423,44.005,28.423,0.2851,3.4412
257,4,TD3,B,23.067,44.225,29.919,0.2817,3.5157
258,4,TD3,B,22.963,43.576,30.663,0.2744,3.4569
259,4,TD3,B,23.087,47.848,31.82,0.2869,3.488
260,4,TD3,B,21.665,48.414,33.31,0.2889,3.36
261,4,TD3,B,20.882,48.435,32.242,0.2823,3.3087
262,4,TD3,B,21.074,46.816,33.352,0.2844,3.377
263,4,TD3,B,19.669,46.048,34.062,0.2966,3.3993
264,4,TD3,B,19.991,47.784,35.761,0.3073,3.4315
265,4,TD3,B,20.095,47.796,37.452,0.3154,3.3526
266,4,TD3,B,20.084,48.681,37.264,0.2979,3.3405
267,4,TD3,B,20.839,48.082,38.038,0.2751,3.4084
268,4,TD3,B,20.25,47.239,36.542,0.2895,3.4869
269,4,TD3,B,19.919,46.457,36.182,0.2821,3.4873
270,4,TD3,B,22.085,46.064,34.737,0.2884,3.4183
271,4,TD3,B,19.487,44.884,35.84,0.2737,3.4278
272,4,TD3,B,20.562,42.878,35.298,0.2759,3.3676
273,4,TD3,B,22.113,43.534,37.166,0.286,3.3404
274,4,TD3,B,22.22,43.468,36.88,0.2746,3.3294
275,4,TD3,B,24.891,44.414,35.965,0.2977,3.3505
276,4,TD3,B,25.578,44.892,36.067,0.2771,3.3366
277,4,TD3,B,25.099,44.814,36.022,0.2827,3.3514
278,4,TD3,B,23.224,44.821,38.51,0.3026,3.441
279,4,TD3,B,23.339,44.923,36.161,0.2888,3.4293
280,4,TD3,B,24.073,43.839,38.425,0.2998,3.448
281,4,TD3,B,25.417,44.68,36.345,0.322,3.4707
282,4,TD3,B,25.616,44.004,36.631,0.3288,3.3922
283,4,TD3,B,24.437,44.533,36.253,0.3151,3.4185
284,4,TD3,B,24.478,44.896,36.67,0.32,3.3811
285,4,TD3,B,26.148,44.318,36.548,0.3114,3.3124
286,4,TD3,B,25.45,45.176,36.46,0.3253,3.3529
287,4,TD3,B,24.933,44.867,35.024,0.3091,3.3729
288,4,TD3,B,24.879,45.073,33.0,0.2904,3.376
289,4,TD3,B,24.447,47.286,31.756,0.286,3.4256
290,4,TD3,B,24.553,48.482,33.065,0.2834,3.3881
291,4,TD3,B,23.345,50.663,31.798,0.2842,3.3976
292,4,TD3,B,22.086,51.864,32.192,0.2893,3.3868
293,4,TD3,B,20.399,51.402,31.956,0.2837,3.3577
294,4,TD3,B,22.495,51.723,31.248,0.2798,3.3832
295,4,TD3,B,23.778,50.852,27.925,0.2933,3.4045
296,4,TD3,B,20.345,48.748,28.96,0.2723,3.2523
297,4,TD3,B,22.66,48.471,30.363,0.2841,3.304
298,4,TD3,B,22.141,46.466,30.382,0.307,3.3023
299,4,TD3,B,21.679,46.631,34.368,0.2887,3.3259
300,4,TD3,B,21.788,47.559,34.662,0.3025,3.3479
301,4,TD3,B,19.153,46.863,34.065,0.2907,3.2906
302,4,TD3,B,18.841,46.086,35.236,0.2935,3.3488
303,4,TD3,B,18.541,47.59,36.935,0.3086,3.4319
304,4,TD3,B,20.137,46.435,35.608,0.2918,3.4156
305,4,TD3,B,21.261,47.132,36.275,0.2859,3.5034
306,4,TD3,B,22.205,48.238,35.534,0.2782,3.5321
307,4,TD3,B,22.97,49.758,36.242,0.2699,3.4689
308,4,TD3,B,20.672,47.049,33.25,0.263,3.4394
309,4,TD3,B,21.528,47.854,32.43,0.2669,3.4955
310,4,TD3,B,21.582,44.947,32.33,0.2718,3.501
311,4,TD3,B,20.748,43.85,34.626,0.2888,3.4975
312,4,TD3,B,20.423,44.424,35.648,0.2916,3.3744
313,4,TD3,B,20.617,44.521,35.093,0.3049,3.4057
314,4,TD3,B,19.992,43.495,36.542,0.3215,3.3948
315,4,TD3,B,20.327,44.907,34.936,0.3185,3.3987
316,4,TD3,B,17.809,45.091,34.881,0.311,3.4
317,4,TD3,B,19.816,44.949,34.754,0.2909,3.3551
318,4,TD3,B,20.47,44.629,34.41,0.2832,3.3702
319,4,TD3,B,21.126,44.941,34.681,0.2711,3.4793
320,4,TD3,B,21.813,47.628,34.77,0.2641,3.5306
321,4,TD3,B,21.463,45.311,35.568,0.2812,3.5085
322,4,TD3,B,22.249,47.245,35.529,0.2789,3.5216
323,4,TD3,B,23.435,46.782,32.841,0.2793,3.577
324,4,TD3,B,24.864,47.614,31.006,0.2787,3.6344
325,4,TD3,B,24.23,46.487,32.531,0.2835,3.6786
326,4,TD3,B,24.512,48.222,33.97,0.2823,3.6338
327,4,TD3,B,24.475,47.249,33.437,0.2869,3.5296
328,4,TD3,B,24.489,47.012,33.885,0.2789,3.5199
329,4,TD3,B,25.66,48.01,33.019,0.2944,3.5038
330,4,TD3,B,22.608,47.891,31.949,0.301,3.5217
331,4,TD3,B,20.959,50.446,32.921,0.3019,3.4586
332,4,TD3,B,20.306,49.318,32.026,0.3058,3.4438
333,4,TD3,B,22.32,47.817,31.755,0.3178,3.5034
334,4,TD3,B,22.233,48.815,31.559,0.3189,3.5543
335,4,TD3,B,22.914,48.71,31.18,0.3248,3.5361
336,4,TD3,B,21.15,47.778,29.037,0.3196,3.4531
337,4,TD3,B,20.758,47.2,29.225,0.3166,3.4109
338,4,TD3,B,19.707,47.95,30.266,0.3221,3.4053
339,4,TD3,B,19.466,45.988,30.435,0.3175,3.3839
340,4,TD3,B,19.904,44.248,31.231,0.3215,3.423
341,4,TD3,B,19.218,46.323,31.309,0.3111,3.4674
342,4,TD3,B,18.737,45.385,31.929,0.319,3.3661
343,4,TD3,B,20.292,45.211,32.296,0.3182,3.4095
344,4,TD3,B,20.753,44.196,31.835,0.3209,3.439
345,4,TD3,B,19.789,46.992,32.183,0.3134,3.561
346,4,TD3,B,18.448,44.903,31.36,0.3242,3.5486
347,4,TD3,B,19.771,42.71,30.719,0.3295,3.5522
348,4,TD3,B,18.46,43.901,33.468,0.3407,3.4782
349,4,TD3,B,17.991,45.514,33.014,0.3348,3.4898
350,4,TD3,B,19.533,47.859,33.069,0.3188,3.5211
351,4,TD3,B,20.789,47.001,31.897,0.3097,3.4275
352,4,TD3,B,21.4,49.535,33.568,0.3268,3.4068
353,4,TD3,B,17.753,48.004,32.754,0.3229,3.4408
354,4,TD3,B,19.385,47.742,30.411,0.3253,3.3869
355,4,TD3,B,18.596,47.807,32.207,0.3299,3.4111
356,4,TD3,B,18.383,45.659,32.307,0.3178,3.4315
357,4,TD3,B,18.048,45.205,33.583,0.3154,3.4807
358,4,TD3,B,19.108,45.195,33.171,0.3092,3.4109
359,4,TD3,B,21.096,46.916,33.542,0.3048,3.4454
360,4,TD3,B,17.232,47.288,33.283,0.299,3.38
361,4,TD3,B,19.36,46.729,33.125,0.2998,3.4071
362,4,TD3,B,20.246,47.218,33.069,0.304,3.474
363,4,TD3,B,20.192,47.845,32.997,0.3072,3.5275
364,4,TD3,B,20.204,48.109,33.333,0.3068,3.5592
365,4,TD3,B,20.644,49.042,33.364,0.3141,3.4294
366,4,TD3,B,20.055,48.362,34.924,0.3086,3.4422
367,4,TD3,B,19.136,47.1,36.842,0.3097,3.3814
368,4,TD3,B,19.879,46.976,35.284,0.313,3.3781
369,4,TD3,B,22.913,48.365,33.993,0.317,3.2903
370,4,TD3,B,21.445,46.707,34.487,0.3027,3.3133
371,4,TD3,B,19.047,46.301,35.056,0.3157,3.3564
372,4,TD3,B,17.845,45.332,34.105,0.3095,3.317
373,4,TD3,B,19.179,46.598,33.181,0.2987,3.4134
374,4,TD3,B,20.298,45.311,33.205,0.3146,3.3743
375,4,TD3,B,19.905,45.693,33.586,0.3108,3.3297
376,4,TD3,B,22.85,44.122,33.99,0.3216,3.4357
377,4,TD3,B,22.828,44.648,32.525,0.3201,3.3653
378,4,TD3,B,21.819,46.574,32.711,0.3105,3.3748
379,4,TD3,B,19.894,47.219,32.428,0.3022,3.4613
380,4,TD3,B,16.204,46.457,31.395,0.2976,3.4544
381,4,TD3,B,16.903,46.0,32.144,0.3087,3.3761
382,4,TD3,B,17.732,44.06,32.2,0.3159,3.3507
383,4,TD3,B,18.552,46.035,33.507,0.307,3.3623
384,4,TD3,B,17.818,45.685,32.756,0.2994,3.3607
385,4,TD3,B,16.913,46.973,31.054,0.2953,3.4963
386,4,TD3,B,19.129,46.035,33.184,0.2936,3.4623
387,4,TD3,B,22.491,47.768,31.519,0.2839,3.4463
388,4,TD3,B,19.781,47.466,31.709,0.2732,3.3611
389,4,TD3,B,21.235,47.331,32.334,0.276,3.3498
390,4,TD3,B,21.574,48.022,32.667,0.2864,3.3431
391,4,TD3,B,22.871,47.801,33.443,0.3082,3.2763
392,4,TD3,B,23.62,49.325,32.733,0.3257,3.1965
393,4,TD3,B,22.705,50.07,31.041,0.3258,3.2541
394,4,TD3,B,23.178,50.032,30.888,0.331,3.1345
395,4,TD3,B,24.214,50.909,32.571,0.3523,3.2538
396,4,TD3,B,24.732,49.503,30.533,0.3473,3.2804
397,4,TD3,B,24.996,50.354,29.593,0.3488,3.1877
398,4,TD3,B,25.438,50.038,30.324,0.3554,3.1648
399,4,TD3,B,24.853,50.806,31.302,0.3589,3.2327
400,4,TD3,B,26.398,51.129,29.704,0.3699,3.2506
401,4,TD3,B,27.695,48.823,30.349,0.3773,3.2534
402,4,TD3,B,26.31,47.378,31.044,0.3847,3.2689
403,4,TD3,B,25.499,49.421,28.682,0.3616,3.165
404,4,TD3,B,22.434,47.841,31.346,0.3734,3.1731
405,4,TD3,B,21.456,47.765,32.35,0.3483,3.1787
406,4,TD3,B,22.116,46.693,32.727,0.3227,3.2442
407,4,TD3,B,23.325,46.186,32.972,0.3367,3.1987
408,4,TD3,B,23.395,48.896,32.745,0.3276,3.2704
409,4,TD3,B,25.233,46.896,31.554,0.3207,3.2961
410,4,TD3,B,22.552,45.469,30.647,0.2983,3.253
411,4,TD3,B,22.876,46.648,32.982,0.3021,3.1829
412,4,TD3,B,23.002,47.064,34.967,0.3144,3.1959
413,4,TD3,B,17.47,48.928,33.759,0.2876,3.3068
414,4,TD3,B,18.211,47.951,35.325,0.2942,3.3815
415,4,TD3,B,18.161,48.062,32.341,0.2787,3.3968
416,4,TD3,B,19.281,43.782,31.355,0.3001,3.4388
417,4,TD3,B,18.358,44.617,32.085,0.2989,3.34
418,4,TD3,B,19.83,43.986,31.911,0.3067,3.2621
419,4,TD3,B,18.545,44.14,31.101,0.2967,3.2282
420,4,TD3,B,18.964,44.618,31.367,0.3181,3.2432
421,4,TD3,B,18.862,44.357,31.195,0.3246,3.132
422,4,TD3,B,19.86,45.005,32.515,0.3187,3.1684
423,4,TD3,B,20.3,44.702,31.92,0.3129,3.249
424,4,TD3,B,20.287,43.985,32.967,0.2981,3.2226
425,4,TD3,B,20.775,44.088,34.458,0.3147,3.2664
426,4,TD3,B,22.02,44.932,34.617,0.3256,3.2494
427,4,TD3,B,23.648,47.217,36.285,0.329,3.1655
428,4,TD3,B,24.888,48.923,35.223,0.3101,3.209
429,4,TD3,B,24.809,47.318,34.538,0.3213,3.1921
430,4,TD3,B,26.943,47.908,33.096,0.32,3.2842
431,4,TD3,B,26.381,47.269,30.674,0.3068,3.3564
432,4,TD3,B,23.491,46.45,31.294,0.3143,3.3234
433,4,TD3,B,22.181,43.274,31.54,0.3213,3.3697
434,4,TD3,B,22.955,42.512,29.396,0.3143,3.4052
435,4,TD3,B,24.643,41.664,29.661,0.3211,3.3583
436,4,TD3,B,25.801,43.331,30.75,0.31,3.3753
437,4,TD3,B,25.36,42.984,30.284,0.3026,3.4002
