Episode,mIoU,Geo_MAE,Success_Rate
282,47.071,0.5579,26.884
283,48.593,0.5421,27.754
284,49.755,0.5785,28.852
285,51.717,0.5644,29.276
286,50.182,0.5611,27.308
287,48.051,0.5718,28.131
288,49.71,0.5849,27.528
289,48.113,0.5817,27.801
290,48.669,0.5823,26.171
291,50.247,0.5879,25.935
292,49.712,0.5981,25.927
293,49.1,0.6015,24.718
294,48.217,0.5929,27.18
295,46.874,0.6001,29.014
296,48.193,0.5634,31.263
297,47.795,0.566,30.916
298,49.33,0.5637,30.393
299,49.486,0.5654,31.275
300,48.589,0.5528,32.217
301,49.021,0.5441,33.351
302,47.358,0.5527,34.747
303,47.792,0.5505,33.91
304,47.58,0.5466,32.299
305,48.864,0.5348,33.269
306,49.3,0.5469,33.253
307,49.051,0.5439,31.578
308,49.963,0.5786,32.961
309,51.879,0.5738,31.71
310,50.832,0.5861,31.894
311,50.274,0.5742,29.804
312,50.49,0.5719,30.629
313,50.705,0.5461,29.707
314,51.895,0.5483,31.05
315,52.143,0.5598,30.235
316,50.214,0.5591,31.207
317,50.043,0.5415,29.526
318,50.291,0.5335,30.083
319,49.49,0.5404,28.819
320,50.136,0.5348,30.259
321,50.937,0.5603,32.184
322,50.319,0.5697,32.188
323,49.317,0.567,33.265
324,49.753,0.5664,33.606
325,50.056,0.58,32.278
326,50.176,0.5528,33.098
327,50.706,0.5703,31.629
328,50.134,0.5509,31.794
329,50.578,0.5646,32.318
330,48.113,0.5642,31.071
331,48.569,0.5572,31.101
332,47.238,0.6065,30.707
333,48.871,0.5759,32.213
334,48.843,0.5944,29.966
335,51.043,0.5862,29.225
336,50.615,0.5848,28.874
337,51.593,0.5773,29.725
338,51.638,0.5373,31.467
339,50.347,0.5339,31.924
340,50.561,0.5344,31.8
341,50.592,0.5293,31.05
342,48.366,0.5519,32.013
343,48.748,0.5639,33.117
344,48.134,0.5448,34.26
345,48.152,0.5723,34.139
346,48.504,0.5604,35.012
347,48.797,0.5562,35.266
348,49.696,0.5731,36.291
349,47.712,0.5634,37.173
350,48.242,0.5564,36.114
351,47.026,0.5765,35.106
352,48.089,0.5633,35.655
353,47.568,0.5621,36.05
354,47.056,0.5868,35.986
355,46.993,0.5827,34.213
356,46.394,0.5789,33.582
357,47.427,0.5819,33.314
358,46.469,0.5764,31.557
359,47.371,0.5864,30.56
360,46.709,0.5802,30.737
361,46.506,0.5455,31.592
362,48.423,0.5534,32.982
363,47.495,0.5507,33.895
364,46.108,0.5652,34.382
365,46.479,0.5636,35.303
366,46.698,0.5304,37.235
367,45.622,0.5378,38.182
368,45.922,0.5491,35.176
369,47.005,0.5451,34.589
370,47.077,0.5655,31.36
371,48.628,0.557,33.072
372,48.62,0.5603,32.154
373,50.335,0.5537,31.976
374,48.44,0.5579,30.659
375,48.933,0.558,32.05
376,48.202,0.5416,33.357
377,49.183,0.5453,32.149
378,49.532,0.5354,29.857
379,49.11,0.5449,30.39
380,49.897,0.5342,31.578
381,48.977,0.5489,30.949
382,49.774,0.5439,30.475
383,50.235,0.5323,31.859
384,50.126,0.5612,33.178
385,50.148,0.5646,32.292
386,49.159,0.5804,32.176
387,50.115,0.5818,31.057
388,51.107,0.568,30.661
389,51.301,0.5761,30.778
390,50.826,0.5754,29.973
391,52.196,0.5474,32.356
392,52.213,0.5756,32.487
393,51.575,0.5607,32.838
394,51.068,0.5582,31.082
395,51.257,0.551,30.511
396,50.638,0.5438,30.39
397,50.262,0.5497,30.436
398,50.53,0.5642,32.502
399,50.768,0.5405,32.354
400,50.24,0.5509,30.718
401,51.093,0.5384,31.843
402,50.767,0.551,32.011
403,49.592,0.5311,31.383
404,48.718,0.5335,31.863
405,48.146,0.5322,30.864
406,48.592,0.5346,29.434
407,48.287,0.5371,31.542
408,48.812,0.5253,30.371
409,49.31,0.5318,34.124
410,49.09,0.5348,35.375
411,49.603,0.5317,35.541
412,48.671,0.536,36.566
413,48.264,0.5396,38.493
414,49.711,0.5271,37.224
415,50.973,0.5387,35.525
416,51.464,0.5599,33.238
417,51.145,0.5538,34.631
418,51.038,0.5639,34.37
419,50.799,0.5673,35.935
420,50.995,0.5594,35.258
421,52.091,0.5561,34.4
422,51.632,0.5931,34.5
423,50.838,0.5764,33.252
424,51.517,0.5674,33.566
425,50.691,0.557,33.473
426,51.221,0.5419,36.345
427,51.012,0.5313,35.238
428,52.397,0.5464,37.002
429,50.625,0.5525,36.409
430,50.92,0.5504,35.63
431,50.995,0.5595,35.962
432,50.813,0.5424,36.06
433,49.923,0.5436,35.471
434,50.653,0.5487,36.786
435,49.474,0.5557,37.935
436,50.802,0.5514,33.711
437,51.156,0.5492,31.904
438,51.15,0.5323,30.902
439,51.222,0.5464,32.501
440,51.769,0.5277,30.406
441,52.247,0.5428,30.473
442,52.525,0.5723,31.97
443,52.971,0.5518,32.777
444,52.039,0.5406,33.487
445,52.376,0.5406,33.904
446,52.251,0.5464,32.712
447,52.659,0.5484,34.041
448,53.901,0.5215,34.52
449,53.153,0.5157,33.836
450,52.313,0.5128,35.156
451,52.256,0.5192,34.039
452,50.792,0.5418,34.743
453,51.97,0.5315,34.606
454,52.152,0.5176,34.237
455,51.481,0.5155,34.304
456,50.957,0.5024,35.734
457,49.574,0.5075,34.942
458,51.153,0.5295,33.672
459,50.525,0.5144,34.451
460,50.728,0.4987,34.182
461,50.327,0.5143,35.026
462,50.187,0.5141,36.371
463,51.663,0.5006,36.923
464,52.429,0.5112,36.106
465,53.02,0.5144,35.996
466,52.831,0.5052,35.98
467,52.157,0.5081,36.449
468,51.294,0.4993,36.692
469,52.159,0.5133,38.745
470,52.847,0.4956,38.613
471,53.931,0.5072,37.204
472,54.509,0.5065,36.299
473,54.577,0.5146,38.322
474,53.024,0.5124,38.327
475,53.006,0.5004,37.197
476,53.178,0.5006,35.745
477,54.304,0.4641,33.56
478,53.936,0.4912,33.886
479,52.323,0.4867,35.959
480,52.37,0.5005,35.107
481,53.017,0.5014,34.791
482,54.002,0.4915,33.875
483,53.954,0.514,34.505
484,53.302,0.5109,31.999
485,53.499,0.5086,31.909
486,52.538,0.5114,33.88
487,53.538,0.5078,33.391
488,52.231,0.4905,32.586
489,51.261,0.4812,34.334
490,49.97,0.4987,36.302
491,50.917,0.5007,36.852
492,51.334,0.5007,37.313
493,50.204,0.4997,37.926
494,51.511,0.5061,39.304
495,52.533,0.5092,38.641
496,53.067,0.4903,40.217
497,53.324,0.4939,38.047
498,53.98,0.4776,38.11
499,54.964,0.4838,37.685
500,53.71,0.5076,35.899
501,52.774,0.5097,37.152
502,52.329,0.5238,36.878
503,53.447,0.5158,36.728
504,54.312,0.5126,37.404
505,53.28,0.5052,36.368
506,53.4,0.5133,37.029
507,52.051,0.5444,38.106
508,51.398,0.5109,38.108
509,52.36,0.4808,39.654
510,51.686,0.4901,38.548
511,52.767,0.4984,37.608
512,52.249,0.4985,37.589
513,53.996,0.5134,36.869
514,52.749,0.4919,34.906
515,53.962,0.5076,34.354
516,54.184,0.4886,34.8
517,53.84,0.4923,38.228
518,53.638,0.4984,37.832
519,54.28,0.5042,36.19
520,55.252,0.5013,36.227
521,54.519,0.5304,36.707
522,53.697,0.4962,37.339
523,53.411,0.4913,36.095
524,53.15,0.4884,37.831
525,53.773,0.4944,37.841
526,54.442,0.4927,37.822
527,55.318,0.5014,38.205
528,51.925,0.5075,36.759
529,52.086,0.5267,37.535
530,51.185,0.4801,39.186
531,52.496,0.5104,38.243
532,51.527,0.5325,38.897
533,52.082,0.5363,37.715
534,51.887,0.5239,38.42
535,52.835,0.5485,38.131
536,52.782,0.5218,39.724
537,53.44,0.5206,37.393
538,54.531,0.5244,36.831
539,54.928,0.5227,36.806
540,54.43,0.5023,38.948
541,54.181,0.5013,38.937
542,54.531,0.4931,38.863
543,52.626,0.4794,37.403
544,52.656,0.4914,38.306
545,52.891,0.49,38.992
546,53.779,0.4781,37.688
547,53.846,0.4814,37.568
548,55.2,0.5031,36.126
549,55.411,0.5104,36.688
550,56.125,0.4759,38.095
551,56.009,0.4819,36.303
552,55.698,0.4666,38.289
553,55.31,0.4888,37.745
554,54.469,0.4922,35.721
555,55.988,0.4688,35.791
556,54.335,0.4584,35.772
557,52.55,0.4698,36.393
558,55.224,0.4903,38.959
559,55.118,0.4953,38.089
560,54.486,0.4824,38.618
561,53.203,0.487,37.185
562,53.621,0.4832,37.749
563,55.307,0.5014,38.294
564,55.53,0.4924,38.318
565,57.331,0.4991,37.084
566,56.673,0.4924,37.415
567,58.87,0.4893,37.666
568,58.903,0.4736,38.223
569,57.269,0.4873,39.52
570,56.61,0.5064,40.175
571,57.356,0.4968,37.409
572,56.631,0.49,36.814
573,55.928,0.4879,35.809
574,57.412,0.4705,37.267
575,55.72,0.4753,40.751
576,55.161,0.4929,40.368
577,55.137,0.501,37.977
578,54.013,0.5069,39.167
579,54.664,0.5047,38.612
580,54.107,0.5024,39.463
581,54.238,0.5277,40.841
582,53.927,0.5248,39.05
583,53.157,0.5156,38.94
584,54.547,0.4972,38.623
585,54.034,0.5428,40.03
586,54.188,0.5388,39.669
587,55.33,0.5137,38.935
588,55.033,0.5099,39.055
589,54.748,0.5045,40.91
590,55.841,0.4932,40.67
591,55.917,0.4743,41.388
592,55.672,0.4994,42.572
593,54.457,0.4973,43.171
594,54.814,0.4842,44.353
595,55.227,0.4874,41.928
596,56.589,0.4682,42.025
597,54.786,0.4728,44.786
598,55.75,0.4874,44.265
599,55.777,0.4828,43.804
600,55.746,0.4868,42.702
601,55.637,0.5091,45.132
602,56.94,0.4858,44.373
603,56.213,0.4772,43.469
604,57.66,0.4597,43.041
605,57.176,0.4772,43.495
606,58.215,0.4751,43.611
607,58.067,0.4602,43.357
608,58.171,0.4776,45.203
609,58.245,0.466,46.162
610,57.737,0.479,47.073
611,55.626,0.4619,43.67
612,56.046,0.4682,43.787
613,55.661,0.4766,41.277
614,54.015,0.4818,41.423
615,54.853,0.4985,40.323
616,55.014,0.4865,41.678
617,56.536,0.4868,41.441
618,54.032,0.4965,41.113
619,53.478,0.489,40.719
620,53.599,0.5007,41.509
621,54.663,0.5183,40.041
622,54.454,0.4988,38.585
623,55.22,0.4903,38.583
624,55.022,0.4765,37.924
625,56.749,0.476,39.582
626,56.807,0.4795,38.598
627,57.184,0.4586,37.083
628,56.646,0.4408,37.425
629,55.753,0.435,38.185
630,56.052,0.4322,39.331
631,55.982,0.4209,41.69
632,55.601,0.4266,40.719
633,55.543,0.4221,42.2
634,56.022,0.4255,44.228
635,56.497,0.4271,44.986
636,56.163,0.4331,45.369
637,56.652,0.4623,45.29
638,56.969,0.4692,42.586
639,56.157,0.4666,43.664
640,56.303,0.4714,41.837
641,54.442,0.4797,40.03
642,55.035,0.4708,39.047
643,55.944,0.4645,37.921
644,56.061,0.4543,38.903
645,54.785,0.4588,36.925
646,54.888,0.4615,36.138
647,55.165,0.4564,35.812
648,55.409,0.4655,35.244
649,54.628,0.4561,35.72
650,53.004,0.473,36.041
651,54.485,0.4775,34.753
652,54.269,0.487,37.266
653,54.596,0.471,39.319
654,54.356,0.4505,38.801
655,54.718,0.4336,40.932
656,55.805,0.4432,41.227
657,56.173,0.4554,41.862
658,56.446,0.4621,39.155
659,57.693,0.4587,39.749
660,57.535,0.4495,39.634
661,58.602,0.442,41.676
662,58.823,0.4504,41.455
663,57.708,0.457,42.229
664,58.057,0.4689,43.565
665,55.989,0.4746,43.054
666,56.426,0.4551,44.344
667,57.874,0.4989,43.516
668,58.109,0.4788,42.37
669,56.526,0.4931,43.752
670,57.744,0.4789,43.737
671,57.455,0.4889,44.113
672,56.682,0.4604,42.768
673,55.845,0.4548,43.871
674,54.932,0.4377,42.886
675,54.734,0.4355,43.406
676,54.384,0.4485,44.907
677,55.284,0.4718,44.855
678,53.577,0.4665,43.935
679,54.399,0.4755,44.321
680,53.606,0.4657,42.844
681,53.073,0.4612,41.46
682,53.587,0.4697,42.438
683,53.617,0.4661,43.994
684,53.168,0.4622,42.572
685,54.636,0.4702,42.37
686,55.924,0.4456,43.109
687,56.852,0.4519,41.695
688,57.236,0.4481,41.448
689,57.091,0.458,42.796
690,56.027,0.4294,42.645
691,55.822,0.445,41.373
692,55.672,0.4507,44.943
693,57.164,0.4555,45.215
694,57.154,0.4524,43.932
695,56.605,0.4426,44.128
696,56.21,0.4372,43.578
697,57.039,0.4475,43.752
698,56.976,0.4528,42.696
699,58.009,0.4403,44.171
700,57.452,0.4507,42.337
701,55.352,0.4334,42.57
702,55.711,0.445,41.098
703,56.226,0.4683,42.199
704,58.844,0.4481,42.614
705,58.869,0.4592,41.69
706,58.014,0.452,42.059
707,57.142,0.4493,43.056
708,58.624,0.4351,41.771
709,59.335,0.4484,41.095
710,58.651,0.4499,41.382
711,57.758,0.4517,40.223
712,58.75,0.4487,40.888
713,57.877,0.4438,42.241
714,57.909,0.4443,42.434
715,58.144,0.433,43.186
716,57.201,0.4239,45.101
717,57.097,0.4093,45.609
718,56.712,0.4085,45.81
719,57.21,0.4222,45.125
720,56.578,0.4182,44.776
721,55.628,0.414,44.085
722,54.095,0.4304,43.713
723,53.624,0.4562,44.231
724,52.776,0.4618,45.143
725,53.235,0.4429,46.561
726,52.561,0.4686,46.517
727,55.667,0.4622,46.809
728,55.5,0.4624,46.328
729,55.919,0.4575,47.208
730,57.338,0.4509,46.058
731,56.675,0.4214,44.982
732,56.718,0.4474,45.45
733,58.214,0.4445,46.267
734,56.577,0.4478,46.262
735,57.811,0.4665,44.608
736,57.89,0.4712,44.267
737,57.383,0.4778,44.997
738,57.545,0.4513,45.668
739,56.828,0.4693,47.24
740,55.786,0.4553,45.599
741,57.428,0.4639,45.496
742,57.939,0.4397,46.515
743,56.301,0.4623,46.625
744,56.998,0.4432,47.744
745,57.138,0.4379,48.678
746,58.358,0.4545,49.237
747,58.415,0.4495,46.681
748,56.363,0.4546,46.145
749,57.872,0.4539,45.377
750,57.936,0.4506,45.066
751,58.737,0.4495,44.765
752,57.672,0.4584,43.665
753,56.564,0.4319,41.274
754,57.606,0.4352,43.603
755,56.939,0.4391,44.839
756,56.722,0.4294,47.35
757,56.626,0.4328,46.129
758,57.907,0.4448,44.5
759,59.71,0.4366,45.576
760,59.155,0.4399,43.287
761,59.114,0.4397,44.96
762,58.821,0.4412,44.957
763,59.769,0.4526,43.139
764,58.665,0.4243,42.568
765,57.782,0.4152,43.229
766,58.318,0.4111,44.125
767,58.572,0.4005,43.937
768,60.329,0.3949,43.702
769,60.106,0.3992,43.344
770,59.691,0.4016,42.734
771,59.619,0.3804,44.504
772,58.701,0.3691,46.21
773,58.518,0.3988,45.104
774,60.192,0.4138,44.719
775,59.853,0.4037,44.627
776,59.242,0.4078,43.749
777,59.226,0.4154,45.231
778,60.1,0.4318,46.979
779,59.707,0.4191,46.392
780,59.672,0.428,45.66
781,59.398,0.4064,48.397
782,59.456,0.3811,46.47
783,59.567,0.376,45.955
784,57.777,0.3714,44.742
785,59.06,0.3902,46.248
786,58.511,0.3861,44.651
787,60.557,0.3987,46.49
788,61.196,0.396,45.239
789,61.874,0.3811,41.773
790,61.211,0.4048,42.133
791,60.807,0.4193,45.549
792,60.418,0.4209,43.362
793,60.85,0.4371,45.205
794,59.283,0.4234,46.946
795,58.663,0.4516,47.818
796,58.324,0.4564,47.636
797,57.361,0.4391,47.504
798,57.341,0.4253,50.644
799,56.652,0.4448,47.835
800,57.06,0.435,48.982
801,57.054,0.4256,48.843
802,56.557,0.4286,45.749
803,56.706,0.4145,46.791
804,57.783,0.4236,47.527
805,57.202,0.415,47.799
806,56.867,0.4195,48.352
807,58.215,0.4177,47.84
808,57.26,0.4248,48.256
809,56.692,0.4195,47.207
810,58.189,0.4315,46.025
811,58.645,0.4199,44.474
812,59.167,0.4166,45.786
813,60.797,0.4252,48.161
814,61.377,0.4381,47.425
815,61.654,0.434,48.267
816,61.989,0.4287,47.194
817,60.971,0.4447,48.486
818,60.112,0.4218,49.867
819,61.315,0.4352,49.422
820,62.561,0.4356,48.97
821,62.048,0.4326,49.663
822,61.848,0.4335,48.033
823,61.775,0.4545,48.126
824,61.983,0.4719,50.758
825,61.855,0.4725,49.598
826,61.914,0.4612,47.006
827,62.73,0.4502,46.76
828,63.53,0.454,47.007
829,63.682,0.4083,48.033
830,64.603,0.4351,49.954
831,64.546,0.4025,49.806
832,62.785,0.4058,50.97
833,63.937,0.4288,49.547
834,64.314,0.4345,51.326
835,63.394,0.4244,49.405
836,62.265,0.4193,47.125
837,61.981,0.4289,47.84
838,61.861,0.4382,47.133
839,61.198,0.4332,47.817
840,61.258,0.422,45.904
841,60.43,0.4044,46.806
842,60.458,0.4383,47.572
843,61.649,0.4239,46.613
844,61.423,0.427,45.884
845,60.492,0.4538,46.913
846,59.913,0.4333,45.844
847,59.718,0.4165,46.184
848,60.161,0.4011,47.295
849,60.786,0.4055,46.165
850,60.645,0.4251,46.941
851,60.359,0.442,46.442
852,60.216,0.4259,45.478
853,60.132,0.4354,45.753
854,61.395,0.4138,46.083
855,61.304,0.407,43.88
856,60.838,0.4137,45.462
857,61.48,0.4106,45.9
858,61.507,0.3847,47.849
859,62.815,0.4094,46.58
860,62.201,0.4102,47.615
861,61.822,0.4397,47.377
862,60.182,0.4408,49.581
863,59.685,0.4205,48.945
864,59.729,0.4205,51.557
865,60.735,0.4388,51.474
866,59.794,0.4121,51.239
867,59.032,0.4053,48.287
868,58.61,0.3857,47.563
869,57.339,0.4063,47.193
870,58.872,0.4042,46.91
871,60.094,0.4045,46.806
872,61.769,0.3887,44.903
873,59.812,0.3995,45.437
874,60.397,0.4045,46.708
875,61.951,0.3799,46.766
876,62.767,0.3877,47.793
877,63.142,0.3894,48.76
878,62.373,0.4032,48.704
879,61.703,0.392,48.185
880,61.303,0.3944,45.905
881,63.258,0.4047,46.612
882,63.459,0.4397,47.607
883,61.942,0.4268,47.94
884,62.154,0.411,47.656
885,62.002,0.3975,49.808
886,62.188,0.4163,50.494
887,61.919,0.4186,49.631
888,62.892,0.4386,48.153
889,62.733,0.4371,49.987
890,63.777,0.4553,48.893
891,63.532,0.4387,49.556
892,63.343,0.4207,49.413
893,64.978,0.4467,48.639
894,65.907,0.4305,46.694
895,65.984,0.439,45.471
896,63.169,0.419,45.958
897,61.059,0.4233,46.552
898,61.632,0.4297,45.818
899,61.75,0.4178,44.808
900,60.383,0.4009,47.456
901,61.678,0.4099,47.402
902,60.863,0.396,46.062
903,60.776,0.4084,46.117
904,59.81,0.4157,48.622
905,59.545,0.4319,49.521
906,59.242,0.4377,52.037
907,60.714,0.435,50.396
908,60.346,0.4354,48.342
909,61.08,0.4561,47.514
910,61.871,0.4391,48.459
911,62.327,0.428,49.032
912,62.502,0.4238,47.984
913,62.272,0.4365,49.335
914,62.554,0.4266,48.649
915,61.284,0.433,48.118
916,61.074,0.4343,47.828
917,60.095,0.4286,48.774
918,60.037,0.4444,49.235
919,61.0,0.4749,47.098
920,60.702,0.4437,47.081
921,61.186,0.4534,47.499
922,62.682,0.4317,48.59
923,63.402,0.4144,49.152
924,64.234,0.4119,49.955
925,65.513,0.4117,49.22
926,65.071,0.4243,48.326
927,65.517,0.4263,48.938
928,64.406,0.4095,48.339
929,64.154,0.4082,50.518
930,63.895,0.4104,48.567
931,63.945,0.4054,49.556
932,63.87,0.3922,49.81
933,63.758,0.4247,48.28
934,63.724,0.4301,48.418
