Episode,mIoU,Geo_MAE,Success_Rate
92,25.405,0.8551,18.645
93,24.604,0.8582,17.973
94,25.558,0.8417,17.646
95,24.951,0.8359,18.171
96,25.845,0.8142,17.605
97,26.458,0.8087,18.649
98,27.043,0.7988,18.231
99,27.148,0.8249,19.563
100,28.371,0.8352,20.413
101,28.637,0.8515,20.057
102,28.474,0.8265,18.808
103,28.442,0.7982,15.528
104,27.64,0.8019,17.044
105,29.11,0.8109,16.126
106,28.405,0.8045,13.67
107,28.078,0.7946,12.534
108,27.669,0.8064,13.947
109,28.782,0.7963,14.527
110,28.748,0.779,13.786
111,29.793,0.7676,15.955
112,28.302,0.7535,16.223
113,27.848,0.7717,14.94
114,27.491,0.7746,14.977
115,26.721,0.7859,14.869
116,27.166,0.7679,15.545
117,28.218,0.7661,13.964
118,26.517,0.7727,16.644
119,26.965,0.7641,16.822
120,26.535,0.757,17.201
121,28.001,0.7625,17.256
122,27.338,0.7737,16.546
123,26.976,0.7615,15.77
124,28.596,0.8017,14.052
125,28.339,0.7929,15.071
126,28.449,0.776,14.337
127,27.67,0.7937,14.147
128,28.402,0.7933,13.987
129,27.266,0.8118,14.662
130,26.684,0.7793,15.101
131,28.584,0.7895,16.563
132,27.603,0.7862,17.974
133,27.983,0.7941,17.582
134,28.108,0.8077,16.68
135,29.751,0.8058,17.564
136,30.668,0.8112,16.791
137,31.028,0.809,16.251
138,31.663,0.8238,14.741
139,32.715,0.8129,15.256
140,32.975,0.8173,13.784
141,33.519,0.8245,11.586
142,33.796,0.812,12.984
143,33.612,0.8163,16.1
144,33.437,0.8258,16.429
145,31.011,0.8254,16.474
146,30.294,0.8312,15.686
147,30.911,0.8145,16.13
148,30.075,0.8217,15.08
149,29.772,0.8092,14.918
150,30.077,0.8055,15.021
151,30.914,0.8121,13.493
152,31.33,0.8029,12.348
153,31.699,0.8121,13.776
154,31.888,0.801,13.957
155,30.816,0.8312,14.078
156,32.167,0.8104,11.157
157,33.018,0.801,12.378
158,32.43,0.8076,13.605
159,33.446,0.8226,15.06
160,33.399,0.8045,14.565
161,34.33,0.8167,16.047
162,35.545,0.8164,15.012
163,36.207,0.8248,14.644
164,37.061,0.802,15.213
165,36.534,0.8045,15.844
166,34.453,0.801,14.961
167,33.509,0.7997,13.827
168,32.694,0.7969,15.096
169,31.702,0.7806,15.733
170,31.433,0.7666,17.396
171,33.594,0.7771,16.142
172,33.244,0.7851,16.8
173,33.985,0.7687,14.607
174,32.254,0.7669,13.694
175,33.274,0.752,15.228
176,32.842,0.7672,14.975
177,32.906,0.7599,14.958
178,31.834,0.7475,16.351
179,33.219,0.758,16.96
180,32.632,0.7871,13.522
181,30.929,0.7966,13.621
182,31.088,0.7722,13.237
183,32.66,0.7657,13.903
184,30.854,0.7792,16.076
185,32.176,0.7587,14.418
186,32.402,0.7598,17.747
187,32.016,0.7437,16.226
188,33.617,0.7397,15.037
189,33.788,0.7611,16.906
190,32.999,0.7705,16.434
191,33.969,0.7558,17.478
192,32.757,0.773,17.526
193,33.998,0.769,17.027
194,33.463,0.7554,18.655
195,32.864,0.7713,17.692
196,32.773,0.7804,21.201
197,34.866,0.7731,20.251
198,35.131,0.7736,18.762
199,34.038,0.7562,18.973
200,35.233,0.7777,19.15
201,34.063,0.7761,16.846
202,34.068,0.7618,18.793
203,33.955,0.7745,18.611
204,33.812,0.7879,17.112
205,34.838,0.774,19.575
206,34.75,0.7915,20.595
207,33.729,0.7893,21.986
208,33.23,0.7929,23.789
209,33.844,0.7853,22.85
210,32.307,0.7722,23.71
211,31.854,0.7659,25.029
212,31.541,0.7538,23.748
213,32.079,0.7769,23.688
214,31.808,0.7607,25.94
215,33.998,0.7766,24.942
216,34.389,0.7584,22.992
217,34.845,0.7411,22.899
218,35.028,0.755,23.682
219,35.009,0.7585,23.878
220,36.401,0.786,22.697
221,34.536,0.8028,24.108
222,33.804,0.7839,23.948
223,32.903,0.7969,25.067
224,34.659,0.8038,22.462
225,33.65,0.8057,23.545
226,34.398,0.8101,23.564
227,32.316,0.7936,22.284
228,31.831,0.7707,21.226
229,33.002,0.764,22.211
230,33.9,0.7503,23.286
231,34.44,0.7482,22.974
232,33.131,0.735,23.782
233,33.354,0.7449,21.763
234,34.239,0.741,22.821
235,35.304,0.7361,21.371
236,35.179,0.7583,20.992
237,37.013,0.75,21.827
238,37.55,0.7233,20.49
239,37.347,0.7204,21.697
240,38.221,0.7364,23.266
241,37.993,0.7181,22.191
242,37.361,0.7278,22.787
243,37.96,0.7279,24.237
244,37.89,0.7362,22.578
245,36.391,0.749,26.231
246,37.236,0.7582,24.99
247,37.432,0.7278,24.578
248,36.583,0.7109,24.791
249,36.599,0.7267,24.744
250,35.329,0.6981,24.457
251,34.975,0.7158,26.188
252,35.706,0.6999,25.026
253,35.819,0.7273,25.319
254,35.054,0.7534,25.616
255,34.517,0.7177,24.745
256,34.974,0.7368,22.927
257,35.338,0.7298,21.647
258,35.229,0.7164,22.358
259,36.612,0.7137,22.482
260,36.661,0.7171,20.916
261,36.006,0.7133,23.655
262,35.857,0.7194,26.193
263,36.561,0.7151,23.764
264,36.668,0.7249,23.672
265,38.208,0.7165,22.278
266,36.538,0.7194,23.205
267,37.145,0.7201,24.09
268,36.78,0.7184,23.58
269,37.746,0.7198,23.328
270,38.008,0.743,24.084
271,36.933,0.7387,22.577
272,36.987,0.739,21.249
273,36.064,0.7131,20.939
274,37.066,0.7143,21.052
275,38.112,0.7134,21.015
276,38.764,0.7154,23.284
277,37.831,0.7168,24.369
278,38.141,0.7166,23.481
279,38.898,0.7027,20.358
280,38.672,0.733,21.533
281,37.204,0.727,22.776
282,38.095,0.7326,24.857
283,38.53,0.7227,25.96
284,38.793,0.7275,25.733
285,39.21,0.7109,26.497
286,39.123,0.7157,25.723
287,40.4,0.7135,25.925
288,39.744,0.7344,24.714
289,40.15,0.737,23.494
290,38.366,0.7163,22.717
291,39.35,0.722,19.964
292,39.841,0.7013,20.468
293,39.346,0.7143,20.152
294,38.451,0.6888,19.166
295,38.816,0.7138,21.02
296,39.516,0.6998,22.332
297,40.138,0.6853,22.47
298,39.264,0.6978,24.516
299,39.999,0.7067,24.092
300,40.419,0.6899,22.331
301,42.547,0.7007,24.533
302,41.853,0.6912,24.889
303,40.949,0.6888,24.539
304,40.651,0.6754,23.349
305,41.0,0.6927,24.016
306,40.567,0.6845,24.202
307,40.423,0.6907,24.601
308,38.89,0.682,25.641
309,38.585,0.6843,25.986
310,37.927,0.6963,25.859
311,38.94,0.7177,24.327
312,40.317,0.7036,22.699
313,40.049,0.7179,23.833
314,39.753,0.6998,24.652
315,38.843,0.6871,25.326
316,39.38,0.7,27.79
317,37.942,0.6996,26.311
318,37.023,0.7107,24.724
319,38.489,0.7132,24.041
320,37.602,0.6993,24.396
321,37.86,0.6868,23.376
322,37.325,0.6798,24.115
323,36.466,0.6614,23.368
324,37.177,0.6822,21.104
325,36.458,0.6785,24.172
326,37.586,0.675,25.324
327,38.29,0.6718,27.282
328,38.045,0.702,28.341
329,38.314,0.6927,30.346
330,39.207,0.7066,28.916
331,38.812,0.7338,29.439
332,39.372,0.7401,28.09
333,40.143,0.7193,29.54
334,40.737,0.6987,28.992
335,41.687,0.678,28.788
336,40.998,0.677,29.672
337,40.418,0.6772,30.112
338,40.851,0.6677,29.156
339,41.118,0.6912,28.143
340,41.636,0.6886,28.356
341,40.992,0.6663,27.823
342,41.68,0.6639,27.536
343,42.908,0.6625,27.514
344,42.059,0.6959,28.064
345,41.828,0.6813,26.109
346,42.758,0.6822,27.007
347,42.123,0.6721,28.463
348,42.526,0.6764,27.786
349,44.09,0.6627,28.634
350,42.923,0.6681,26.26
351,42.359,0.6839,25.275
352,42.344,0.6888,24.925
353,42.077,0.7078,26.194
354,42.302,0.6983,24.664
355,41.145,0.6948,28.17
356,42.382,0.6894,26.761
357,43.25,0.6691,26.768
358,43.26,0.6711,27.858
359,44.741,0.6648,27.147
360,44.28,0.6882,26.837
361,43.53,0.6419,27.542
362,44.729,0.6353,27.2
363,43.684,0.6389,28.745
364,43.087,0.6589,27.97
365,44.576,0.6786,28.693
366,44.036,0.6843,27.925
367,44.099,0.6675,29.985
368,44.936,0.6726,28.093
369,45.201,0.6874,29.036
370,43.852,0.6852,29.223
371,43.221,0.6746,27.719
372,42.159,0.6764,27.998
373,43.367,0.6886,31.397
374,44.781,0.6563,29.683
375,44.003,0.6557,29.693
376,44.205,0.6371,31.521
377,45.039,0.6157,31.575
378,46.651,0.6444,31.875
379,45.824,0.6252,29.844
380,46.315,0.6559,27.895
381,46.311,0.6524,29.305
382,47.19,0.6555,29.608
383,47.027,0.6597,32.394
384,45.694,0.6687,33.52
385,46.066,0.6764,33.463
386,43.995,0.6627,31.086
387,45.39,0.6472,31.494
388,44.654,0.6532,31.884
389,44.672,0.6694,31.651
390,43.885,0.6687,33.17
391,44.272,0.6345,33.039
392,44.291,0.6517,30.666
393,43.981,0.6419,31.656
394,44.6,0.6221,33.088
395,45.421,0.6395,32.666
396,45.588,0.622,32.939
397,44.981,0.6431,32.952
398,45.97,0.621,30.483
399,45.0,0.6607,29.076
400,44.954,0.6849,28.891
401,44.812,0.6482,28.318
402,44.574,0.6511,27.987
403,44.396,0.6441,26.176
404,45.21,0.6396,27.548
405,43.196,0.6487,29.83
406,43.287,0.6598,30.262
407,44.52,0.6425,30.567
408,45.841,0.6511,30.504
409,47.461,0.6475,32.626
410,46.708,0.6337,31.772
411,46.506,0.6375,32.464
412,46.158,0.6322,33.338
413,44.431,0.6297,33.907
414,44.762,0.6472,31.609
415,45.956,0.6668,32.708
416,45.739,0.6712,30.974
417,46.075,0.6672,30.797
418,46.05,0.6657,31.32
419,45.694,0.6616,32.7
420,46.296,0.6456,33.416
421,47.362,0.6901,33.029
422,48.15,0.6768,32.257
423,46.769,0.6639,31.204
424,46.089,0.6829,30.536
425,45.37,0.6756,29.402
426,43.717,0.7014,29.667
427,44.057,0.691,27.674
428,43.453,0.6588,28.554
429,43.91,0.6749,29.637
430,44.438,0.6583,31.464
431,42.784,0.6327,30.24
432,42.276,0.6187,32.591
433,42.136,0.6189,31.809
434,42.314,0.6019,33.381
435,41.004,0.6066,31.609
436,41.654,0.5955,30.729
437,41.928,0.5876,32.261
438,42.566,0.6203,29.209
439,43.39,0.5975,28.678
440,43.959,0.6108,27.379
441,45.311,0.6333,27.839
442,45.609,0.6233,29.007
443,45.284,0.6337,30.283
444,47.628,0.632,29.061
445,48.162,0.605,29.911
446,48.579,0.6124,31.969
447,49.315,0.6234,30.531
448,47.599,0.6237,33.753
449,46.021,0.6582,33.681
450,46.657,0.644,33.93
451,48.216,0.6434,34.456
452,47.658,0.6446,34.493
453,46.494,0.6472,35.024
454,46.533,0.6477,35.552
455,46.519,0.6745,34.728
456,45.703,0.6732,34.527
457,44.903,0.6592,32.461
458,43.422,0.6586,35.647
459,44.793,0.636,33.575
460,43.995,0.6279,32.894
461,44.073,0.6275,30.918
462,44.939,0.6253,31.818
463,45.167,0.6377,33.571
464,44.111,0.6369,34.509
465,45.761,0.649,34.247
466,46.103,0.6615,35.159
467,47.475,0.6349,34.027
468,48.345,0.6462,34.488
469,49.524,0.6387,33.742
470,49.817,0.6264,32.082
471,48.843,0.6416,33.234
472,49.585,0.6287,32.065
473,49.763,0.6378,32.722
474,48.865,0.6291,34.443
475,48.492,0.6145,36.145
476,47.399,0.6213,35.632
477,47.419,0.616,35.871
478,47.839,0.6392,34.741
479,47.354,0.6143,34.256
480,47.789,0.6371,33.998
481,47.788,0.641,33.097
482,47.249,0.6538,34.925
483,47.237,0.6427,34.304
484,46.293,0.6651,31.958
485,46.596,0.6656,30.773
486,46.127,0.6588,32.238
487,45.466,0.6426,31.07
488,46.106,0.6342,30.833
489,45.583,0.629,30.493
490,45.56,0.6115,30.877
491,43.788,0.6169,31.548
492,44.081,0.5956,31.999
493,44.491,0.6125,32.536
494,43.525,0.5834,32.684
495,42.802,0.5932,33.055
496,43.472,0.5986,33.935
497,44.829,0.6244,33.454
498,45.155,0.5942,33.456
499,45.806,0.5948,32.85
500,45.491,0.5949,33.352
501,46.339,0.584,32.219
502,47.136,0.5652,32.063
503,47.359,0.5769,29.772
504,47.116,0.584,32.704
505,47.067,0.5996,31.25
506,47.761,0.6219,31.17
507,47.619,0.6166,32.466
508,49.179,0.6048,33.061
509,49.658,0.6185,30.897
510,49.576,0.6101,30.562
511,49.086,0.6132,31.333
512,49.632,0.6268,32.697
513,50.371,0.6335,31.377
514,50.165,0.6023,31.055
515,50.586,0.6141,33.296
516,50.764,0.6103,33.311
517,51.216,0.5905,31.843
518,51.106,0.5777,33.587
519,50.75,0.5756,33.721
520,50.441,0.5766,35.277
521,50.357,0.5797,33.849
522,50.212,0.5909,32.451
523,50.281,0.5978,32.535
524,50.688,0.5936,33.808
525,50.848,0.597,33.823
526,48.829,0.6103,32.889
527,48.396,0.6226,33.853
528,48.306,0.6166,35.086
529,48.692,0.6322,36.419
530,49.382,0.6123,36.165
531,48.964,0.6205,37.307
532,50.268,0.6357,35.876
533,48.091,0.631,33.703
534,48.711,0.6401,35.317
535,48.837,0.6399,35.258
536,50.072,0.6572,34.625
537,49.259,0.6373,31.673
538,48.845,0.6443,33.062
539,48.666,0.6253,32.19
540,48.151,0.6379,31.532
541,48.751,0.6323,33.386
542,48.639,0.635,35.046
543,48.442,0.5954,35.277
544,47.051,0.6121,35.827
545,48.703,0.6013,34.9
546,49.581,0.601,34.194
547,48.116,0.6087,34.35
548,48.908,0.631,34.221
549,48.525,0.6082,34.719
550,49.048,0.622,32.858
551,50.558,0.596,31.889
552,49.436,0.5758,32.096
553,49.861,0.6006,31.826
554,50.517,0.5863,32.917
555,49.43,0.5826,32.877
556,50.193,0.604,34.764
557,49.353,0.6282,35.073
558,50.679,0.6325,34.122
559,50.002,0.605,35.079
560,50.501,0.6062,36.321
561,50.974,0.6036,35.911
562,50.715,0.6052,34.989
563,51.125,0.5889,36.019
564,52.249,0.6076,34.327
565,52.334,0.5904,34.535
566,53.213,0.594,36.49
567,53.64,0.6157,37.887
568,52.766,0.5895,39.926
569,54.457,0.6154,38.867
570,53.833,0.6164,38.901
571,51.897,0.6384,38.195
572,52.392,0.6332,39.533
573,51.451,0.6098,40.203
574,51.193,0.6196,39.102
575,50.172,0.6184,38.73
576,50.152,0.6109,36.198
577,48.979,0.6268,37.035
578,51.014,0.6188,36.058
579,49.775,0.5988,38.149
580,50.541,0.5928,40.715
581,50.685,0.6055,39.546
582,51.793,0.5916,39.57
583,52.036,0.5821,38.993
584,52.396,0.5821,38.475
585,51.5,0.5916,38.641
586,52.504,0.5856,38.824
587,52.126,0.5877,39.885
588,53.7,0.6019,40.309
589,52.66,0.6048,39.031
590,52.888,0.5863,39.673
591,52.673,0.5786,39.792
592,51.959,0.563,40.261
593,52.604,0.5556,39.475
594,52.291,0.5496,38.116
595,52.82,0.5395,39.651
596,52.436,0.5453,39.088
597,52.155,0.5634,40.424
598,53.065,0.5351,41.499
599,53.315,0.5611,42.465
600,52.64,0.5781,42.587
601,52.858,0.5684,44.037
602,53.336,0.5641,43.775
603,53.823,0.5722,43.343
604,53.218,0.5609,42.69
605,53.742,0.5537,42.678
606,53.596,0.5578,40.594
607,53.933,0.5564,40.862
608,53.372,0.5428,41.718
609,53.182,0.5681,39.822
610,51.157,0.5648,40.773
611,51.923,0.5844,39.78
612,50.916,0.5864,39.944
613,51.551,0.5908,40.934
614,50.386,0.5796,39.575
615,51.611,0.5842,38.89
616,50.643,0.578,38.568
617,50.389,0.5875,37.731
618,52.151,0.5654,36.812
619,52.676,0.5654,38.037
620,52.059,0.5641,38.825
621,50.104,0.5503,39.04
622,51.134,0.5431,40.8
623,49.378,0.5434,39.277
624,50.782,0.5273,37.613
625,51.693,0.5391,36.747
626,52.228,0.5284,38.025
627,51.213,0.5434,36.988
628,52.191,0.5474,37.611
629,53.662,0.5581,37.872
630,54.264,0.5567,38.272
631,54.258,0.5409,36.955
632,54.492,0.5543,37.183
633,52.548,0.5707,35.56
634,51.057,0.5634,36.264
635,52.206,0.5939,35.642
636,52.982,0.587,36.585
637,53.378,0.5968,35.609
638,53.151,0.6101,35.871
639,52.303,0.5662,35.327
640,51.969,0.5581,37.571
641,52.798,0.5566,39.096
642,51.761,0.5568,38.981
643,52.428,0.5597,39.121
644,51.937,0.5323,40.827
645,51.522,0.5592,39.986
646,51.706,0.5396,39.101
647,53.66,0.5561,38.976
648,52.695,0.5577,37.91
649,54.008,0.5591,38.316
650,54.114,0.5601,38.337
651,53.533,0.5562,40.063
652,52.006,0.532,40.216
653,51.831,0.5384,43.18
654,53.771,0.5231,44.107
655,53.11,0.5473,43.803
656,54.311,0.5345,41.68
657,54.951,0.5671,41.529
658,55.928,0.5732,43.252
659,53.66,0.5834,43.783
660,53.862,0.5815,43.882
661,52.632,0.602,43.394
662,54.185,0.5867,42.883
663,53.993,0.5904,44.303
664,52.117,0.5687,43.353
665,54.824,0.5781,41.265
666,54.914,0.5825,40.909
667,54.886,0.5614,41.701
668,54.194,0.5626,42.367
669,53.392,0.5433,42.916
670,50.878,0.554,42.515
671,51.776,0.5567,40.657
672,52.154,0.5607,40.306
673,51.37,0.5785,40.188
674,51.676,0.5728,40.241
675,52.426,0.5775,39.464
676,53.317,0.5543,39.32
677,54.073,0.5578,41.311
678,54.278,0.5426,40.02
679,54.092,0.5582,38.944
680,54.744,0.5762,36.926
681,54.849,0.5764,37.608
682,55.246,0.5711,37.64
683,55.62,0.5632,38.68
684,54.453,0.5418,40.147
685,54.128,0.5102,42.688
686,54.23,0.5395,43.373
687,53.918,0.5331,44.498
688,53.88,0.5227,43.945
689,52.749,0.5165,43.398
690,52.546,0.5145,45.136
691,53.195,0.5101,42.034
692,51.887,0.529,40.654
693,52.427,0.5082,40.353
694,54.247,0.5219,39.71
695,54.314,0.5377,38.737
696,53.468,0.5375,39.767
697,53.743,0.5432,38.423
698,53.671,0.5515,40.027
699,52.953,0.5251,40.22
700,52.363,0.5364,41.821
701,53.419,0.5467,40.925
702,53.789,0.5361,41.986
703,53.434,0.5319,43.018
704,54.456,0.55,41.763
705,55.06,0.5416,40.803
706,55.934,0.5539,41.164
707,57.28,0.5193,40.4
708,58.17,0.5422,41.316
709,56.121,0.5331,41.173
710,55.883,0.5164,40.767
711,53.623,0.5218,41.582
712,53.274,0.5524,43.242
713,53.22,0.5562,44.786
714,51.064,0.5497,45.273
715,51.364,0.5674,45.448
716,53.039,0.5478,45.083
717,53.284,0.5346,46.657
718,55.437,0.5433,47.869
719,54.863,0.5608,48.917
720,55.831,0.5477,47.407
721,54.184,0.5451,47.04
722,56.587,0.5671,44.974
723,55.78,0.5671,44.021
724,55.717,0.5649,43.094
725,56.179,0.5722,40.6
726,56.61,0.573,41.065
727,57.95,0.5725,40.339
728,59.063,0.5589,40.584
729,58.839,0.5499,42.045
730,57.234,0.5589,42.13
731,56.714,0.5735,41.959
732,55.375,0.567,42.162
733,53.714,0.5621,42.868
734,54.074,0.5515,38.601
735,54.972,0.5434,40.059
736,55.284,0.5355,38.593
737,53.364,0.543,39.581
738,54.171,0.5517,39.658
739,53.372,0.5702,40.463
740,53.32,0.558,41.015
741,54.958,0.5368,42.35
742,55.349,0.5599,39.887
743,56.243,0.5388,41.259
744,54.844,0.5454,38.443
745,55.488,0.552,39.44
746,56.167,0.5436,43.197
747,57.029,0.5494,44.57
748,57.972,0.5434,43.152
749,57.573,0.5355,42.859
750,56.268,0.5364,42.941
751,55.163,0.5434,44.829
752,55.693,0.5519,44.391
753,55.984,0.5446,43.681
754,55.275,0.5576,42.133
755,54.775,0.5305,42.079
756,55.734,0.518,42.841
757,56.826,0.5361,41.644
758,57.051,0.5307,42.711
759,57.861,0.5522,43.4
760,57.878,0.5463,43.168
761,59.676,0.5205,43.472
762,59.333,0.5325,46.807
763,59.464,0.5133,45.048
764,59.183,0.5215,42.285
765,58.872,0.5619,42.602
766,58.969,0.5634,42.965
767,58.856,0.5424,42.71
768,56.973,0.5486,45.124
769,57.611,0.5493,44.918
770,57.053,0.5467,43.767
771,56.631,0.5463,42.453
772,57.81,0.5486,41.932
773,57.124,0.5434,40.814
774,57.686,0.5375,38.73
775,56.34,0.5471,39.06
776,57.615,0.5657,39.685
777,58.557,0.5426,41.768
778,57.973,0.5229,42.038
779,58.34,0.5073,40.726
780,59.219,0.5196,41.06
781,58.928,0.5117,40.336
782,58.048,0.5259,41.988
783,55.465,0.5026,40.935
784,55.752,0.5147,43.511
785,55.982,0.5136,43.222
786,56.063,0.5108,43.649
787,56.708,0.5205,43.664
788,58.298,0.5133,43.406
789,58.572,0.4903,43.351
790,58.801,0.4995,42.282
791,57.299,0.502,43.682
792,57.511,0.4971,44.372
793,59.177,0.4899,43.542
794,58.463,0.4898,46.462
795,56.551,0.5037,45.407
796,58.16,0.5101,44.083
797,57.889,0.4768,42.941
798,58.093,0.4874,41.814
799,58.817,0.4813,42.374
800,58.578,0.4875,41.132
801,58.158,0.4786,38.629
802,58.532,0.4867,38.9
803,57.93,0.5042,42.605
804,57.158,0.5098,39.231
805,57.748,0.5248,39.375
806,58.347,0.51,41.337
807,58.617,0.4968,41.169
808,57.26,0.4964,43.018
809,57.138,0.5063,44.335
810,57.472,0.5084,45.54
811,58.638,0.517,46.071
812,59.819,0.5039,43.801
813,59.184,0.4955,44.402
814,59.994,0.5146,44.353
815,60.137,0.5006,45.675
816,59.523,0.5025,47.391
817,60.123,0.5071,46.59
818,59.507,0.4967,48.306
819,56.955,0.5046,47.259
820,56.69,0.4777,47.445
821,56.116,0.4967,48.414
822,57.089,0.4812,48.061
823,56.098,0.4805,45.741
824,55.046,0.497,46.048
825,56.294,0.4948,43.656
826,57.368,0.4813,44.757
827,57.885,0.4743,44.753
828,59.168,0.4963,44.567
829,58.544,0.4981,46.756
830,58.186,0.4991,49.725
831,58.703,0.5069,49.352
832,57.926,0.5297,47.748
833,57.602,0.5266,48.687
834,57.254,0.5284,49.423
835,57.347,0.4874,48.816
836,58.6,0.4725,48.268
837,58.359,0.4877,48.82
838,59.472,0.4802,49.243
839,59.811,0.4808,49.621
840,59.943,0.4909,49.131
841,59.153,0.4762,47.791
842,58.247,0.4789,48.993
843,57.972,0.4892,47.506
844,58.686,0.4924,47.007
845,57.63,0.4856,46.049
846,59.179,0.4789,46.115
847,60.055,0.4851,45.59
848,59.831,0.4847,47.053
849,59.972,0.4714,46.86
850,60.656,0.4987,48.069
851,59.523,0.4992,45.796
852,58.692,0.508,46.738
853,59.183,0.5048,45.548
854,59.757,0.4923,46.918
855,60.12,0.5057,47.034
856,58.784,0.5206,48.058
857,59.658,0.5288,46.131
858,59.825,0.5331,43.637
859,58.423,0.5274,43.537
860,57.986,0.5273,43.86
861,58.748,0.51,44.176
862,60.577,0.5064,44.551
863,59.244,0.5365,43.468
864,58.493,0.5137,44.099
865,58.312,0.4975,44.029
866,57.52,0.4992,45.958
867,57.813,0.4793,44.498
868,59.272,0.4792,45.836
869,58.217,0.4634,47.351
870,58.403,0.4833,46.944
871,59.687,0.4618,45.308
872,59.941,0.4723,45.257
873,60.024,0.4968,46.128
874,60.238,0.4854,44.19
875,61.555,0.4865,45.459
876,63.341,0.4837,45.844
877,62.944,0.4876,45.81
878,62.451,0.4883,43.868
879,62.811,0.479,43.514
880,62.26,0.4907,42.644
881,62.298,0.4859,42.625
882,61.939,0.5057,42.763
883,62.126,0.4966,44.16
884,62.574,0.4948,43.38
885,62.069,0.4952,45.141
886,61.148,0.5128,45.843
887,59.825,0.5112,44.249
888,59.506,0.4801,43.414
889,59.325,0.4987,43.643
890,59.107,0.4864,44.573
891,59.093,0.476,44.279
892,59.426,0.5092,44.33
893,59.667,0.4909,44.915
894,58.991,0.5056,44.756
895,58.395,0.5216,46.167
896,60.362,0.5269,47.549
897,60.257,0.531,47.882
898,59.865,0.5158,46.938
899,59.235,0.5047,50.93
900,60.472,0.5079,52.018
901,59.675,0.525,52.055
902,60.113,0.5207,50.476
903,59.996,0.5125,48.611
904,60.174,0.5144,49.324
905,61.954,0.5083,49.687
906,62.269,0.5102,51.136
907,61.687,0.5021,51.337
908,61.281,0.5041,50.872
909,62.251,0.4671,51.675
910,61.134,0.454,51.555
911,59.954,0.4564,52.715
912,58.845,0.4475,51.412
913,58.007,0.4427,50.98
914,59.373,0.4384,49.198
915,59.157,0.4433,48.023
916,58.693,0.4482,48.152
917,58.447,0.4673,46.939
918,58.547,0.4879,47.865
919,58.689,0.5019,49.049
920,58.255,0.488,47.37
921,60.352,0.4674,46.37
922,59.729,0.484,44.486
923,59.752,0.4806,45.248
924,60.676,0.4871,46.373
925,60.901,0.5013,47.605
926,60.647,0.4752,47.881
927,60.783,0.4769,50.056
928,60.84,0.4942,49.904
929,61.165,0.4801,48.73
930,59.918,0.4981,50.129
931,60.639,0.5021,50.924
932,60.496,0.5195,49.083
933,60.53,0.5232,47.905
934,61.356,0.4972,50.044
935,60.756,0.5205,48.206
